"","V1","V2","V3","V4"
"cv",20,1,59.5412753640334,-1.3406805937577
"cv",20,2,69.2238033055037,-1.41671247413925
"cv",20,3,72.5240673254483,-1.44286176137878
"cv",20,4,94.9884859149652,-1.55679719486243
"cv",40,1,122.895731160558,-1.34161116277809
"cv",40,2,168.702371808028,-1.50105996329223
"cv",40,3,173.812258261384,-1.51604319321477
"cv",40,4,133.054672393296,-1.38661368646772
