"","V1","V2","V3","V4"
"cv",20,1,56.7736247622863,-1.5076387331809
"cv",20,2,53.2076255732034,-1.47375923302895
"cv",20,3,78.2106510978413,-1.60760221559705
"cv",20,4,81.8603844902596,-1.62694768915897
"cv",40,1,138.780016656281,-1.59413156995892
"cv",40,2,161.308069297898,-1.64243944535966
"cv",40,3,127.895196487366,-1.56062130312066
"cv",40,4,110.247555948131,-1.51605063170495
