"","","","","par1","par2"
"cv",20,1,99.0480424258408,2.07993695393224,-4.99999999989853
"cv",20,2,93.9438874309763,2.17121978206939,-4.99999999995092
"cv",20,3,31.9063014431318,2.11388651956732,-4.99999999994584
"cv",20,4,43.0349616433673,2.25329041217754,-4.99999999978299
"cv",40,1,201.167027201395,2.46379743237263,-4.99999999989177
"cv",40,2,122.367157376865,2.58043897010363,-4.99999999997438
"cv",40,3,29.2244743465904,2.60767000594914,-4.99999999999753
"cv",40,4,84.1856734690349,2.5898740475451,-4.99999999998772
