"","participant","reward","nLL","kernel","acq","R2","bonus","kError","lambda","beta","tau","ModelName","bestDescribed"
"164",4,"Cumulative",1104.00521003213,"LWSLS","",0.040820973157239,1.2,NA,NA,NA,0.400076545431802,"LWSLS-",1
"165",5,"Best",1021.40392951642,"LWSLS","",0.11258640971593,1.26,NA,NA,NA,0.291298677951538,"LWSLS-",1
"166",6,"Best",1046.63967617493,"LWSLS","",0.0906611518443093,1.06,NA,NA,NA,0.346354860358814,"LWSLS-",1
"167",7,"Cumulative",1039.72721472814,"LWSLS","",0.0966668191938586,1.05,NA,NA,NA,0.300629999214034,"LWSLS-",1
"168",8,"Cumulative",1068.2937731851,"LWSLS","",0.0718476938020565,1.21,NA,NA,NA,0.326594932808286,"LWSLS-",1
"169",9,"Cumulative",805.773245577204,"LWSLS","",0.299930117606796,0.88,NA,NA,NA,0.207790925423361,"LWSLS-",1
"170",10,"Cumulative",843.976265799404,"LWSLS","",0.266738665767436,0.92,NA,NA,NA,0.223646816263392,"LWSLS-",1
"171",11,"Best",793.303451721011,"LWSLS","",0.310764092507662,0.94,NA,NA,NA,0.203358957481946,"LWSLS-",1
"172",12,"Best",776.049441565836,"LWSLS","",0.325754678167393,1.02,NA,NA,NA,0.214340555660763,"LWSLS-",1
"173",13,"Best",831.176989102363,"LWSLS","",0.277858901120494,1.04,NA,NA,NA,0.215736421001841,"LWSLS-",1
"174",14,"Best",979.932309691397,"LWSLS","",0.148617678032316,1.26,NA,NA,NA,0.263250379700518,"LWSLS-",1
"175",15,"Cumulative",834.085633800116,"LWSLS","",0.27533181975777,0.9,NA,NA,NA,0.218696535547559,"LWSLS-",1
"176",16,"Cumulative",808.283124313267,"LWSLS","",0.297749491082869,0.87,NA,NA,NA,0.206545185226976,"LWSLS-",1
"177",17,"Cumulative",970.686284518123,"LWSLS","",0.156650786343106,1.14,NA,NA,NA,0.257511752319543,"LWSLS-",1
"178",18,"Cumulative",827.506399724474,"LWSLS","",0.281047973341738,0.9,NA,NA,NA,0.215688631092891,"LWSLS-",1
"179",19,"Best",750.554379769476,"LWSLS","",0.347905233564153,1.23,NA,NA,NA,0.200649796888805,"LWSLS-",1
"180",20,"Best",1030.79817640981,"LWSLS","",0.104424523783472,1.05,NA,NA,NA,0.342223210074846,"LWSLS-",1
"181",21,"Best",746.461489891268,"LWSLS","",0.351461207842789,1.02,NA,NA,NA,0.197468797324458,"LWSLS-",1
"182",22,"Best",674.976446185922,"LWSLS","",0.413568663525096,0.92,NA,NA,NA,0.181572155479589,"LWSLS-",1
"183",23,"Cumulative",926.543657281199,"LWSLS","",0.195002672593863,0.85,NA,NA,NA,0.253580107938813,"LWSLS-",1
"184",24,"Cumulative",733.856984799731,"LWSLS","",0.362412222219961,0.83,NA,NA,NA,0.191330686471975,"LWSLS-",1
"185",25,"Best",1054.50540719091,"LWSLS","",0.083827267227871,0.76,NA,NA,NA,0.336482042416123,"LWSLS-",1
"186",26,"Best",941.698130753185,"LWSLS","",0.181836201108868,1.14,NA,NA,NA,0.276983080005349,"LWSLS-",1
"187",27,"Best",947.76965100829,"LWSLS","",0.176561158168103,1.06,NA,NA,NA,0.251857276884976,"LWSLS-",1
"188",28,"Cumulative",919.843228092618,"LWSLS","",0.200824122610702,0.82,NA,NA,NA,0.264736798278439,"LWSLS-",1
"189",29,"Cumulative",771.782742944435,"LWSLS","",0.329461660520662,0.82,NA,NA,NA,0.211397388572531,"LWSLS-",1
"190",30,"Cumulative",1022.74221681254,"LWSLS","",0.111423682316943,1.08,NA,NA,NA,0.302966332543698,"LWSLS-",1
"191",31,"Best",886.844746784464,"LWSLS","",0.229493780055093,1.47,NA,NA,NA,0.233772412404514,"LWSLS-",1
"192",32,"Best",1055.71435521225,"LWSLS","",0.0827769120519342,1.07,NA,NA,NA,0.33066878318804,"LWSLS-",1
"193",33,"Best",894.684667356798,"LWSLS","",0.222682320003309,0.96,NA,NA,NA,0.240546914278337,"LWSLS-",1
"194",34,"Cumulative",786.8641190848,"LWSLS","",0.316358697275277,0.91,NA,NA,NA,0.207405687659629,"LWSLS-",1
"195",35,"Cumulative",1130.24524702351,"LWSLS","",0.0180231702872882,1.31,NA,NA,NA,0.541259347401364,"LWSLS-",1
"196",36,"Cumulative",964.352428337415,"LWSLS","",0.162153751322226,0.98,NA,NA,NA,0.282997964517432,"LWSLS-",1
"197",37,"Cumulative",821.373419969322,"LWSLS","",0.286376413370587,0.87,NA,NA,NA,0.21000912892519,"LWSLS-",1
"198",38,"Best",880.681908152922,"LWSLS","",0.234848161997747,1.12,NA,NA,NA,0.236081399934457,"LWSLS-",1
"199",39,"Best",808.832929111975,"LWSLS","",0.29727181106199,1.24,NA,NA,NA,0.212856294394186,"LWSLS-",1
"200",40,"Best",1028.95694334189,"LWSLS","",0.10602421926156,1.34,NA,NA,NA,0.314619722181897,"LWSLS-",1
"201",41,"Best",898.189039805473,"LWSLS","",0.219637659955992,1.16,NA,NA,NA,0.237360486768814,"LWSLS-",1
"202",42,"Cumulative",699.728126678865,"LWSLS","",0.392063970800635,0.81,NA,NA,NA,0.183332628257915,"LWSLS-",1
"203",43,"Cumulative",931.802327766497,"LWSLS","",0.190433847743455,0.87,NA,NA,NA,0.247732593892585,"LWSLS-",1
"204",44,"Cumulative",873.985699651514,"LWSLS","",0.240665945007783,0.82,NA,NA,NA,0.227964784801972,"LWSLS-",1
"205",45,"Best",899.017496481093,"LWSLS","",0.218917882313022,0.96,NA,NA,NA,0.238606346686531,"LWSLS-",1
"206",46,"Best",822.704676184776,"LWSLS","",0.285219794697401,1.08,NA,NA,NA,0.203403453068579,"LWSLS-",1
"207",47,"Best",1063.01724786399,"LWSLS","",0.0764320312459529,0.91,NA,NA,NA,0.34548700148501,"LWSLS-",1
"208",48,"Cumulative",1078.53589992394,"LWSLS","",0.0629491550371194,1.25,NA,NA,NA,0.369894834924219,"LWSLS-",1
"209",49,"Cumulative",864.961568834164,"LWSLS","",0.24850626762296,0.88,NA,NA,NA,0.240627395872891,"LWSLS-",1
"210",50,"Best",909.905235217582,"LWSLS","",0.209458424557855,1.11,NA,NA,NA,0.237059145058899,"LWSLS-",1
