"","participant","reward","nLL","kernel","acq","R2","bonus","kError","lambda","beta","tau","ModelName","bestDescribed"
"128",48,"Cumulative",424.056328479837,"LRBF","UCB",0.631572448407224,1.25,NA,0.777720274169846,0.136899849122165,0.0371961879015856,"LRBF-UCB",70
"129",49,"Cumulative",813.405619347781,"LRBF","UCB",0.293298977844739,0.88,NA,0.721458820940536,0.503725963679569,0.0963914193159918,"LRBF-UCB",70
"130",50,"Best",849.204455938366,"LRBF","UCB",0.262196322774786,1.11,NA,0.636623946294115,0.84564943594311,0.175170032403133,"LRBF-UCB",70
"131",51,"Best",725.344278509111,"LRBF","UCB",0.369808210265522,1.04,NA,0.614244552395247,0.554851305587325,0.0981659478996035,"LRBF-UCB",70
"132",52,"Best",577.234885216746,"LRBF","UCB",0.498488240426167,1.1,NA,0.51687224034615,0.342107062540362,0.0588878258113111,"LRBF-UCB",70
"133",53,"Best",682.251824359245,"LRBF","UCB",0.407247687778977,0.95,NA,0.610738002149547,1.25215422726362,0.210196938472658,"LRBF-UCB",70
"134",54,"Cumulative",518.73943222766,"LRBF","UCB",0.549310112608423,1.18,NA,0.726960012114697,0.105214970806339,0.0439462859803968,"LRBF-UCB",70
"135",55,"Cumulative",766.864097365437,"LRBF","UCB",0.333735065788116,0.94,NA,0.650671720595388,7.35721775269199,1.47054380330888,"LRBF-UCB",70
"136",56,"Best",639.604328096075,"LRBF","UCB",0.444300578101658,1.07,NA,0.703349842336436,0.651958152878887,0.101273141765458,"LRBF-UCB",70
"137",57,"Best",1036.67846723522,"LRBF","UCB",0.0993156243143174,1.14,NA,0.985612369636585,0.487126650396249,0.115601143420407,"LRBF-UCB",70
"138",58,"Best",693.964032295924,"LRBF","UCB",0.397071916769204,0.72,NA,0.533941131257936,1.04424845884526,0.170886238269213,"LRBF-UCB",70
"139",59,"Best",985.758693126017,"LRBF","UCB",0.143555614246703,1.1,NA,0.68389102429081,0.38680739496992,0.0959531867840594,"LRBF-UCB",70
"140",60,"Cumulative",666.41411463339,"LRBF","UCB",0.421007766865761,0.89,NA,0.740691823947736,0.598750289265779,0.0922358103497883,"LRBF-UCB",70
"141",61,"Cumulative",476.352800835666,"LRBF","UCB",0.586136358970551,1.19,NA,0.684541792442266,0.101101460253264,0.0383390971179313,"LRBF-UCB",70
"142",62,"Cumulative",725.823587418811,"LRBF","UCB",0.369391778305432,0.86,NA,0.855150708393319,0.602680846779466,0.0928438017469793,"LRBF-UCB",70
"143",63,"Cumulative",739.437683500211,"LRBF","UCB",0.357563613626463,0.88,NA,0.451149427848666,0.105122327526946,0.0564895195797976,"LRBF-UCB",70
"144",64,"Best",393.621459491395,"LRBF","UCB",0.658014794650836,0.99,NA,0.549401913544438,0.257029119342882,0.0424686482974994,"LRBF-UCB",70
"145",65,"Best",803.558818553865,"LRBF","UCB",0.301854050517583,1.16,NA,0.795301829143235,0.500585396668902,0.0837824398612262,"LRBF-UCB",70
"146",66,"Best",843.397418404275,"LRBF","UCB",0.267241578503812,1.1,NA,0.392300628891654,2.06476654865721,0.422982704153326,"LRBF-UCB",70
"147",67,"Cumulative",742.56824820869,"LRBF","UCB",0.354843724278785,0.83,NA,0.826446175000362,0.634313982878195,0.0931746045297967,"LRBF-UCB",70
"148",68,"Best",566.346689168316,"LRBF","UCB",0.507948095501944,1.07,NA,0.465456306331752,0.279593390265615,0.0457720627667164,"LRBF-UCB",70
