"","participant","reward","environment","horizon","leaveoutindex","nLL","R2","kernel","acq","kError","lambda","beta","tau","roundnLL","bonus"
"1",1,"Cumulative","Rough",5,1,241.887489596873,0.407347221057527,"BMT","UCB",4.24084283133164,NA,0.0307712597373297,0.00686063054450101,15.4729303400297,1.01
"2",1,"Cumulative","Rough",5,2,241.887489596873,0.407347221057527,"BMT","UCB",3.06692366083426,NA,0.033749655849503,0.00673821944792192,19.934608397296,1.01
"3",1,"Cumulative","Rough",5,3,241.887489596873,0.407347221057527,"BMT","UCB",0.00685133194815834,NA,0.0350917936678378,0.0298267409881138,13.4820588033906,1.01
"4",1,"Cumulative","Rough",5,4,241.887489596873,0.407347221057527,"BMT","UCB",4.3314718701919,NA,0.0309303099199686,0.0067418464863234,16.4844647088078,1.01
"5",1,"Cumulative","Rough",5,5,241.887489596873,0.407347221057527,"BMT","UCB",4.24748168426634,NA,0.0307377424024937,0.00697315164575616,3.38546724036656,1.01
"6",1,"Cumulative","Rough",5,6,241.887489596873,0.407347221057527,"BMT","UCB",4.25996475630029,NA,0.0296972319404572,0.00739517787490337,16.5811863833622,1.01
"7",1,"Cumulative","Rough",5,7,241.887489596873,0.407347221057527,"BMT","UCB",4.89911912289181,NA,0.0284456669042769,0.00677405818204236,13.9758074863159,1.01
"8",1,"Cumulative","Rough",5,8,241.887489596873,0.407347221057527,"BMT","UCB",4.30873774944793,NA,0.030632298644087,0.00698753012330244,13.2873757913863,1.01
"9",1,"Cumulative","Rough",10,1,241.887489596873,0.407347221057527,"BMT","UCB",3.98917991608976,NA,0.0126286809468856,0.0175825644076686,12.8688267800202,1.01
"10",1,"Cumulative","Rough",10,2,241.887489596873,0.407347221057527,"BMT","UCB",4.78914139629778,NA,0.0135473526811699,0.0127045570020683,9.42430476426191,1.01
"11",1,"Cumulative","Rough",10,3,241.887489596873,0.407347221057527,"BMT","UCB",5.40257495536265,NA,0.0125995887711572,0.01208722740103,6.96254333719004,1.01
"12",1,"Cumulative","Rough",10,4,241.887489596873,0.407347221057527,"BMT","UCB",5.34009668099082,NA,0.0126150690399234,0.0121959882849075,10.1234385815783,1.01
"13",1,"Cumulative","Rough",10,5,241.887489596873,0.407347221057527,"BMT","UCB",5.16179845837348,NA,0.0116843133542673,0.0131330899420486,23.1016456170585,1.01
"14",1,"Cumulative","Rough",10,6,241.887489596873,0.407347221057527,"BMT","UCB",7.41892476440562,NA,0.0175591172058132,0.00673795926947496,26.2907964236398,1.01
"15",1,"Cumulative","Rough",10,7,241.887489596873,0.407347221057527,"BMT","UCB",5.30132654001322,NA,0.0123956497414678,0.0124050409297854,6.88620276282578,1.01
"16",1,"Cumulative","Rough",10,8,241.887489596873,0.407347221057527,"BMT","UCB",4.50424671252577,NA,0.00991028521295114,0.0158230760975358,33.6258321793433,1.01
"17",2,"Cumulative","Rough",5,1,255.992710792871,0.37278777131774,"BMT","UCB",5.27473326276459,NA,0.0150458792081754,0.00673808904836809,10.4182374282894,1.04
"18",2,"Cumulative","Rough",5,2,255.992710792871,0.37278777131774,"BMT","UCB",5.05862517770099,NA,0.0143911089349749,0.00673803568969653,16.8496797266931,1.04
"19",2,"Cumulative","Rough",5,3,255.992710792871,0.37278777131774,"BMT","UCB",5.04339295298989,NA,0.0148757496499061,0.00674007348781907,16.6949684032746,1.04
"20",2,"Cumulative","Rough",5,4,255.992710792871,0.37278777131774,"BMT","UCB",4.93602920077703,NA,0.0156415055906359,0.00673801411117393,16.5880207415715,1.04
"21",2,"Cumulative","Rough",5,5,255.992710792871,0.37278777131774,"BMT","UCB",4.56143181387362,NA,0.0159656536506722,0.0067380073999717,4.21480247193068,1.04
"22",2,"Cumulative","Rough",5,6,255.992710792871,0.37278777131774,"BMT","UCB",0.00673977874127114,NA,0.042367063173989,0.00673794717404994,23.5608121199065,1.04
"23",2,"Cumulative","Rough",5,7,255.992710792871,0.37278777131774,"BMT","UCB",4.91835472258549,NA,0.0160094935150308,0.00673989563724136,16.4848313230003,1.04
