"","participant","reward","environment","nLL","kernel","acq","R2","bonus","kError","lambda","beta","tau","ModelName","bestDescribed"
"123",42,"Best","Smooth",235.17452010373,"RBF","UCB",0.423794785301952,1.21,NA,0.578813686291476,0.141758156073463,0.0335481531372295,"RBF-UCB",0.506172839506173
"124",43,"Best","Smooth",373.987070065035,"RBF","UCB",0.0836877230319476,0.96,NA,1.20915274743152,0.0106352030936227,0.165521708045626,"RBF-UCB",0.506172839506173
"125",44,"Cumulative","Rough",257.181680537836,"RBF","UCB",0.369874655701027,1.28,NA,0.959939885143691,0.083933086974752,0.0605256324454852,"RBF-UCB",0.506172839506173
"126",45,"Cumulative","Rough",263.422337106989,"RBF","UCB",0.354584313632082,1.27,NA,0.628364471979687,0.0970505243365291,0.0365505019243676,"RBF-UCB",0.506172839506173
"127",46,"Cumulative","Smooth",192.352022088174,"RBF","UCB",0.528714938437915,1.11,NA,0.454301967537674,0.159289331636973,0.0144523706673941,"RBF-UCB",0.506172839506173
"128",47,"Best","Rough",200.997298898849,"RBF","UCB",0.507532994158315,1.28,NA,0.635208728791583,0.0866867656259156,0.032111166011659,"RBF-UCB",0.506172839506173
"129",48,"Best","Rough",407.288218027364,"RBF","UCB",0.00209599658615001,1.21,NA,6.19477700817018,0.00674274517693632,0.384171772702337,"RBF-UCB",0.506172839506173
"130",49,"Best","Smooth",271.043780146106,"RBF","UCB",0.335910882425648,1.17,NA,0.430897776665215,0.149856017677401,0.0330411412127453,"RBF-UCB",0.506172839506173
"131",50,"Best","Smooth",323.815913918477,"RBF","UCB",0.206612952288612,1.21,NA,1.18015173742641,0.131911395677533,0.073532802782783,"RBF-UCB",0.506172839506173
"132",51,"Cumulative","Rough",428.241652819015,"RBF","UCB",-0.0492423813446707,1.02,NA,2.27449988973329,0.0333691129575734,0.421030168612173,"RBF-UCB",0.506172839506173
"133",52,"Cumulative","Rough",264.189163206451,"RBF","UCB",0.352705499562084,1.03,NA,1.18625356499742,0.0632806050980387,0.0647932138643002,"RBF-UCB",0.506172839506173
"134",53,"Cumulative","Smooth",229.307314267092,"RBF","UCB",0.43817012918396,1.29,NA,1.34057797804708,0.0464310371009638,0.0550500808023154,"RBF-UCB",0.506172839506173
"135",54,"Cumulative","Smooth",249.85066738258,"RBF","UCB",0.387836499557304,1.11,NA,0.547848464638675,0.061584043613327,0.0240369082388996,"RBF-UCB",0.506172839506173
"136",55,"Best","Rough",180.815735802482,"RBF","UCB",0.556980195716354,0.98,NA,0.566678620493004,0.112318074919125,0.0293597175926868,"RBF-UCB",0.506172839506173
"137",56,"Best","Rough",278.39455168609,"RBF","UCB",0.317900628204552,1.23,NA,0.563748037848497,0.185100286671192,0.0368437955081529,"RBF-UCB",0.506172839506173
"138",57,"Best","Smooth",203.850452915724,"RBF","UCB",0.500542431481139,1.37,NA,0.855785804797483,0.154134432878104,0.0420931096582173,"RBF-UCB",0.506172839506173
"139",58,"Best","Smooth",132.076857769769,"RBF","UCB",0.67639617525612,1.08,NA,0.444036281415733,0.0305992489802638,0.0527643547166056,"RBF-UCB",0.506172839506173
"140",59,"Cumulative","Rough",317.947404058857,"RBF","UCB",0.220991491180192,1.21,NA,0.704416603295575,0.15414786070564,0.0499981442229494,"RBF-UCB",0.506172839506173
"141",60,"Cumulative","Smooth",192.356650810648,"RBF","UCB",0.528703597523833,1.11,NA,0.374940655891892,0.132650963181413,0.0110340835644662,"RBF-UCB",0.506172839506173
"142",61,"Cumulative","Smooth",201.415280288964,"RBF","UCB",0.5065088906265,1.34,NA,1.18362982281458,0.136273480457911,0.0415615202163765,"RBF-UCB",0.506172839506173
"143",62,"Best","Rough",218.583310072934,"RBF","UCB",0.464445199869305,1.15,NA,0.26011987290518,0.0644094892215639,0.036324700235063,"RBF-UCB",0.506172839506173
"144",63,"Best","Rough",239.07286621776,"RBF","UCB",0.414243379143618,1.02,NA,0.850386898711483,0.061827161303745,0.0541606515238884,"RBF-UCB",0.506172839506173
"145",64,"Best","Smooth",145.906356677404,"RBF","UCB",0.642512277528912,1.21,NA,0.628380668944024,0.093106697571277,0.0135200166263083,"RBF-UCB",0.506172839506173
"146",65,"Best","Smooth",166.692801154577,"RBF","UCB",0.591583045495204,1.14,NA,0.719003619202073,0.0538145675439028,0.0402283590776081,"RBF-UCB",0.506172839506173
"147",66,"Cumulative","Rough",191.774638216102,"RBF","UCB",0.530129596785357,1.3,NA,1.05744548506662,0.0497932684912351,0.050396829789042,"RBF-UCB",0.506172839506173
"148",67,"Cumulative","Rough",161.103222030872,"RBF","UCB",0.605278171300609,1.04,NA,0.541050002536694,0.0320280389765109,0.0411057461034538,"RBF-UCB",0.506172839506173
"149",68,"Cumulative","Smooth",248.090521915615,"RBF","UCB",0.392149062824129,1.18,NA,0.604296543689946,0.0907092781732132,0.0227369897501502,"RBF-UCB",0.506172839506173
"150",69,"Cumulative","Smooth",196.272929258608,"RBF","UCB",0.519108255039753,1.1,NA,0.624348522277308,0.0991747973400576,0.0428778889042802,"RBF-UCB",0.506172839506173
"151",70,"Best","Rough",164.312235946453,"RBF","UCB",0.597415710046811,1.04,NA,0.543003409643609,0.073427510490951,0.0359939722711973,"RBF-UCB",0.506172839506173
"152",71,"Best","Rough",268.748274258489,"RBF","UCB",0.341535141644852,1.22,NA,0.655324716170239,0.213930668586003,0.0359413878687272,"RBF-UCB",0.506172839506173
"153",72,"Best","Smooth",218.435387653619,"RBF","UCB",0.464807627182191,1.39,NA,0.955392503422966,0.149159539209317,0.0302144097779663,"RBF-UCB",0.506172839506173
"154",73,"Best","Smooth",254.498484367236,"RBF","UCB",0.376448801679407,1.14,NA,0.456114059284313,0.164232950509298,0.0327753281448634,"RBF-UCB",0.506172839506173
"155",74,"Best","Smooth",217.157541831732,"RBF","UCB",0.467938499633112,1.24,NA,0.724892526087047,0.171054214675044,0.0412198681464237,"RBF-UCB",0.506172839506173
