"","","","","par1","par2","par3"
"cv",5,1,4.01239695516465,-0.323206396536302,-2.56430169395503,-3.14900749047953
"cv",5,2,4.9956102320802,-0.424228638269491,-2.38992075104815,-3.27599927369946
"cv",5,3,16.6465713930423,-0.260365462502568,-2.8266961080016,-3.05847007360215
"cv",5,4,3.45550202542987,-0.334111021347813,-2.51579926993795,-3.13891237245272
"cv",5,5,11.8474888292648,-0.336588251549393,-2.42198061675023,-3.13863388986748
"cv",5,6,6.85654717656236,-0.347179860877508,-2.2418019887752,-3.10943526680696
"cv",5,7,16.0294051237973,-0.402179095233881,-2.37533084788053,-3.29266716510515
"cv",5,8,4.50833879411202,-0.317196398028869,-2.58454447143239,-3.15490288037433
"cv",10,1,6.52790582592442,-0.422532858630896,-1.59544441901931,-3.47750447218628
"cv",10,2,20.7157692094766,-0.505910165015363,-1.43333146168078,-3.61306989409713
"cv",10,3,15.1495910811716,-0.37970661468697,-1.65541888288705,-3.4496999513445
"cv",10,4,28.9683741919932,-0.419680444898603,-1.62508894404223,-3.42399493827862
"cv",10,5,4.12254819680234,-0.480235941475389,-1.5684759199498,-3.52068555161888
"cv",10,6,11.5719894693464,-0.432832881379489,-1.56359067425912,-3.58869019256635
"cv",10,7,10.6852445170458,-0.392380922821321,-1.61606558543997,-3.46463055675878
"cv",10,8,19.0610487966076,-0.413707390880756,-1.59579174842003,-3.47256565081626
