"","","","","par1","par2","par3"
"cv",5,1,8.61258199396963,-1.03856652721208,-2.89473485743991,-2.83590427555967
"cv",5,2,14.3965609863962,-0.967112011291209,-2.77521273469153,-2.91128949996437
"cv",5,3,6.78918076625373,-1.08274136938464,-2.83009801385095,-2.91037721919722
"cv",5,4,16.6986973258572,-0.828918332489631,-2.85393161222717,-3.02078501336932
"cv",5,5,14.9564583780219,-1.0903105644931,-2.89907676408178,-2.91320680631062
"cv",5,6,9.53698656307047,-0.292262607668422,-2.76411663078402,-3.01546579845658
"cv",5,7,17.4677095343255,-0.957359827467975,-2.39609072948233,-3.20621472034819
"cv",5,8,10.9638121371578,-1.06287456190863,-2.77130337947111,-2.89138975265603
"cv",10,1,17.0339845358648,-0.39077290288195,-3.2487047098108,-3.00476015694255
"cv",10,2,3.42801699977455,-0.6465408397064,-3.22944539213162,-3.01452878670665
"cv",10,3,12.3492726775232,-0.597018726577405,-3.37163028696224,-2.99692760297408
"cv",10,4,3.45368698748881,-0.639929460404963,-3.23513992285831,-3.01298568753384
"cv",10,5,15.8148329460025,-0.665215652207173,-2.99090997903909,-3.18214038173247
"cv",10,6,31.1569349647395,-0.800436822939848,-2.95392045306008,-3.09091263111651
"cv",10,7,24.2241761430592,-0.481363179829447,-3.37692934898452,-3.00667041005066
"cv",10,8,0.268319611521707,-0.706218762283482,-3.2483753563658,-2.99313150846169
