"","","","","par1","par2","par3"
"cv",5,1,4.37766838796469,0.732125370860537,-2.77490595668322,-3.76187001617552
"cv",5,2,3.41489324560593,1.11362381955636,-2.66495144280879,-4.2520937832685
"cv",5,3,3.51498759548278,1.09502379126757,-2.69843501295214,-4.20989689611162
"cv",5,4,16.9343952010329,1.01697160556449,-2.83446333816856,-4.07793861894716
"cv",5,5,15.4816343467337,1.62081383093266,-2.57165955503617,-4.9983273443982
"cv",5,6,10.656938571054,1.02111694528602,-2.82746848147017,-4.07213473841107
"cv",5,7,37.8346902326031,-0.3766893464665,-2.45660575317521,-4.99999617642301
"cv",5,8,13.9074449034278,1.1189560734476,-2.79950847462944,-4.1692205743891
"cv",10,1,13.2100029342198,1.73075791574727,-3.26505767925308,-4.9999912276118
"cv",10,2,3.41732988243323,1.8615422101116,-3.40394763839495,-4.99999758552038
"cv",10,3,3.45014710587788,1.86555960109302,-3.38465552141416,-4.99999141676985
"cv",10,4,6.8023259103682,1.86930175988836,-3.43978028314342,-4.99999202248772
"cv",10,5,21.5953309857569,1.61611735029689,-1.95539303223467,-4.99991407943566
"cv",10,6,22.8983151228094,1.8741876306094,-3.49168907772462,-4.99996295015859
"cv",10,7,4.52400752725117,1.82535718066522,-3.57562089214604,-4.99999698622728
"cv",10,8,3.81546490091255,1.88559458213109,-3.43138564979185,-4.99998219820485
