"","","","","par1","par2","par3"
"cv",5,1,14.0577513633821,-0.755040334871205,-2.0723814631199,-3.80438743817251
"cv",5,2,14.4236834757768,-0.884907527596891,-2.42112332702363,-3.73553712587478
"cv",5,3,17.9501856589753,-0.595190112756808,-2.39203273269558,-3.72330515389595
"cv",5,4,16.8656136286184,-0.908412412677945,-2.24405861206403,-4.20725873376479
"cv",5,5,9.7090293413312,-0.819611042493828,-2.16096820768828,-3.97785698074475
"cv",5,6,3.39070993039138,-0.786352987556806,-2.33238976466902,-3.72615004708516
"cv",5,7,6.67074879078776,-0.789070760726833,-2.31991168984739,-3.7584030709571
"cv",5,8,16.2281231914928,-0.832760852646404,-2.32427997892702,-3.74397124988662
"cv",10,1,16.5471877248964,-0.319324886878212,-1.79798132552967,-2.89639767886303
"cv",10,2,15.1768080236766,-0.319254501900629,-1.84750045243115,-2.8560965794
"cv",10,3,22.4087974059582,-0.413294087905916,-1.57523451320828,-3.10121141716185
"cv",10,4,15.5312561984202,-0.323219043538331,-1.75740818457728,-2.93303669293173
"cv",10,5,9.48476916462454,-0.29947313985372,-1.67920334746349,-2.91157671265588
"cv",10,6,20.9352768496621,-0.500595371981837,-1.35053142958458,-3.1478978503064
"cv",10,7,23.2515380704306,-0.265730768355278,-1.82968975888413,-2.87451384787837
"cv",10,8,12.5430412853055,-0.223491144392079,-1.80717247760554,-2.89249881085351
