"","","","","par1","par2","par3"
"cv",5,1,23.2005263651182,2.10545727200747,-4.94448381164968,-4.99999791793435
"cv",5,2,16.9638409981692,0.776009221508584,-4.9999982894582,-2.90837589398054
"cv",5,3,5.85898316111345,0.550481852185546,-4.99999787422761,-2.80358711874958
"cv",5,4,8.36171946635655,0.562564368702628,-4.99999792978507,-2.68810400362174
"cv",5,5,7.48166765263386,0.806959798579781,-4.99999764870957,-2.90936982643434
"cv",5,6,4.50908507961742,0.801612775559928,-4.99998699459151,-2.86408777969112
"cv",5,7,10.8713905016884,0.756303960774738,-4.99996309073165,-2.81621609043749
"cv",5,8,16.8779848868165,0.650571383042271,-4.99999648721796,-2.8720474165429
"cv",10,1,3.39129220416432,1.70837018557752,-3.03398093644051,-4.99999896784427
"cv",10,2,28.0470380778746,1.54850021950082,-2.41820725641173,-4.9999970151231
"cv",10,3,14.2850780642361,1.76462139169947,-3.15542940131108,-4.99998896191049
"cv",10,4,19.6795059749371,1.71067586334147,-3.04159388822883,-4.9999966624406
"cv",10,5,6.0326225798853,1.59387867707925,-2.87156050477055,-4.99998337426718
"cv",10,6,3.43287603974976,1.71634464324971,-3.04963002172885,-4.99995979592718
"cv",10,7,12.2948834442527,1.67693250136402,-3.04604010886928,-4.99999052372269
"cv",10,8,9.39904078189381,1.75380491823558,-3.2359677780001,-4.99999792243993
