"","","","","par1","par2","par3"
"cv",5,1,10.9420619453428,-0.416455848898715,-4.99999998519519,-1.65344266913138
"cv",5,2,15.4767862367148,-0.370685348218837,-4.99999987861924,-1.79881485865133
"cv",5,3,18.2231356234713,-0.306622763970399,-4.99999999540027,-1.86502285984617
"cv",5,4,17.0705701833081,-0.202728590271157,-4.99999999585696,-1.7927571368631
"cv",5,5,20.7900333117141,0.197485813942294,-4.54621183715489,-1.91050325358622
"cv",5,6,16.4240150960449,-0.252506451103189,-4.84327651152414,-1.7798242698088
"cv",5,7,10.2837402559042,0.119048346815252,-4.72093700438877,-1.60642269525275
"cv",5,8,15.6736516106133,-0.290198537525803,-4.99999999835994,-1.79594722077838
"cv",10,1,29.0689198181024,0.182296317640196,-2.51402153549119,-1.89919353799978
"cv",10,2,22.2601623873887,0.375825499122291,-2.42673681690628,-1.68177259116797
"cv",10,3,32.7682101276322,0.298918303287431,-2.97188231697093,-1.85521192290477
"cv",10,4,32.4880441119626,0.381533971751879,-4.54096650878817,-1.78949860870618
"cv",10,5,33.8361617700204,0.423195102459047,-3.95914233859556,-1.79849102022201
"cv",10,6,37.1689720896225,0.32844982631566,-2.653884256327,-1.95599905861225
"cv",10,7,30.6024597325462,0.231670655902298,-2.62444278282122,-1.85891438956355
"cv",10,8,30.9101457646468,0.285702044770659,-3.08957141481964,-1.8482737337953
