"","","","","par1","par2","par3"
"cv",5,1,10.9981476840106,-4.99999730575082,-3.45094270239777,-2.43615144484052
"cv",5,2,16.8448473768902,-4.99999759212794,-3.46381692115483,-2.52148617209643
"cv",5,3,12.8944372625293,-4.99999998438093,-3.41094187090689,-2.49210812467075
"cv",5,4,15.8293184743097,-4.99999630348828,-2.80906151396823,-2.74762127564594
"cv",5,5,19.766260129785,-4.99999963319693,-3.58626364619908,-2.68179082739258
"cv",5,6,14.0040512807885,-4.99999997348985,-3.46807055089393,-2.48355346180841
"cv",5,7,18.7677906533717,-4.99999999916041,-2.80999455785897,-2.79333325802956
"cv",5,8,16.7683916416488,-4.99999993657494,-3.43251300210693,-2.52707558195587
"cv",10,1,21.1988674235315,0.338498527485526,-2.73602892631188,-3.13863532265584
"cv",10,2,37.4943413200889,0.184666319459587,-4.17381451172157,-2.93604242069979
"cv",10,3,30.7511694428691,1.46582765039799,-2.83197727774837,-4.16914740317709
"cv",10,4,3.54041487515086,0.563523004101776,-3.80364667643569,-3.01167684241846
"cv",10,5,15.4913441463861,0.511747357142009,-3.89132127835846,-2.93129832777854
"cv",10,6,13.5340425133521,0.571059818290315,-3.85035610132717,-3.01077788094
"cv",10,7,12.147968878403,0.564975036977016,-3.84194671939839,-3.00610032689778
"cv",10,8,6.89425727823371,0.561147692050168,-3.83306494876269,-3.00691563655285
