"","","","","par1","par2","par3"
"cv",5,1,16.5368167945974,1.89003010985724,-1.52565719603929,-4.99936245517949
"cv",5,2,23.7962488381908,1.26522626246384,-1.59014255775961,-4.66917931310383
"cv",5,3,16.5369894519415,1.88815582729497,-1.52716258269457,-4.99819269535167
"cv",5,4,14.9974404282443,1.10441660368597,-1.39587137077438,-3.24353422327053
"cv",5,5,16.472925984103,1.86983902909827,-1.51180487425606,-4.99974020818126
"cv",5,6,16.5403188874311,-4.99999984017793,-2.18545503618902,-2.79951870040034
"cv",5,7,16.4882489148657,1.87873426001428,-1.51847065237485,-4.99885664730592
"cv",5,8,17.8956187320356,-4.99999536278771,-1.93376856846832,-3.3033795946136
"cv",10,1,8.72842457650309,1.78149412196162,-3.71540845964999,-4.99999923797322
"cv",10,2,11.5130154654202,-4.9999974026939,-3.2584240012499,-4.99999999765308
"cv",10,3,17.6178647439696,1.9145065879179,-2.67975327391969,-4.99996178280764
"cv",10,4,7.34910002245983,1.98378933996175,-4.52061307055906,-4.99999992316895
"cv",10,5,10.1053664122891,1.96186994559712,-4.54259052006663,-4.99999979833065
"cv",10,6,29.8417196592615,1.96445894559721,-4.99999474125596,-4.99999782163905
"cv",10,7,3.8186415339472,1.97734690320921,-4.52389412409414,-4.99997347710143
"cv",10,8,17.2474836689645,1.97661463863219,-4.6507678511408,-4.99999991719797
