"","","","","par1","par2","par3"
"cv",5,1,15.2705880133935,-0.774299590729861,-1.92866463531494,-3.44708631675155
"cv",5,2,21.120276347575,-0.834555130770244,-1.72171187501459,-4.12251342533072
"cv",5,3,13.1698521550943,-0.814436829716647,-1.72621530494768,-3.52957363334233
"cv",5,4,15.9523271508613,-0.839577704781011,-1.90088399337441,-3.42215424596932
"cv",5,5,3.42423762710148,-0.759884526476587,-1.90032823305209,-3.42940921212668
"cv",5,6,16.6533267551662,-0.740026233307148,-1.93896376293307,-3.37925930722135
"cv",5,7,13.9902235612534,-0.716524520604079,-1.96377832262088,-3.29095739857236
"cv",5,8,13.0641081610379,-0.779268599424816,-1.90508199228604,-3.41668951323468
"cv",10,1,21.5296453343664,-0.296791936527332,-3.71847655558009,-2.87568382938293
"cv",10,2,11.5641969586689,-0.969029684607233,-3.28813772182077,-2.94089804709362
"cv",10,3,7.1925023657832,-0.347127405796326,-4.99999998782469,-2.76233135572586
"cv",10,4,10.2676973471349,-0.354507515489201,-4.99999999944291,-2.77919185790514
"cv",10,5,24.6066386617516,-0.381924461288681,-3.68048646748343,-2.84944272965381
"cv",10,6,23.5891904045489,-0.433056720968123,-4.96909498948711,-2.68684022486534
"cv",10,7,7.06471662666843,-0.346637800607418,-4.99999996308582,-2.78101048006474
"cv",10,8,36.9483390387922,-0.349106905810966,-4.99999996533106,-2.896375431472
