"","","","","par1","par2","par3"
"cv",5,1,8.61544175993156,-0.33521192719421,-2.35486882518018,-2.38014398761474
"cv",5,2,14.2825555431486,-0.367302963390983,-2.13020921125288,-2.50264585909435
"cv",5,3,9.64800928075434,-0.335610838092853,-2.30714348584056,-2.3861888368628
"cv",5,4,15.609057543037,-0.53428030298823,-2.42784858175982,-2.46413272112442
"cv",5,5,20.3435483744646,-0.50486693828043,-2.61977753697073,-2.50463361977969
"cv",5,6,18.4263358151833,-0.452003079468596,-1.78014559438236,-2.69381434556845
"cv",5,7,7.7452740752278,-0.352640989970003,-2.38568947271253,-2.38277877971054
"cv",5,8,13.8912609440551,-0.317752211069216,-2.31556696782442,-2.52778062487256
"cv",10,1,6.82919541851747,-0.674709936913328,-3.52302885609482,-3.03570702593564
"cv",10,2,33.2574784703939,-1.04966466384901,-1.70677863548586,-4.25221775220911
"cv",10,3,3.77591170854116,-0.682060487299991,-3.50188067657354,-3.01221717533028
"cv",10,4,4.0026842730966,-0.669335092216986,-3.50189480891797,-3.00618309858132
"cv",10,5,26.4307911046314,-0.876068444360702,-3.73372567552701,-3.05113279265544
"cv",10,6,10.1537129223727,-3.98552087282157,-2.83667723372051,-3.02936981581653
"cv",10,7,5.5085758898225,-0.636135083356614,-3.47968753013769,-3.07645909204373
"cv",10,8,10.0877068440873,-4.16922292367593,-3.12461162535053,-3.08176121634672
