"participant","leaveoutindex","reward","environment","horizon","tau"
72,4,"Cumulative","Smooth",40,0.196216029758631
73,1,"Best","Rough",20,0.184831027403475
73,2,"Best","Rough",20,0.186954082396942
73,3,"Best","Rough",20,0.181063580512438
73,4,"Best","Rough",20,0.183040917374192
73,1,"Best","Rough",40,0.217758442476012
73,2,"Best","Rough",40,0.206901857384307
73,3,"Best","Rough",40,0.202552180745397
73,4,"Best","Rough",40,0.198751970436963
74,1,"Best","Rough",20,0.375861381575703
74,2,"Best","Rough",20,0.373587586810179
74,3,"Best","Rough",20,0.491553164228147
74,4,"Best","Rough",20,0.455579471139324
74,1,"Best","Rough",40,0.361042421668531
74,2,"Best","Rough",40,0.351199895655217
74,3,"Best","Rough",40,0.337499653962336
74,4,"Best","Rough",40,0.339077461288743
75,1,"Best","Smooth",20,0.19445311730764
75,2,"Best","Smooth",20,0.183559497091058
75,3,"Best","Smooth",20,0.17073014009647
75,4,"Best","Smooth",20,0.198225627266978
75,1,"Best","Smooth",40,0.190708685418033
75,2,"Best","Smooth",40,0.190215585671604
75,3,"Best","Smooth",40,0.180254808976418
75,4,"Best","Smooth",40,0.186598542020364
76,1,"Best","Smooth",20,0.196823688214108
76,2,"Best","Smooth",20,0.226109620546934
76,3,"Best","Smooth",20,0.261466594334568
76,4,"Best","Smooth",20,0.242610803998996
76,1,"Best","Smooth",40,0.270353415423616
76,2,"Best","Smooth",40,0.268360813021513
76,3,"Best","Smooth",40,0.256136545115498
76,4,"Best","Smooth",40,0.278796699758655
77,1,"Cumulative","Smooth",20,0.187784269244859
77,2,"Cumulative","Smooth",20,0.172422038421779
77,3,"Cumulative","Smooth",20,0.162426811970026
77,4,"Cumulative","Smooth",20,0.204900716476116
77,1,"Cumulative","Smooth",40,0.167874920549204
77,2,"Cumulative","Smooth",40,0.164541510683657
77,3,"Cumulative","Smooth",40,0.179822460091483
77,4,"Cumulative","Smooth",40,0.169990704897714
78,1,"Best","Smooth",20,0.286330778655967
78,2,"Best","Smooth",20,0.262908757852212
78,3,"Best","Smooth",20,0.324932163033415
78,4,"Best","Smooth",20,0.3111379820393
78,1,"Best","Smooth",40,0.261008858146682
78,2,"Best","Smooth",40,0.281356627223937
78,3,"Best","Smooth",40,0.240045519022167
78,4,"Best","Smooth",40,0.266915085422945
79,1,"Cumulative","Smooth",20,0.159668824472926
79,2,"Cumulative","Smooth",20,0.123373488495816
79,3,"Cumulative","Smooth",20,0.154313255710148
79,4,"Cumulative","Smooth",20,0.164018643955499
79,1,"Cumulative","Smooth",40,0.176463602990567
79,2,"Cumulative","Smooth",40,0.163129621664897
79,3,"Cumulative","Smooth",40,0.163342517707463
79,4,"Cumulative","Smooth",40,0.159331056892553
80,1,"Cumulative","Smooth",20,0.238872313612848
80,2,"Cumulative","Smooth",20,0.238551657745328
80,3,"Cumulative","Smooth",20,0.215739916205701
80,4,"Cumulative","Smooth",20,0.217748470239552
80,1,"Cumulative","Smooth",40,0.217743742054467
80,2,"Cumulative","Smooth",40,0.212695039734189
80,3,"Cumulative","Smooth",40,0.209406752279394
80,4,"Cumulative","Smooth",40,0.230115657833434
