"participant","leaveoutindex","reward","environment","horizon","lambda","beta","tau"
23,2,"Best","Smooth",40,2.7446825554023,0.602052249643312,0.0652497198368869
23,3,"Best","Smooth",40,1.59693549957648,0.277302133890397,0.0606248563855185
23,4,"Best","Smooth",40,3.01287563598132,0.853751903559564,0.0621552973500428
24,1,"Best","Smooth",20,0.624613462820705,0.369785594944215,0.088194430879628
24,2,"Best","Smooth",20,0.544136335145684,0.359542794920756,0.0880366272442149
24,3,"Best","Smooth",20,0.682088986407389,0.349006969654602,0.0893070008585424
24,4,"Best","Smooth",20,0.532747075059532,0.316180319213568,0.0797056645178548
24,1,"Best","Smooth",40,148.412999804514,116.367181771962,0.383113164842575
24,2,"Best","Smooth",40,0.527172278286486,0.434485001683171,0.118679736995919
24,3,"Best","Smooth",40,0.498294598259423,0.409151877621418,0.110566778794493
24,4,"Best","Smooth",40,0.477187787429552,0.398045200801159,0.109467456493493
25,1,"Cumulative","Rough",20,0.750578194298118,0.449896276274859,0.0799097923618162
25,2,"Cumulative","Rough",20,0.661076237860298,0.497868315887935,0.0877244671095844
25,3,"Cumulative","Rough",20,0.72435923745558,0.449616256140958,0.0707103909159047
25,4,"Cumulative","Rough",20,0.666564224626287,0.41905351836651,0.0739550690327888
25,1,"Cumulative","Rough",40,0.667166972060651,0.554676994803698,0.0915390521370874
25,2,"Cumulative","Rough",40,0.764688208104048,0.573366508066831,0.0980865787442865
25,3,"Cumulative","Rough",40,0.658443792746799,0.612267155708672,0.104091418732163
25,4,"Cumulative","Rough",40,0.723104788531999,0.578545912446384,0.0919591368399495
26,1,"Cumulative","Rough",20,0.832950550021969,0.504082288562875,0.0759728820254965
26,2,"Cumulative","Rough",20,0.756977167077854,0.474994451548544,0.072248190315235
26,3,"Cumulative","Rough",20,0.773300605013298,0.36301577327108,0.0533934511967159
26,4,"Cumulative","Rough",20,0.779746830612691,0.480481866141109,0.0741525253726849
26,1,"Cumulative","Rough",40,0.710604623847023,0.369737306691407,0.0568435483574655
26,2,"Cumulative","Rough",40,0.753872881376273,0.471311811189827,0.0775463214622812
26,3,"Cumulative","Rough",40,0.729473108230608,0.478966317789084,0.0732332149544233
26,4,"Cumulative","Rough",40,0.77188050802656,0.479842377755581,0.0760318602526663
27,1,"Cumulative","Smooth",20,147.255432158468,123.097741690373,0.287794007623165
27,2,"Cumulative","Smooth",20,1.0439133530262,0.36565316724144,0.0632658918716856
27,3,"Cumulative","Smooth",20,0.782683514263538,0.351041727894078,0.0666561094517905
27,4,"Cumulative","Smooth",20,0.754947203419683,0.390033491757527,0.0624159042372916
27,1,"Cumulative","Smooth",40,0.871420146467209,0.330722282783738,0.0564277644439624
27,2,"Cumulative","Smooth",40,0.813987083677498,0.354989374007498,0.0649683580545986
27,3,"Cumulative","Smooth",40,0.929487467467165,0.358928669359891,0.0595507466960047
27,4,"Cumulative","Smooth",40,0.779022009548782,0.344719790182842,0.0609318514470909
28,1,"Cumulative","Smooth",20,0.309616709822621,99.9229426170838,17.7881852868298
28,2,"Cumulative","Smooth",20,0.789593725400307,0.595993227063866,0.120491478083464
28,3,"Cumulative","Smooth",20,0.710887115493095,0.656983610925177,0.125744067349778
28,4,"Cumulative","Smooth",20,0.709199798296869,0.710595930446868,0.141016741691874
28,1,"Cumulative","Smooth",40,0.310354159970414,99.9769204333527,18.3510961442729
28,2,"Cumulative","Smooth",40,0.828247905136778,0.552922439098238,0.10263286059999
28,3,"Cumulative","Smooth",40,0.315428863084071,99.5099123140705,19.9506457220699
28,4,"Cumulative","Smooth",40,0.752635671657952,0.558385276189392,0.103125040247952
29,1,"Best","Rough",20,0.651127997515391,0.485980707524745,0.0751810776252675
29,2,"Best","Rough",20,0.603685613256508,0.51273050726151,0.0818093601553783
29,3,"Best","Rough",20,0.657024726383524,0.431530782473585,0.0680412927623552
29,4,"Best","Rough",20,0.650728612565065,0.504831882908008,0.0807393960001453
29,1,"Best","Rough",40,0.569975506029164,0.534395850308387,0.09307745646022
29,2,"Best","Rough",40,0.590526117334997,0.521566323572191,0.0869353022977645
29,3,"Best","Rough",40,0.554508988218196,0.523734833524489,0.0936180875908211
29,4,"Best","Rough",40,0.611137754379432,0.431558257033543,0.0764128747336043
30,1,"Best","Rough",20,0.712402615421193,0.424272712647576,0.0663437539868506
30,2,"Best","Rough",20,0.764186064963956,0.363037115383391,0.0624460778085327
30,3,"Best","Rough",20,0.78415510185328,0.398053232827019,0.0687114675209013
30,4,"Best","Rough",20,0.815796097135501,0.355011264697487,0.0523961364858048
30,1,"Best","Rough",40,0.753231973414376,0.530748848520595,0.0932309246700409
30,2,"Best","Rough",40,0.871282895117242,0.586462839428018,0.0925567230812717
30,3,"Best","Rough",40,0.79245575649875,0.510942456866347,0.0901813331137439
30,4,"Best","Rough",40,0.828210503516478,0.554992890213635,0.091969286419797
31,1,"Best","Smooth",20,1.0491400958324,0.466744080676746,0.112311122597916
31,2,"Best","Smooth",20,0.791722449141797,0.494803874719572,0.108536183423394
31,3,"Best","Smooth",20,0.888024887880308,0.472788244852345,0.104442148405215
31,4,"Best","Smooth",20,0.96048781563236,0.481465821506343,0.108493578394658
31,1,"Best","Smooth",40,0.955747862187757,0.502499718751036,0.0933875821747734
31,2,"Best","Smooth",40,0.899950503053618,0.523069565957782,0.101743139811975
31,3,"Best","Smooth",40,0.871002052103757,0.493179700436952,0.100236613604652
31,4,"Best","Smooth",40,0.937843181770332,0.479108057813744,0.0944147852727267
32,1,"Best","Smooth",20,0.882011110090225,0.496251277512867,0.0855932593736552
32,2,"Best","Smooth",20,0.767952349996379,0.568062007209115,0.0907851659663543
32,3,"Best","Smooth",20,0.846234901327828,0.603407213667213,0.0951257828767051
32,4,"Best","Smooth",20,0.814589796588776,0.473485796721524,0.0691864185043614
32,1,"Best","Smooth",40,0.748374942028943,0.694425675122666,0.132705809495605
32,2,"Best","Smooth",40,0.803703488258003,0.644628088790244,0.116236425822751
32,3,"Best","Smooth",40,0.786700172604139,0.710728120351046,0.131310279337094
32,4,"Best","Smooth",40,0.774602220489275,0.684670693395897,0.124296606025961
33,1,"Cumulative","Rough",20,0.540871762525764,0.58378520795649,0.0896608641668723
33,2,"Cumulative","Rough",20,0.556783436808512,0.556634587139331,0.0895081975618353
33,3,"Cumulative","Rough",20,0.56980427881981,0.499510013914417,0.0757881479722584
33,4,"Cumulative","Rough",20,0.553087615550383,0.685450630943318,0.106189895775978
33,1,"Cumulative","Rough",40,0.644894633503212,0.516453034503272,0.0760898074642484
33,2,"Cumulative","Rough",40,0.607616561444972,0.536133429142841,0.0802882964086772
33,3,"Cumulative","Rough",40,0.638250116132873,0.548700537417873,0.0816343734345397
33,4,"Cumulative","Rough",40,0.625628594921199,0.555495851897097,0.0861228101121564
34,1,"Cumulative","Smooth",20,0.65321368584099,0.598917887590338,0.0832665984033449
34,2,"Cumulative","Smooth",20,0.702447111041773,0.607168339848554,0.0946746445319316
34,3,"Cumulative","Smooth",20,0.707240112913684,0.568411664668356,0.0808356585547644
34,4,"Cumulative","Smooth",20,0.669370135323957,0.555766555507604,0.0827562009813556
34,1,"Cumulative","Smooth",40,0.627434675552512,0.572809676282618,0.0951596924133837
34,2,"Cumulative","Smooth",40,0.595100141755937,0.595829627806327,0.0953443167150389
34,3,"Cumulative","Smooth",40,0.297831025684141,98.6206511629317,16.3164381065344
34,4,"Cumulative","Smooth",40,0.298796628370901,99.7423287900051,16.8124259716904
35,1,"Cumulative","Smooth",20,0.798429442412727,0.463673792127379,0.0817502211672368
35,2,"Cumulative","Smooth",20,0.704891793457468,0.501990653382821,0.0900247359903739
35,3,"Cumulative","Smooth",20,0.797171714477739,0.44839380893682,0.0917550407438415
