"participant","leaveoutindex","reward","environment","horizon","kError","beta","tau"
1,1,"Cumulative","Rough",20,2.03310940653172,0.282550045069858,0.0560161220891822
1,2,"Cumulative","Rough",20,2.84394152007799,0.345498726330961,0.0432100269391038
1,3,"Cumulative","Rough",20,0.204957295179285,8.01525383755491,0.0465074266362886
1,4,"Cumulative","Rough",20,3.80498726038794,0.385357997865404,0.033437546387675
1,1,"Cumulative","Rough",40,15.9030099215897,0.353199758941337,0.00685357169762494
1,2,"Cumulative","Rough",40,2.20238867969431,61.682912873316,3.04194638555475
1,3,"Cumulative","Rough",40,10.5338409635776,1.61815130315579,0.0299157405878809
1,4,"Cumulative","Rough",40,22.267166751638,0.892208875378259,0.00806542681928703
2,1,"Cumulative","Rough",20,1.45324009344411,0.251882399375565,0.012672178994409
2,2,"Cumulative","Rough",20,1.62240727442325,0.201559977073341,0.112889925218927
2,3,"Cumulative","Rough",20,14.8828142779563,0.525928377778913,0.0075621009847015
2,4,"Cumulative","Rough",20,1.69253374673592,0.212000397866801,0.114209231777837
2,1,"Cumulative","Rough",40,0.0692006514298331,3.81493261756144,0.068490444494219
2,2,"Cumulative","Rough",40,2.52110579010193,2.67948167817248,0.465744015279254
2,3,"Cumulative","Rough",40,0.524769604564053,1.77974442574837,0.939511167262353
2,4,"Cumulative","Rough",40,28.449762659011,29.4464669902923,0.0624133266216882
3,1,"Cumulative","Smooth",20,2.61558483098778,0.00673795198703754,0.039693247618161
3,2,"Cumulative","Smooth",20,8.52999081916169,0.00673833025715982,0.00673795500513617
3,3,"Cumulative","Smooth",20,2.47801981966891,0.0591116454681898,0.0374961881098622
3,4,"Cumulative","Smooth",20,2.79436647381526,0.00673795026231799,0.0420114031598578
3,1,"Cumulative","Smooth",40,9.33361229135761,0.00673795058263988,0.00673794732647262
3,2,"Cumulative","Smooth",40,7.06689335583914,0.00673795543777676,0.00673799787352908
3,3,"Cumulative","Smooth",40,9.86975457655863,0.00673798748594384,0.00673796095661072
3,4,"Cumulative","Smooth",40,10.0172476131239,0.00673798338664224,0.00673795094762592
4,1,"Cumulative","Smooth",20,6.89166468270646,0.233635277348549,0.0067379901687317
4,2,"Cumulative","Smooth",20,10.0509091383001,0.154296389679703,0.00674156301142938
4,3,"Cumulative","Smooth",20,9.78462789738577,0.183297441869664,0.00673851551989866
4,4,"Cumulative","Smooth",20,7.56943667939925,0.229803931212841,0.00673807343889053
4,1,"Cumulative","Smooth",40,2.51871155665165,0.0575791991119612,0.0416465839376222
4,2,"Cumulative","Smooth",40,3.01734322915265,0.124575753869183,0.0327525440323343
4,3,"Cumulative","Smooth",40,2.666788157825,0.0783090239271933,0.0428503180414329
4,4,"Cumulative","Smooth",40,4.16331070238816,0.164540019872532,0.0214501618029616
5,1,"Best","Rough",20,3.23947174717607,0.00900640330908033,0.0140854844120933
5,2,"Best","Rough",20,5.88178781737025,0.00673795938571999,0.0175798184586915
5,3,"Best","Rough",20,7.35386607883192,0.0067379719137028,0.0114244220955517
5,4,"Best","Rough",20,7.37665025277505,0.00673796322921847,0.0109955402634229
5,1,"Best","Rough",40,6.5037135242262,0.00673794819893033,0.00673795600824134
