"V1","V2","V3"
1.40870703848263,0.00673795856983509,0.144072405231598
1.45053396368687,0.00673794757201339,0.129522942793386
1.47774141284417,0.00673797935360301,0.1470656643577
1.43336723766159,0.00673997228678164,0.1581953925726
1.16158860835798,0.00673794864684353,0.105085200709657
0.744355077386239,0.0791566832325032,0.0617140087021823
1.15320477662063,0.00673794701722894,0.101367450191191
1.74513315398981,0.00673794704905873,0.0731042364037437
1.54034682876022,0.0554875402786996,0.1086177701362
1.57466543411879,0.00673795016121781,0.117406692827154
1.637964088542,0.0067543578461856,0.131496253632166
0.961502252524172,0.264271315465437,0.0589781136624981
1.67862277851198,0.0067678630895179,0.0704397683433796
1.53356074577425,0.00992277403979774,0.117194897942613
1.54940040593765,0.00691816787827727,0.115934356760856
2.41012626678878,0.00674321670788667,0.0939384114965528
0.390421579656944,0.507481388460035,0.00713221696825604
0.387160719872851,0.508559721283235,0.00680796166254858
0.39510985942962,0.499706559740048,0.00706169702441149
0.401170396768533,0.523434719250101,0.00674287437879677
0.390342432675574,0.539997536631406,0.00695623185220633
0.567120381849471,0.455202919908227,0.0301475314617899
0.384132285991805,0.52011918716828,0.00673910171906625
0.423048267053289,0.514470224201215,0.0108850730304276
0.838926915399013,0.391464209576735,0.0617623342762609
0.894157201237241,0.360301128686217,0.0848259347508672
0.703739736651008,0.502739357777453,0.03192883366916
0.826906160066926,0.35934813640191,0.0616324057248979
0.650682968598666,0.426807707587907,0.0645788952372015
0.646269353246066,0.430310509512142,0.0590765769356506
0.630919709705761,0.444102950027278,0.0544835444350954
0.611715634126444,0.452822262957091,0.0504356857634042
0.57871921476868,0.478559825509192,0.0380418288500603
2.71601829460566,0.0969933350148412,0.208135515989323
0.500961352460761,0.529395297744881,0.0243919159065261
0.529526541358824,0.539273766860205,0.0229747510319499
0.689989948743811,0.456612518095058,0.0376212660118033
0.660293142920504,0.423158484815414,0.0539712710383945
0.654465884453299,0.437104802189027,0.0502214746705608
0.631315029092609,0.438483471076582,0.0531947945784231
0.42188864320714,0.479060357959139,0.00678760346068768
0.40646991208666,0.506419167932235,0.00673868135664045
0.409990456977949,0.50560649353116,0.00675408387678683
0.410305594277286,0.505285077182866,0.00677635588952741
0.373983787633421,0.531043151750505,0.00673807381323425
0.395724829250605,0.526721832707172,0.00676466640216588
0.368962093148428,0.523726097225004,0.00673795624045381
0.379041495286082,0.53236121072943,0.00673800786484221
1.09579639810905,0.00673794763022414,0.169758702270207
1.14398614390795,0.134597050953703,0.100178990439081
1.09579637144051,0.00673795032448623,0.158365669913928
1.14285890747102,0.00673797261534881,0.105654402981713
1.65788272398199,0.0110390488759908,0.115860089110712
1.62225981012762,0.00968918702178928,0.135036560633608
0.773854690196914,0.296790318254186,0.0533761272757797
1.66045813904409,0.0067379491930024,0.116405127825298
0.562325394421781,0.492418575492038,0.0288164092840164
0.633512563596704,0.489676782083446,0.0306935615343084
0.377626812517652,0.52132232335137,0.00680633360340469
0.381463700204366,0.53180286269616,0.00689902615832914
0.586742990369926,0.482560180570468,0.0300399039595955
0.607680656435883,0.486097174266335,0.0313507907259791
0.52585692073746,0.486810291142308,0.026901827045541
0.47153801286536,0.485441943102137,0.0170258705477201
0.393456682873308,0.504586997850569,0.00693838618192656
0.389710304605804,0.518273020875711,0.006798313976441
0.407563490901006,0.477502764237153,0.00675025543387315
0.387091530675154,0.509813287591429,0.00673842085215237
0.393500310219401,0.524769890489438,0.00728730510306563
0.388719192261096,0.510814867447764,0.00673831569455961
0.386426674173274,0.520450536326875,0.00677406394812673
0.391772999967875,0.515509487990164,0.00673794711244415
0.475505912586174,0.508134477307101,0.012822685674376
1.53085459421683,0.00851659834476616,0.237516255694892
0.503444365283863,0.500855589689269,0.0158476366827371
0.48942495936863,0.531658216589413,0.0163341540371028
0.413258447533472,0.509151459734977,0.00673837360171056
0.400203246682284,0.519007503272503,0.00673874475146539
0.404398345876014,0.53458890713257,0.00714231572091178
0.406807660245533,0.51610905718119,0.00673797224048414
1.16519560342341,0.302743818309287,0.0385398823912729
1.55246025373214,0.240152841586109,0.0296840396193209
1.40676978568639,0.203055659507072,0.0511446211751749
1.3483471677147,0.20096306004331,0.0509356010995309
0.369576432944658,0.475525936314329,0.00697375343692389
1.97329928789493,0.0323010766255754,0.0581094605639925
0.415615788319739,0.430738680880072,0.0164845701358154
1.148438043861,0.227616724709064,0.0604183650930789
0.596261342825617,0.421409949309052,0.0269375939204529
0.400655558468294,0.480396003515872,0.00674892523796042
0.407075946924288,0.484322525220813,0.00686152269911562
0.474686656628772,0.475471316758104,0.0178592413339765
0.585213732073939,0.521519543086132,0.0304741594291881
0.378191444595623,0.515640922684929,0.00674137750912018
0.370673685856139,0.526349053698473,0.00734302487093559
0.366181439922045,0.510397541243559,0.00673848826746164
1.930374804489,0.00673802097156263,0.130109316682105
1.99640724838615,0.00673794903178727,0.106474318799145
1.96628043352699,0.00673796827636233,0.115170703834097
1.8373290523968,0.00673795985349798,0.133472851418068
1.55371942995339,0.00673990142594496,0.0962398467015254
1.64468898130355,0.0072859651144107,0.0619809028461968
1.38033155696541,0.00980928360292101,0.115496344481122
1.56106580407009,0.0067405665042702,0.101500699632196
0.472703866023601,0.500339241719734,0.0131302260866702
0.402645650298564,0.499228106967868,0.00677353465086569
0.400105445808439,0.513764335967953,0.00676863691569726
0.398966570527104,0.511049019128163,0.00673957756275671
0.391896438887029,0.5019868132778,0.00695880206302911
0.387871219529752,0.505170999262808,0.00674264891350472
0.390792629984553,0.507772037650633,0.0067436840980812
0.403657430300397,0.500079130274717,0.00673794927962056
0.456670459997348,0.46809052539683,0.0209523207064182
0.503503760232947,0.462296974535407,0.0238148802795456
2.04055579765249,0.00824754350329245,0.193521869117479
1.97632573217578,0.0141733564649905,0.231125847424086
1.72975443684219,0.00673858642325732,0.315807801269886
1.68062848931199,0.0067661666149846,0.324712145899792
1.72674916828823,0.00823622033716111,0.302216551179136
1.73705493013657,0.00673834906886809,0.278139145436112
0.682256495697428,0.378625519206826,0.0383899339297421
1.92944679397508,0.00883623979668649,0.164001301780173
2.20609926925917,0.00673841759071313,0.147125163828689
1.76771186054226,0.00899290168054607,0.125109921660212
0.365444082222098,0.508907687663392,0.00678169007616058
0.387599707504279,0.515665211878354,0.00675476542403336
0.478534439129082,0.519526179381149,0.0218342170649417
0.605437211735621,0.444949482793939,0.0445086436734207
1.09028280084124,0.214694261110282,0.0664699427954266
0.856441603076446,0.278933978181196,0.0466540004238615
0.984744814267806,0.234746912002218,0.0609633680465
1.00738348019773,0.244224807198819,0.0533731207996153
1.11973510828412,0.183137728155584,0.0593832465905264
0.462602085332217,0.419460565483589,0.0228359450023826
0.95580815786645,0.233158865348234,0.0776966848756999
1.01890320011857,0.20680895786091,0.0870045307372666
0.394383224854757,0.527979701616801,0.00675700828083439
0.401348114654422,0.515346439923795,0.00674423054660663
0.403832388440267,0.527338310414247,0.00674759836335557
0.398638457051335,0.526750054971203,0.00674053076224604
0.399590639092908,0.51003563735286,0.00673796959882032
0.404198096388612,0.523132158581598,0.0110220017998723
0.370653645708029,0.518388446984785,0.00674117182323514
0.373727835736315,0.51582229863067,0.00674157486965304
0.432333514477443,0.50026264939236,0.0114835309185743
0.397670345097143,0.509680635308781,0.00731516315568996
0.423803797674783,0.539027964684207,0.00752419509926071
0.400127758283328,0.502074678890432,0.00739275730839846
0.391408866607039,0.489472765463108,0.00757027314739283
1.35351391840475,0.0079873054710137,0.320722260346186
0.389712955095758,0.492340044537287,0.00675315381395246
0.386567577183401,0.441789676393959,0.00673915531579151
0.570790467338413,0.13643724571098,0.0634100219434298
1.10170431106638,0.0424258302522564,0.100029321906224
1.70229145605742,0.00931771671126844,0.0460239314805427
1.17090188726081,0.0216844012722313,0.102264538844016
1.7929242546587,0.00833378271368309,0.0556398632465149
1.70413884758286,0.00739972259758921,0.063336675031189
0.655748013804301,0.219085309022311,0.0565339324640804
1.61202989395735,0.00674032296850732,0.08205406363529
1.00206231224288,0.129871128637021,0.0570505090238646
