"","","","","par1","par2","par3"
"cv",5,1,16.5947376560907,-1.17238637852557,-0.858196919784492,-4.99999620095812
"cv",5,2,16.5745936165139,-1.17630180744535,-0.856802439641856,-4.99999998110682
"cv",5,3,16.5057735753296,-1.2007653310231,-0.853431485837572,-4.99999995210073
"cv",5,4,16.4478183317147,-1.2539596201579,-0.822094901996356,-4.99999998445586
"cv",5,5,16.4513538930578,-1.32289956949461,-0.817551692877108,-4.99999913104587
"cv",5,6,16.5492952946864,-1.18115356793337,-0.859668355506415,-4.99999994805511
"cv",5,7,16.5140793159985,-1.19710776112492,-0.840972892894732,-4.99999990258074
"cv",5,8,16.4723095690557,-2.13343664470859,0.594130491238085,-4.93682982494011
"cv",10,1,31.6532050819189,-0.356098513554161,3.54955672875499,2.47503119333835
"cv",10,2,40.4646085443973,-0.50120108988322,2.14809983443226,-0.0215681740330879
"cv",10,3,32.4937133534847,-0.203123541779278,2.35713256395005,1.24652240131163
"cv",10,4,32.8140839400625,-0.16183050347656,3.22661571895146,2.11585250701333
"cv",10,5,31.7992474180623,-0.290891084524466,3.99998583369108,2.91879130025267
"cv",10,6,32.0944853604896,-0.247454771575541,2.22465799651356,1.12587317172448
"cv",10,7,31.9149050344111,-0.261076191567721,3.99993520359019,2.9171084847319
"cv",10,8,31.6392584547819,-0.352250717508101,3.99998257655832,2.92637132710927
