"","","","","par1","par2","par3"
"cv",5,1,19.2497592238674,-3.67432004785723,-1.67303910334451,-3.12072549911636
"cv",5,2,16.7820367830047,-0.884928748121946,-2.05684428759519,-2.81515772690908
"cv",5,3,14.9179581773854,-3.80934081046611,-2.07814374714477,-2.81019032970784
"cv",5,4,16.9020962121987,-0.921167845290398,-2.10480275612875,-2.79374236818154
"cv",5,5,7.03708840592727,-2.21535530613457,-1.93734775857525,-2.56122741030732
"cv",5,6,14.0190773283758,-2.86081843122623,-2.16028938941535,-2.74061801774795
"cv",5,7,16.6117276913291,-2.1593354470577,-2.07417091667194,-2.80344414755099
"cv",5,8,18.1436495433292,-2.47452984964543,-1.9948273649182,-3.08413283363021
"cv",10,1,13.4282830754606,-0.944147275566627,-1.25024673042009,-3.06244181037315
"cv",10,2,30.2475162895053,-0.893408463583674,-1.22890155613801,-3.11903649037564
"cv",10,3,33.6910146310172,-3.66850208914446,-1.23578853073729,-3.17477910976432
"cv",10,4,6.65531223409167,-0.926226272965179,-1.25834075199739,-3.00037986614112
"cv",10,5,14.7346152330307,-0.93665981619892,-1.24539742976053,-3.11036473862193
"cv",10,6,32.9785140718928,-0.844549185180322,-1.25379105930709,-3.12508615097255
"cv",10,7,32.0707388008549,-0.908904497949703,-1.23648348435125,-3.14764502347699
"cv",10,8,19.3053745064776,-0.953399308107725,-1.26762465384225,-3.06962571275484
