"","","","","par1","par2","par3"
"cv",5,1,17.2787318814472,-4.45729912705212,-3.54118762942452,-1.96727975344562
"cv",5,2,14.8388564556927,-4.23448010094377,-4.99999999995334,-1.84458104972645
"cv",5,3,10.6098995170835,-4.23601515918104,-4.99999999999455,-1.59219156808957
"cv",5,4,17.2120007355878,-3.56651383754797,-4.99999999935797,-1.92089958443362
"cv",5,5,16.9839992905264,-3.97980174092711,-4.99999999981487,-1.91042608947252
"cv",5,6,16.1911352287717,-3.26296783765839,-4.99999999999029,-2.01213369554616
"cv",5,7,21.844467318864,-4.68936119111736,-3.28069206657393,-2.25346516131422
"cv",5,8,15.8877931759015,-4.70926265082475,-2.78954402169437,-1.97711034538018
"cv",10,1,10.761947267659,-1.21552537093396,-3.2009085970342,-2.69010092579336
"cv",10,2,7.76543222233792,-3.18948207145374,-3.44311534079299,-2.68483977982035
"cv",10,3,14.1111354277052,-4.49637022074019,-3.58345870260722,-2.69723543977429
"cv",10,4,7.27147001078226,-1.17458952626033,-3.33528461835594,-2.70479953222941
"cv",10,5,46.266740985003,-0.821287829052055,-3.294677825937,-2.95361252088122
"cv",10,6,23.2145218933552,-4.32341888597803,-3.10675670918571,-2.84317731545689
"cv",10,7,28.5934204856143,-3.90639393297641,-4.86054356297039,-2.62727770886509
"cv",10,8,23.3989658269577,-1.01212875621909,-2.08485365044154,-2.93395445959927
