"","","","","par1","par2","par3"
"cv",5,1,16.4723095690557,-0.13207119829609,3.72445779428075,-0.920822010731574
"cv",5,2,16.4723095690557,-1.19013245902816,3.30103702163249,-1.84307446109183
"cv",5,3,16.4723095690557,-3.20507173987933,-0.18021098126154,-4.76267030400787
"cv",5,4,16.4723095690557,1.46839673024534,3.30304405380525,-1.63996552842748
"cv",5,5,16.4723095690557,-1.37136855018212,3.17852705004313,-3.11977838753965
"cv",5,6,16.4723095690557,-0.316945520342125,3.03529768040397,-4.18581466900657
"cv",5,7,16.4723095690557,-0.90034082157726,2.93835432700112,-2.14870411466618
"cv",5,8,16.4723095690557,-2.24630543012386,3.57717385123061,-0.731362709443777
"cv",10,1,32.2171760101363,1.6559016223154,3.73880821501909,1.30035352841941
"cv",10,2,32.2187983371213,3.50093011124038,3.79446837570265,-2.21249529704507
"cv",10,3,32.2186764326918,2.9598484300077,3.47820742730983,-1.45267132925801
"cv",10,4,32.2230574789836,2.68720476033376,3.79896350237341,-0.58936827051514
"cv",10,5,35.1133743403531,-4.46841057525236,3.93395957380366,3.56763300181652
"cv",10,6,32.2119024294012,0.782237293833086,3.9679650158296,2.11876665633386
"cv",10,7,34.8540227153189,3.76881286544961,3.79555929511424,-3.04351129292171
"cv",10,8,32.2176773310773,0.855450786998487,3.91889931431532,2.18790607228652
