"","","","","par1","par2","par3"
"cv",5,1,16.074387906662,-0.363189794090523,1.05891395131815,-0.952151276978307
"cv",5,2,16.6423662511736,-0.152713708537848,0.767983809246006,-0.961914329740381
"cv",5,3,16.6345848949812,-0.191642054132001,1.28694576002476,-0.523948568204195
"cv",5,4,16.0583745062566,-0.388263437962823,1.25198676807936,-0.838814235123698
"cv",5,5,17.2208333858995,-0.210850050859926,0.398906473045985,-1.66647738917421
"cv",5,6,16.60920697134,-0.247621746793787,0.976439197017895,-1.02728429174169
"cv",5,7,16.4937639148041,-0.230122539420821,1.18583250278989,-0.710914336420926
"cv",5,8,16.1148026311883,-0.3466576025368,0.674573239844336,-1.26528968208569
"cv",10,1,30.0567137214005,-0.998918681032025,-0.838152024183216,-2.87623946749139
"cv",10,2,32.5403103956396,-3.90161027088765,-0.901433163214781,-2.99594754437691
"cv",10,3,36.6516501309764,-3.14981605834328,-0.914702644100019,-3.27563679974567
"cv",10,4,31.9684116420417,-4.23597509621923,-0.882230162592982,-3.02184024449628
"cv",10,5,32.0910963469921,-1.06636367535723,-0.877437992320571,-3.04959635877172
"cv",10,6,30.3921761941626,-2.69901811059599,-0.871662409891499,-2.93699946722475
"cv",10,7,32.0847828023989,-1.10394055579098,-0.885920226608116,-3.0083052965285
"cv",10,8,40.4343501277725,-2.76627371698474,-0.706417996506353,-4.96378263769583
