"","","","","par1","par2","par3"
"cv",5,1,16.4723095690557,-2.36425316961398,3.90898381263321,0.426843338863242
"cv",5,2,16.4723095690557,-3.98078798429385,3.87187089676097,0.858829622765669
"cv",5,3,16.4723095690557,0.381098275074631,0.430935548631928,-4.09169646363309
"cv",5,4,16.4723095690557,-2.36832648518305,3.49481688457761,-3.31592862670839
"cv",5,5,16.4723095690557,1.36213294796178,2.32686184925957,-3.85228014831202
"cv",5,6,16.4723095690557,-1.63210561113148,2.39545707773771,-1.16836416418664
"cv",5,7,16.4723095690557,1.26308817981692,3.85961318491374,-2.52831584876665
"cv",5,8,16.4723095690557,-1.98697193316184,3.09779981723733,-2.85055438118382
"cv",10,1,31.9171547799685,-4.69564646392414,3.37648150867168,-3.24853625749447
"cv",10,2,31.9171547799685,-3.56014804682886,1.81873438813456,-4.07424885254649
"cv",10,3,31.9171547799685,-1.1050638099142,0.775137406542131,-4.9721276254048
"cv",10,4,31.9171547799685,-4.03959209867753,2.48790425579102,-3.57219844204516
"cv",10,5,31.9171547799685,-3.226926105227,2.3023673089027,-1.05275615112738
"cv",10,6,31.9171547799685,-0.572919030400093,2.11999185755849,-1.48388680343656
"cv",10,7,31.9171547799685,-3.32038729386016,2.53270922432532,-2.45182053465064
"cv",10,8,31.9171547799685,-3.36411395811144,2.80052477927684,-3.5482623195521
