"","","","","par1","par2","par3"
"cv",5,1,16.4723095690557,-3.77143184018489,0.453648960790852,-3.67377496034316
"cv",5,2,16.4723095690565,-2.08159532039642,3.54989808599224,-4.53935530731197
"cv",5,3,16.4723095690558,-2.0793420308462,3.66712166559244,-3.987319736555
"cv",5,4,16.4723095690557,-2.27914199882185,3.88146200189745,-0.388968460701628
"cv",5,5,16.4723095690557,-4.16732548106109,2.89373275233271,-4.6175510284862
"cv",5,6,16.4723095690557,-4.18644097413688,2.59234271003011,-2.82646974520387
"cv",5,7,16.4723095690564,-2.0794110689791,3.95720448135398,-4.9972764318755
"cv",5,8,16.6884710093535,-0.519612747620034,3.99992425928998,2.02998293110073
"cv",10,1,31.6740064217222,-0.852249053712914,0.213454897073887,-2.36940835096966
"cv",10,2,32.4236428428029,-0.55740002549098,0.768324588367396,-1.49842222745446
"cv",10,3,32.216379933569,-0.707381461471156,0.579112246315288,-2.00823863798971
"cv",10,4,31.5596082943956,-1.24377658428211,-0.521473914238759,-4.99983929333956
"cv",10,5,32.4138228009362,-0.948242276046259,-0.252957093519038,-3.30882205646402
"cv",10,6,32.8561189192624,-0.506435709527732,0.746469273296247,-1.42210433094005
"cv",10,7,32.2165095634623,-0.544482919224064,0.760643683803581,-1.34909588237065
"cv",10,8,31.6614701889083,-0.786636370704622,0.440677817001988,-2.00862888722196
