"","","","","par1","par2","par3"
"cv",5,1,16.4723095690557,-3.18325533689698,2.69511714630032,-3.97615845579924
"cv",5,2,16.4723095690557,-3.31938112892862,3.36960128006406,-1.44455817135531
"cv",5,3,16.4723095690557,-2.08824578384645,3.5170890783964,-4.9092092031508
"cv",5,4,16.4723095690557,-2.09885388182008,3.37185471133308,-4.93982979165884
"cv",5,5,16.4723095690557,-2.0882390371711,3.62964813953873,-4.99362863803773
"cv",5,6,16.4723095690575,-2.08491588527439,3.65742810456686,-4.98864558004046
"cv",5,7,16.4723095690557,-2.08835801256694,3.92808598927118,-4.99269686075589
"cv",5,8,16.4723095690555,-2.08826098473375,3.90408826597459,-4.98423443058961
"cv",10,1,31.9171547799685,-4.9986858391203,3.37450195153418,-2.21852937332821
"cv",10,2,31.9171547799685,-2.10955773245593,2.61453507852194,-4.39027399626494
"cv",10,3,31.9171547799688,-2.08891058991161,3.84698112304642,-4.99388677975059
"cv",10,4,31.9171547799684,-2.08894524880437,3.97382294806926,-4.99990384270534
"cv",10,5,31.9171547799684,-2.0885096060687,3.61157621163875,-4.78464557230473
"cv",10,6,31.9171547799685,-2.09544138338954,3.59564868835805,-4.99844256313098
"cv",10,7,31.9171547799685,-3.30193913933009,3.41479939113513,-1.63654780422886
"cv",10,8,31.9171547799698,-2.08094664758261,3.5267620815037,-4.89224517349884
