"","","","","par1","par2","par3"
"cv",5,1,16.5037178304332,-3.34654724660754,-1.19948599760539,-3.67813493874133
"cv",5,2,16.4737754301569,-3.32340826070306,-1.1917629844852,-3.70046755106606
"cv",5,3,16.4723944940818,-2.67795846904149,-1.19128650819996,-3.70190715693225
"cv",5,4,16.8216122043733,-4.4983917785953,-1.24268511572418,-3.57839189039914
"cv",5,5,10.2234096529248,-3.66865357423033,-1.14114975501562,-4.01974409594272
"cv",5,6,16.4723121365537,-2.13202357086455,-1.19123461214108,-3.70208670981766
"cv",5,7,5.84427654082965,-2.53691436873311,-1.19741372670842,-3.62746193947038
"cv",5,8,12.8227907305533,-4.51110892114505,-1.11957086820444,-3.837183587571
"cv",10,1,14.7214365023704,-0.670836140334598,-3.24446079174945,-1.97671761253984
"cv",10,2,34.4631018459125,-0.65370017533298,-2.66188296216049,-2.15623105228984
"cv",10,3,33.8303793007052,-0.620352663840663,-2.8477623017575,-2.18382379134301
"cv",10,4,29.2893442448873,-0.796815721246242,-3.73361198576306,-2.09424513947439
"cv",10,5,33.1258658872755,-0.626344263402438,-4.99999989850837,-2.03563455977002
"cv",10,6,20.3682110571833,-0.671730814452558,-2.64886877327524,-2.02445475577667
"cv",10,7,40.7086060951919,-0.927217544155884,-4.01935266915695,-2.14990572334588
"cv",10,8,26.0753955760396,-0.690418616747296,-3.80895588100789,-2.05140072678115
