"","","","","par1","par2","par3"
"cv",5,1,16.5090636771385,-4.99984970592012,-2.02228932992033,-3.65082779956215
"cv",5,2,16.4740465556656,-4.99998151207969,-2.01354995288494,-3.67528745890122
"cv",5,3,16.4724235377235,-4.99989721938722,-2.01292601011837,-3.67694213901643
"cv",5,4,16.8391185731926,-4.99989504503473,-2.0656784842466,-3.55503738585503
"cv",5,5,10.0593955445842,-4.99876318858392,-1.9687896978894,-3.95811750168442
"cv",5,6,16.4723138308135,-4.99988809668642,-2.01288362700316,-3.6770422909665
"cv",5,7,5.94610103419437,-4.99998508372476,-2.01253055999467,-3.62757222248994
"cv",5,8,12.7613469840165,-4.99997832539212,-1.94842042326806,-3.78311271632571
"cv",10,1,9.2388728474811,2.53605680804877,-4.97558357850692,-4.99999832485537
"cv",10,2,33.5765476561122,2.4998337518598,-3.94541273134874,-4.99997100862764
"cv",10,3,33.0221676635751,2.49687132498029,-4.89872119520239,-4.99999526663099
"cv",10,4,24.0451587939664,2.51747151296764,-4.93923558584647,-4.9998156511264
"cv",10,5,31.8883328788182,2.51826589783188,-4.94010873547923,-4.99988154458839
"cv",10,6,11.0433021444809,2.5503362420056,-3.91001167558333,-4.99987476631615
"cv",10,7,36.3883640272742,2.4670187687444,-4.86275784345011,-4.99998055623158
"cv",10,8,24.0615105257775,2.50178916286341,-4.93120412292234,-4.99999779272316
