"","","","","par1","par2","par3"
"cv",5,1,18.8187675497984,1.77257867892281,-1.82563083145417,-4.99765931998909
"cv",5,2,16.4819378134807,1.96183796691803,-2.27682149103011,-4.99825362845956
"cv",5,3,14.9688048145175,1.98032859461653,-2.26695626600876,-4.99987177063032
"cv",5,4,16.7793328588065,1.99096432781878,-2.40475634344739,-4.99989446953606
"cv",5,5,4.47557806237179,2.02201318620028,-2.22580681326381,-4.99255126084623
"cv",5,6,14.3344198356733,2.03767876003576,-2.46444061315096,-4.99996020221753
"cv",5,7,16.5949753554668,1.97364150802691,-2.32078071284595,-4.9997976369764
"cv",5,8,16.9834021207326,1.80100572403776,-2.24593961062163,-4.99981499927085
"cv",10,1,13.1400783858248,1.90750313796979,-1.413334973657,-4.99997472311585
"cv",10,2,30.5874197579055,1.94447429601411,-1.42041500642435,-4.99998197322487
"cv",10,3,31.5044395795591,1.75783793138154,-1.42214093514375,-4.76550867274239
"cv",10,4,4.56072189634876,1.95449094744594,-1.4079842996834,-4.99989003861319
"cv",10,5,12.1177329687129,1.77931752326111,-1.42057675583537,-4.76347484594256
"cv",10,6,30.9785362668531,1.83452064932646,-1.37337625325374,-4.91368788835146
"cv",10,7,30.8823827781138,1.85805651687219,-1.41550611876234,-4.89799342772461
"cv",10,8,18.1365826758116,1.85450494091321,-1.42903828474976,-4.84594903427881
