"","","","","par1","par2","par3"
"cv",5,1,11.4408646885765,-0.891389656395774,-1.45346969259022,-3.22463298065298
"cv",5,2,16.9442182978498,-0.833145722784876,-1.45956954493082,-3.40831431438525
"cv",5,3,16.4727245498534,-4.57785328487606,-1.44449158829394,-3.42263839884178
"cv",5,4,16.5385622278625,-0.935301844469884,-1.45969292877532,-3.40091792421923
"cv",5,5,13.5542235922356,-0.964091312618922,-1.33608093946098,-3.51453204931361
"cv",5,6,16.8791684462632,-0.895107187516091,-1.4745132449356,-3.40147764897259
"cv",5,7,16.4862683691753,-0.95659896222798,-1.45959879559446,-3.39864072780586
"cv",5,8,21.5515467492611,-1.21409467457128,-1.20514031005848,-4.99963183096641
"cv",10,1,23.004409612602,-3.18612999203104,-2.12028990910421,-2.71327934886576
"cv",10,2,27.6725775754749,-3.42359450316907,-2.10270290482761,-2.82118882907231
"cv",10,3,15.5179903981775,-2.24369662146823,-1.86825707678199,-2.76470954546276
"cv",10,4,26.6601877174425,-2.17821429809874,-2.14749622432063,-2.75578402413809
"cv",10,5,16.2876999407933,-4.77243545003091,-2.20797707132822,-2.6955383290266
"cv",10,6,33.0615762761437,-4.94370471647142,-2.28057971266351,-2.68298409536135
"cv",10,7,33.8493952473745,-3.61161978787994,-2.04864815853819,-2.84448355194164
"cv",10,8,34.3016474462389,-3.98254042214963,-2.21767345013507,-2.71927290470783
