"participant","leaveoutindex","reward","horizon","lambda","beta","tau"
44,2,"Cumulative",20,0.793203953592815,0.637915536015247,0.0923031177811042
44,3,"Cumulative",20,0.78216814717305,0.584448894655831,0.0901930935712703
44,4,"Cumulative",20,0.825917672875933,0.596644413800765,0.0947963931257523
44,1,"Cumulative",40,0.877663810760725,0.366080920551713,0.0645296176989338
44,2,"Cumulative",40,0.851021626115122,0.451265177010091,0.075775627693725
44,3,"Cumulative",40,0.988691925404542,0.426228383184758,0.0711035105310514
44,4,"Cumulative",40,0.836184638897438,0.450420666124191,0.0784592894170136
45,1,"Best",20,31.9545789715104,132.112748868522,0.297297390063631
45,2,"Best",20,25.092480656938,109.06263190109,0.291922163277551
45,3,"Best",20,33.4068130106305,121.138154371065,0.31460927772674
45,4,"Best",20,0.628779984355216,0.827795350392105,0.187452074918865
45,1,"Best",40,0.696014327141596,8.45046442864169,1.64882123943339
45,2,"Best",40,0.782172787685888,4.58023580530699,0.951397733948431
45,3,"Best",40,0.637759578611179,2.00993002617734,0.385428382622454
45,4,"Best",40,0.834621183676645,3.71751248300026,0.676429004312997
46,1,"Best",20,0.57371337166748,0.591676140787924,0.107108720968705
46,2,"Best",20,0.591848969824509,0.540253775916372,0.125609810967868
46,3,"Best",20,0.607025395886812,0.379916289084001,0.0907161777228705
46,4,"Best",20,0.611878142887755,0.508778873091151,0.116235745307555
46,1,"Best",40,0.580772117335841,0.54472119435884,0.0928442066628715
46,2,"Best",40,0.565528039495828,0.654309831770226,0.121918648067702
46,3,"Best",40,0.537159004253001,0.660689466621213,0.126651848827818
46,4,"Best",40,0.565670707621217,0.666457474010147,0.125112086750784
47,1,"Best",20,0.803591139765396,0.0630252916735407,0.0383815689744015
47,2,"Best",20,0.888715533279392,0.0830645949462875,0.0478323195903348
47,3,"Best",20,0.861547909259645,0.108678498320867,0.0494520507903667
47,4,"Best",20,0.975943403886716,0.148701592442217,0.0408197585440351
47,1,"Best",40,0.712829256263201,0.116464834835218,0.0334108598637188
47,2,"Best",40,0.586908346378962,0.185898006173546,0.0496670625776439
47,3,"Best",40,0.6839544615078,0.164399233495194,0.0469870777003258
47,4,"Best",40,0.66151105145121,0.200141468070488,0.0518697449428861
48,1,"Cumulative",20,0.70327290420735,0.142216157511214,0.0425891306603093
48,2,"Cumulative",20,0.930451474791179,0.0889852256031056,0.0289322282052933
48,3,"Cumulative",20,1.0053008953309,0.083127378013883,0.0305602313540938
48,4,"Cumulative",20,0.850174171795132,0.0881607308825445,0.0256599647597174
48,1,"Cumulative",40,0.60651619546855,0.208901211414537,0.0375516704364151
48,2,"Cumulative",40,0.60199115958261,0.234803279069228,0.040899798244974
48,3,"Cumulative",40,0.506986266552206,0.241254902285481,0.0400354452929277
48,4,"Cumulative",40,0.551746429780464,0.215121582775535,0.0396428461207902
