"participant","leaveoutindex","reward","horizon","lambda","beta","tau"
38,4,"Best",40,0.521618319353596,0.540635963561249,0.0359804692183043
39,1,"Best",20,1.4890555958877,0.00673798916232366,0.0739419846988495
39,2,"Best",20,1.15619711802659,0.0181240701194658,0.0604573619902606
39,3,"Best",20,1.20541249556602,0.0277748121129973,0.0782969861402188
39,4,"Best",20,0.454313854712397,0.483723995443862,0.0067433227231639
39,1,"Best",40,0.409807747652535,0.526001184175284,0.00673800481453347
39,2,"Best",40,0.422793977797576,0.525332641959458,0.0067379479636808
39,3,"Best",40,0.408756965873685,0.527568426755954,0.00673797703099113
39,4,"Best",40,0.419529775132801,0.52492137675855,0.0067379789287148
40,1,"Best",20,0.513966459250384,0.530389204809186,0.0206459591308329
40,2,"Best",20,0.484912717134561,0.518375049739289,0.0143137959078203
40,3,"Best",20,0.562899341496466,0.514618627164728,0.0271751471480872
40,4,"Best",20,0.759466957514491,0.445021503335973,0.0340272456186252
40,1,"Best",40,0.400625899155429,0.650094205792491,0.00673805333417848
40,2,"Best",40,0.396882728595301,0.528994109300045,0.00673794846030834
40,3,"Best",40,0.388651907747253,0.521528927362593,0.00673794829546093
40,4,"Best",40,0.384678795469448,0.538627304753476,0.00673816846728186
41,1,"Best",20,0.451115512274308,0.489278974891623,0.00675573023458574
41,2,"Best",20,1.16581424706857,0.0255173051027156,0.0877203766987302
41,3,"Best",20,0.467949931838245,0.431283993730021,0.00673795538015175
41,4,"Best",20,0.442218813809144,0.490475522492758,0.00673794780999993
41,1,"Best",40,0.453187317137807,0.48776267690093,0.0130912115607173
41,2,"Best",40,0.479075271313613,0.481492626476089,0.0189254073239246
41,3,"Best",40,0.513245918911726,0.494991800354973,0.0196443261237896
41,4,"Best",40,0.422719720217179,0.527291675216277,0.00673954840638262
42,1,"Cumulative",20,0.385644683939124,0.519127250663964,0.00673794709892776
42,2,"Cumulative",20,0.357800734876875,0.39478625307589,0.00673794710474227
42,3,"Cumulative",20,1.23472100042855,0.00676237139612026,0.164679085701487
42,4,"Cumulative",20,0.130340381102069,75.9283756092555,0.00697375463205267
42,1,"Cumulative",40,0.384880393456946,0.433364914136623,0.00673799270434123
42,2,"Cumulative",40,0.394510974104751,0.429954977640016,0.00673794701296786
42,3,"Cumulative",40,0.390873233162108,0.433338937049072,0.00673795803232121
42,4,"Cumulative",40,1.09214323742475,0.0067500386645706,0.172833771714434
43,1,"Cumulative",20,0.589337667472159,0.368641457327122,0.0323024150262781
43,2,"Cumulative",20,0.583972199576525,0.371669036141438,0.0281013998722777
43,3,"Cumulative",20,0.401364508312954,0.438222921596486,0.00749746150800998
43,4,"Cumulative",20,0.805432620137446,0.335226589512073,0.0530933868965456
43,1,"Cumulative",40,0.484158117670497,0.308713128354067,0.180867345497073
43,2,"Cumulative",40,1.13240695634654,0.0162181592556209,0.226298822457279
43,3,"Cumulative",40,1.04823692932101,0.0174378035606207,0.196275151338128
43,4,"Cumulative",40,1.07824605837031,0.00689092588881164,0.207442410209389
44,1,"Cumulative",20,0.44491117857846,0.505820599949306,0.00673794837525307
44,2,"Cumulative",20,0.455583159056347,0.50417369676488,0.0067380670540459
44,3,"Cumulative",20,0.436295995334513,0.496544980889001,0.00673802225959786
44,4,"Cumulative",20,0.446962048187093,0.506415470394352,0.00673987464177097
44,1,"Cumulative",40,0.459359891576057,0.371492414486186,0.00673794703378299
44,2,"Cumulative",40,0.446578399001772,0.509315346746244,0.00673878411689337
44,3,"Cumulative",40,0.486389456358307,0.513562745487165,0.00859823422742461
44,4,"Cumulative",40,0.445509720856059,0.510440317752598,0.00673794941481677
45,1,"Best",20,1.36009141566879,0.00673803262143221,0.163488640263882
45,2,"Best",20,0.0209675498370398,46.0251047532713,0.135980791730908
45,3,"Best",20,1.38232139617577,0.00673798400416227,0.173471381615728
45,4,"Best",20,1.33450162984055,0.00673799060958412,0.126817100246165
45,1,"Best",40,0.734669975908841,124.151294281512,38.4947761695399
45,2,"Best",40,0.512542249002948,0.633713300662353,0.143771295500859
45,3,"Best",40,0.473990905752266,108.75783984298,38.6775805015372
45,4,"Best",40,0.494746945624709,0.913320402830444,0.241874511109562
46,1,"Best",20,0.43957607279986,0.511790665150285,0.00673794726025881
46,2,"Best",20,0.426573342889316,0.521092881128035,0.00673858726747847
46,3,"Best",20,0.43004894846009,0.307152510424132,0.00673794880397128
46,4,"Best",20,0.432049696397873,0.517704888788335,0.00673794700733514
46,1,"Best",40,0.408342319581771,0.516253970666918,0.00673795508492325
46,2,"Best",40,0.401240715770149,0.522445963863207,0.00674223414999408
46,3,"Best",40,0.399653373278864,0.525022722694605,0.00673796860773123
46,4,"Best",40,0.404520295678762,0.524823342841642,0.00673794896997177
47,1,"Best",20,0.852201257581632,0.0167865818141491,0.039550973040488
47,2,"Best",20,0.960239216310134,0.00673794756255951,0.0463517777873307
47,3,"Best",20,0.931454411657796,0.0113779662561262,0.0508745657939481
47,4,"Best",20,0.986325906035391,0.0387238441516208,0.0420162934428057
47,1,"Best",40,0.536348787232982,0.155447172299718,0.0183843016442765
47,2,"Best",40,0.712663442745643,0.182292897144165,0.0398787962718043
47,3,"Best",40,0.820126334833171,0.0723831552127925,0.0583426667632196
47,4,"Best",40,0.759998382550522,0.105658584410318,0.0596223985213237
48,1,"Cumulative",20,0.547247835165076,0.265050602711602,0.00673794895467588
48,2,"Cumulative",20,1.03482748220165,0.0281554164447382,0.0251763228556413
