id;scenario;environment;horizon;scale;envOrder;searchHistory;optimaGuess;reward;start;end;age;gender;processDescription;assigned;completed
1;0;0;0;[60,65,77,62,76,61,65,69];[6,10,11,5,0,12,14,4];"{""xcollect"":[[1,4,4,8,9,7,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8],[2,10,10,0,5,4,5,5,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],[7,7,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],[10,0,10,5,0,5,5,6,6,4,5,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],[6,0,10,5,0,4,10,10,0,3,3,3,3,3,3,3,3,3,3,3,3],[6,0,4,4,10,10,10,0,7,3,0,3,3,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],[10,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],[0,0,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7]],""ycollect"":[[8,1,9,10,10,10,9,8,1,10,10,10,10,10,10,10,10,10,10,10,10],[3,10,0,10,0,0,1,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[9,10,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9],[1,0,10,10,10,0,1,0,10,10,9,9,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[5,0,10,10,10,0,0,5,5,8,8,8,8,8,8,8,8,8,8,8,8],[3,0,8,2,5,0,10,10,10,0,4,6,5,7,6,6,5,4,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7],[0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[5,0,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8]],""zcollect"":[[46,27,38,85,62,79,79,72,39,43,86,85,85,86,83,83,84,85,83,83,84],[64,63,57,43,69,57,68,53,79,62,88,58,64,88,86,88,87,87,87,90,86,86,88,86,85,86,86,88,88,87,87,88,87,88,87,89,88,85,85,88,86],[73,55,84,42,51,86,85,85,85,86,85,85,85,86,85,86,84,85,86,85,84],[35,60,56,81,79,83,55,56,39,60,61,53,28,45,92,51,93,93,93,92,92,91,93,91,93,92,91,93,91,92,91,92,91,92,93,91,93,92,90,94,91],[8,12,39,35,44,31,39,22,43,89,89,90,88,88,87,88,88,87,88,87,89],[60,40,10,40,-1,37,17,26,21,44,27,41,41,54,57,29,41,52,30,63,64,64,64,64,65,61,62,63,64,64,63,63,62,64,63,62,62,62,63,64,63],[38,36,22,69,102,100,100,101,101,100,100,100,101,99,101,100,100,99,101,100,99],[50,18,8,80,100,101,102,101,100,100,100,101,101,100,101,100,100,101,101,100,101,100,99,100,101,99,99,100,102,101,101,100,100,100,99,101,100,100,99,100,100]],""zcollectScaled"":[[33,21,28,56,42,52,52,48,28,31,57,56,56,57,55,55,55,56,55,55,55],[47,46,42,33,50,42,49,39,56,45,62,43,47,62,61,62,62,62,62,64,61,61,62,61,60,61,61,62,62,62,62,62,62,62,62,63,62,60,60,62,61],[61,47,70,37,44,71,70,70,70,71,70,70,70,71,70,71,70,70,71,70,70],[27,42,40,55,54,56,39,40,29,42,43,38,22,33,62,37,63,63,63,62,62,61,63,61,63,62,61,63,61,62,61,62,61,62,63,61,63,62,61,63,61],[11,14,35,32,38,29,35,22,38,73,73,73,72,72,71,72,72,71,72,71,73],[42,29,11,29,4,28,15,21,18,32,21,30,30,38,40,23,30,37,23,43,44,44,44,44,45,42,43,43,44,44,43,43,43,44,43,43,43,43,43,44,43],[30,28,19,50,71,70,70,71,71,70,70,70,71,69,71,70,70,69,71,70,69],[40,17,11,60,74,75,75,75,74,74,74,75,75,74,75,74,74,75,75,74,75,74,73,74,75,73,73,74,75,75,75,74,74,74,73,75,74,74,73,74,74]]}";7,8,100,74;1.2;20.03.18 16:05;20.03.18 16:11;60;1; How did you try to increase your performance bonus?  by finding an area that appeared to be a higher paying area for that grid and clicking the tile with the highest points in that area multiple times;1;1
2;0;0;1;[68,76,63,79,74,73,66,66];[0,14,16,2,10,7,4,13];"{""xcollect"":[[3,3,8,6,4,5,8,10,0,3,5,2,5,5,5,2,3,5,5,3,2,1,2,2,6,7,7,7,8,9,7,7,5,3,3,3,10,10,8,8,9],[4,4,4,5,6,3,5,7,8,7,7,9,10,9,9,8,7,6,5,4,3],[10,10,9,8,8,7,7,6,4,5,4,4,4,3,2,1,0,0,1,2,3,9,9,9,8,9,9,10,9,10,7,7,6,8,6,5,5,4,3,2,1],[0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,1,2],[6,6,7,5,8,9,10,7,8,8,6,6,8,8,8,8,8,8,6,4,3,4,4,4,4,3,3,2,1,0,2,2,5,1,8,9,10,10,10,10,10],[7,6,8,5,5,4,3,2,1,0,0,0,0,0,0,1,2,3,4,4,5],[4,3,5,6,7,8,9,10,10,10,6,5,5,6,6,7,7,8,9,5,4,6,7,8,9,7,8,6,8,8,8,7,5,4,3,5,5,4,3,4,6],[7,6,5,4,5,3,4,3,2,0,0,0,0,1,1,0,1,2,3,4,5]],""ycollect"":[[4,5,4,6,8,8,8,8,0,1,3,7,5,4,2,3,3,5,6,8,8,8,8,9,8,8,6,7,9,9,9,10,7,7,9,6,6,7,7,6,7],[10,9,8,9,9,9,8,9,9,8,10,9,9,8,7,7,7,7,7,7,7],[1,2,2,2,3,3,2,2,2,2,3,0,1,2,2,2,2,3,3,3,3,3,4,5,5,5,6,6,5,5,5,6,5,6,6,6,5,6,6,6,6],[2,2,3,4,5,6,7,8,9,10,1,0,0,0,0,1,2,2,3,4,4],[4,4,4,4,4,4,4,5,5,6,5,6,7,7,7,8,9,10,7,4,4,5,6,6,7,6,5,4,4,4,5,6,7,5,5,5,5,6,7,8,9],[8,8,8,8,9,8,8,8,8,8,7,6,5,9,4,4,4,4,4,4,4],[7,7,7,7,7,7,7,7,8,6,6,6,8,5,4,6,5,5,5,9,8,8,8,8,8,9,9,9,4,3,2,2,5,5,5,4,3,4,4,3,3],[1,1,1,1,2,1,2,2,1,1,2,3,4,2,1,0,0,0,0,0,0]],""zcollect"":[[62,26,39,15,73,65,65,33,14,24,69,16,48,63,62,30,32,47,5,87,100,65,99,62,80,57,14,59,74,44,63,49,74,75,48,13,31,65,93,44,48],[69,75,56,80,70,57,51,92,63,53,60,69,55,62,78,72,80,78,86,78,63],[43,78,100,71,63,36,63,85,66,43,43,-1,21,57,50,42,49,36,50,44,43,87,78,101,71,103,91,87,99,79,50,57,51,56,71,44,51,64,86,98,64],[87,29,64,99,60,89,77,78,63,74,58,75,85,96,5,48,46,46,39,96,73],[58,58,61,30,63,48,44,28,67,37,63,35,44,44,44,30,22,22,42,49,35,66,60,62,24,15,23,51,39,29,56,36,32,0,66,52,55,39,44,25,72],[77,44,24,76,29,72,56,67,40,84,78,44,33,24,56,56,100,54,89,89,88],[36,33,75,81,64,65,55,54,18,55,89,23,63,74,29,31,64,67,47,49,35,58,102,79,45,49,52,47,62,53,39,39,74,44,34,58,29,48,44,62,51],[42,41,66,50,34,34,24,25,34,76,59,65,41,9,57,75,68,35,51,68,59]],""zcollectScaled"":[[47,23,32,15,55,49,49,27,15,21,52,16,38,48,47,25,27,37,8,64,73,49,72,47,59,44,15,45,55,35,48,38,55,56,38,14,26,49,68,35,38],[57,62,48,66,58,48,44,75,53,45,51,57,47,52,64,60,66,64,70,64,53],[32,54,68,50,45,28,45,59,47,32,32,4,18,41,37,31,36,28,37,33,32,60,54,69,50,70,62,60,67,55,37,41,37,40,50,33,37,45,59,67,45],[74,28,56,83,52,75,66,67,55,63,51,64,72,81,9,43,41,41,36,81,63],[48,48,50,27,52,41,38,26,55,32,52,31,38,38,38,27,21,21,36,41,31,54,49,51,23,16,22,43,34,26,46,32,29,5,54,43,46,34,38,24,58],[61,37,23,60,26,58,46,54,34,66,62,37,29,23,46,46,78,44,70,70,69],[29,27,55,58,47,48,41,41,17,41,64,20,47,54,24,25,47,49,36,37,28,43,72,57,35,37,39,36,46,40,31,31,54,34,27,43,24,37,34,46,39],[33,32,49,38,27,27,21,22,27,55,44,48,32,11,43,55,50,28,39,50,44]]}";1,3,26,22;0.91;20.03.18 16:04;20.03.18 16:16;37;1;Click next cell first to above where the highest number available.;1;1
3;0;1;0;[66,65,74,80,73,78,72,69];[0,12,14,13,6,2,3,16];"{""xcollect"":[[2,3,4,4,2,1,2,2,3,1,4,3,3,1,5,1,0,0,5,0,0],[4,9,1,2,3,1,0,4,0,0,0,2,0,2,3,4,10,7,6,1,1,1,0,4,8,9,8,2,3,8,8,2,7,3,0,7,9,10,2,6,5],[5,4,6,5,6,5,3,2,3,4,4,3,6,7,8,8,9,10,7,7,8],[1,2,3,2,2,2,2,3,0,3,8,9,1,0,0,1,2,0,1,0,0,1,2,1,3,1,0,1,2,3,0,1,1,1,0,0,0,2,3,2,2],[1,9,1,8,8,9,9,10,7,6,7,7,8,8,9,10,10,10,9,9,6],[0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,1,2,3,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,3],[2,8,9,9,10,8,8,9,10,10,10,9,9,8,8,9,10,10,9,10,10],[0,1,2,3,4,5,2,1,2,2,2,1,3,3,4,3,0,0,0,4,1,4,4,5,1,8,8,0,9,9,9,9,9,9,9,9,9,9,10,10,10]],""ycollect"":[[2,8,8,9,8,8,9,7,9,6,7,7,6,9,8,7,7,6,9,8,9],[9,2,1,2,1,0,1,2,8,5,10,0,0,1,0,0,10,7,6,2,3,4,2,1,7,7,8,3,4,6,5,4,8,3,3,6,8,9,5,7,7],[7,7,7,8,8,6,7,7,6,6,8,8,6,7,7,7,7,7,8,6,6],[9,9,9,8,7,6,10,10,10,8,2,9,1,1,0,0,0,2,2,3,4,3,1,4,7,5,6,10,2,6,8,7,6,8,7,5,9,5,5,4,3],[9,2,1,9,10,10,9,10,10,10,9,8,8,7,8,9,7,8,7,6,9],[9,9,10,8,7,6,5,4,3,2,1,0,0,1,2,0,0,1,4,4,4,6,6,5,4,3,7,8,10,10,9,8,7,5,3,2,10,9,8,10,7],[7,2,9,10,9,9,8,8,8,7,6,6,7,6,7,5,5,4,4,3,2],[7,7,7,7,7,7,6,6,5,8,9,8,8,6,6,5,8,9,5,8,5,4,5,6,10,9,1,0,0,2,3,4,5,6,7,8,9,10,10,7,6]],""zcollect"":[[45,87,73,56,100,66,63,15,50,8,61,76,13,36,63,91,54,17,32,90,46],[40,32,69,48,38,24,20,40,49,36,24,60,40,57,44,53,19,55,45,62,54,34,1,44,63,51,32,63,34,56,44,38,50,42,48,27,58,9,31,53,33],[90,78,76,50,46,39,64,51,56,66,57,36,56,81,72,71,77,68,53,53,45],[59,67,24,58,65,17,67,1,33,50,32,34,60,75,77,67,32,59,8,66,43,26,34,40,41,60,10,26,9,15,50,100,41,51,49,49,51,73,34,68,41],[31,16,24,78,85,59,29,84,78,41,51,29,70,20,35,39,56,52,69,53,39],[62,50,73,80,77,89,60,101,64,86,58,75,87,32,30,95,7,49,98,73,45,85,47,63,98,63,73,73,70,79,85,64,47,80,41,45,63,64,49,0,50],[46,39,70,26,60,53,52,64,66,100,56,93,77,52,60,47,94,61,48,80,43],[63,86,86,71,65,42,99,64,55,79,42,56,51,86,63,50,77,51,42,29,35,34,63,43,52,43,44,35,51,101,86,77,100,93,91,94,78,93,70,64,86]],""zcollectScaled"":[[35,62,53,42,71,49,47,15,38,10,45,55,14,29,47,65,41,16,26,64,35],[31,26,50,36,30,21,18,31,37,28,21,44,31,42,34,39,17,41,34,45,40,27,6,34,46,38,26,46,27,41,34,30,38,32,36,23,43,11,25,39,26],[72,63,61,42,39,34,52,43,46,54,47,32,46,65,58,58,62,55,44,44,38],[52,59,24,51,57,19,59,6,31,45,31,32,53,65,67,59,31,52,11,58,39,26,32,37,38,53,13,26,12,17,45,85,38,46,44,44,46,63,32,59,38],[28,17,23,62,67,48,26,66,62,35,42,26,56,20,31,33,46,43,55,44,33],[53,44,62,67,65,74,52,84,55,72,50,64,73,30,28,79,10,43,81,62,40,71,42,54,81,54,62,62,60,67,71,55,42,67,37,40,54,55,43,5,44],[38,33,55,24,48,43,42,51,53,77,45,72,60,42,48,39,73,49,40,63,36],[48,64,64,54,50,34,73,49,43,60,34,44,40,64,48,40,58,40,34,25,29,28,48,35,41,35,35,29,40,75,64,58,74,69,68,70,59,69,53,49,64]]}";10,2,78,59;0.9;20.03.18 16:03;20.03.18 16:13;34;0;I tried to click in areas where I had already found higher scoring squares. If I hadn\'t found high scoring squares, I tried searching in a location opposite the low scoring squares. ;1;1
4;0;1;1;[65,77,71,73,61,70,65,76];[15,18,16,10,19,2,11,0];"{""xcollect"":[[3,3,2,3,4,3,2,3,3,3,3,3,3,3,6,2,8,8,8,7,7,7,6,6,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7],[7,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],[10,2,2,8,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],[5,2,2,8,6,9,5,6,7,6,6,2,1,6,5,7,7,7,7,7,7],[4,2,2,8,8,7,7,7,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7],[1,3,3,8,8,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7],[6,2,2,8,8,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],[10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]],""ycollect"":[[0,4,5,3,4,5,4,4,4,4,4,4,4,4,6,8,2,1,3,1,2,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],[9,2,1,2,2,3,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7],[1,2,8,8,9,7,6,5,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6],[2,2,8,8,5,2,5,4,5,5,6,5,4,5,8,2,2,1,2,3,3],[6,2,8,2,8,6,7,8,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7],[5,8,2,2,9,8,7,8,8,9,8,8,8,8,8,8,8,8,8,8,8],[4,8,2,8,3,8,8,7,8,9,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3],[3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8]],""zcollect"":[[43,60,42,49,40,38,52,61,62,61,61,63,62,62,33,18,63,61,36,73,56,71,73,39,52,65,76,75,74,74,76,74,76,76,75,74,75,75,74,73,74],[66,80,75,65,52,35,79,79,78,78,78,78,78,100,99,101,100,100,102,100,100],[43,49,80,50,44,86,99,58,65,85,72,99,99,98,101,100,99,99,99,101,100,100,100,99,99,102,100,100,99,100,101,100,102,100,101,101,100,100,101,99,98],[58,49,17,31,61,53,41,57,30,60,34,57,41,62,41,65,65,34,64,75,76],[39,50,33,36,60,57,81,49,67,57,28,33,81,79,81,79,80,79,80,80,78,79,81,80,79,80,79,81,81,78,80,80,79,78,81,78,79,79,80,80,81],[64,51,40,6,71,77,47,78,65,71,77,78,75,77,76,78,77,78,76,78,78],[29,73,68,41,60,22,38,57,52,36,101,41,98,100,98,100,98,101,101,100,99,100,102,100,101,99,98,99,100,100,100,99,99,100,99,99,100,99,99,100,101],[74,46,100,86,100,99,101,98,99,99,99,101,100,99,98,101,99,101,102,101,100]],""zcollectScaled"":[[33,44,32,37,31,30,39,45,45,45,45,46,45,45,26,17,46,45,28,52,41,51,52,30,39,47,54,54,53,53,54,53,54,54,54,53,54,54,53,52,53],[56,67,63,55,45,32,66,66,65,65,65,65,65,82,81,83,82,82,84,82,82],[36,40,62,41,36,66,75,46,51,65,56,75,75,75,77,76,75,75,75,77,76,76,76,75,75,77,76,76,75,76,77,76,77,76,77,77,76,76,77,75,75],[47,41,17,28,50,44,35,47,27,49,30,47,35,50,35,52,52,30,52,60,60],[29,36,25,27,42,40,54,35,46,40,22,25,54,53,54,53,54,53,54,54,53,53,54,54,53,54,53,54,54,53,54,54,53,53,54,53,53,53,54,54,54],[50,41,33,9,55,59,38,60,51,55,59,60,58,59,58,60,59,60,58,60,60],[24,52,49,32,44,19,30,42,39,28,71,32,69,70,69,70,69,71,71,70,69,70,71,70,71,69,69,69,70,70,70,69,69,70,69,69,70,69,69,70,71],[61,40,81,70,81,80,82,79,80,80,80,82,81,80,79,82,80,82,83,82,81]]}";2,8,101,82;1.2;20.03.18 16:23;20.03.18 16:29;31;1;I wanted to explore a little bit, but if I found a tile I was very satisfied with - I wanted to stay with it rather than risk not finding a better one.;1;1
5;1;0;0;[71,75,66,79,80,68,63,77];[13,5,16,11,19,14,0,1];"{""xcollect"":[[6,6,6,6,6,6,7,5,6,7,5,5,5,5,5,5,5,5,4,5,5],[6,7,5,4,5,5,5,4,6,6,5,5,5,5,5,5,5,5,4,3,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,9],[3,8,2,9,10,9,8,9,9,9,9,10,8,9,9,9,9,9,9,9,9],[10,0,3,2,8,6,10,6,1,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,8,10,9,8,6,7,7,5,5,7,7,9],[8,1,2,1,0,0,1,2,1,2,2,1,1,2,1,0,7,8,9,8,10],[6,1,1,9,9,3,3,7,7,5,5,5,4,7,8,8,6,7,6,6,9,8,10,3,2,0,2,1,1,9,9,10,9,2,7,7,7,7,7,7,7],[3,1,9,9,1,4,4,3,3,3,4,7,6,3,2,2,1,2,1,4,8],[5,1,5,1,9,9,9,2,2,3,0,0,2,2,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]],""ycollect"":[[3,4,5,6,7,8,7,7,9,9,9,9,9,9,9,9,9,9,9,10,8],[3,3,3,3,2,4,5,4,4,5,3,3,3,3,3,3,3,3,5,6,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,1,1],[10,2,2,7,7,8,7,9,6,4,5,5,5,5,5,5,5,5,5,5,5],[8,0,3,9,2,8,1,4,5,6,4,5,5,6,7,6,7,6,6,6,6,6,6,6,6,6,6,9,1,6,4,6,8,6,4,6,5,6,7,10,9],[3,1,1,2,1,0,0,0,1,2,3,8,9,9,10,9,9,8,9,9,9],[0,9,1,1,9,3,7,3,7,5,9,8,9,9,9,10,10,8,8,9,2,3,2,1,2,5,5,7,8,5,6,5,3,9,9,9,9,9,9,9,9],[7,1,1,9,9,7,6,6,8,9,8,3,0,3,7,8,8,9,7,9,6],[0,9,5,1,1,8,9,9,8,9,10,9,5,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]],""zcollect"":[[24,26,43,58,65,59,51,58,58,43,93,93,92,92,93,92,93,90,40,42,58],[80,67,92,82,85,92,89,59,62,40,93,93,92,92,92,93,92,93,97,51,60,73,26,83,95,95,95,95,96,96,96,96,96,95,97,97,49,61,53,69,36],[51,71,49,93,65,92,70,78,94,79,101,80,73,100,101,100,99,101,99,100,100],[44,50,32,36,47,44,40,29,77,61,42,60,67,88,26,70,50,87,87,87,87,88,89,86,87,87,88,69,25,58,46,31,40,62,53,53,-1,1,85,56,56],[21,85,36,62,66,75,82,51,87,51,70,69,85,41,61,68,72,62,81,56,44],[24,63,72,66,67,58,62,62,80,61,81,51,75,92,63,44,60,53,46,73,42,56,31,62,63,56,53,83,78,67,47,63,50,64,90,91,93,90,93,94,90],[77,12,32,43,35,60,12,14,89,51,74,46,35,32,18,101,65,63,92,54,43],[43,48,27,40,38,39,2,52,36,14,16,1,24,55,98,60,44,30,76,99,102,100,101,100,100,100,101,100,100,99,100,99,101,99,98,100,100,101,101,99,98]],""zcollectScaled"":[[22,23,36,46,51,47,41,46,46,36,71,71,70,70,71,70,71,69,33,35,46],[65,55,74,67,69,74,72,49,52,35,75,75,74,74,74,75,74,75,78,43,50,60,25,67,76,76,76,76,77,77,77,77,77,76,78,78,42,51,45,57,32],[39,52,37,66,48,66,51,56,67,57,72,58,53,71,72,71,70,72,70,71,71],[40,45,30,33,42,40,37,28,66,53,38,52,58,75,26,60,45,74,74,74,74,75,75,73,74,74,75,60,25,51,41,29,37,54,47,47,4,6,72,49,49],[22,73,34,55,58,65,71,46,75,46,61,60,73,38,54,59,63,55,70,50,40],[21,48,54,50,51,44,47,47,59,46,60,40,56,68,48,35,46,41,36,55,34,43,26,47,48,43,41,61,58,51,37,48,39,49,66,67,68,66,68,69,66],[54,13,25,32,27,43,13,14,61,37,52,34,27,25,16,69,46,45,63,39,32],[38,42,26,36,34,35,7,45,33,16,17,6,23,47,80,51,39,28,64,81,84,82,83,82,82,82,83,82,82,81,82,81,83,81,80,82,82,83,83,81,80]]}";5,3,102,84;1.26;20.03.18 16:04;20.03.18 16:10;29;1;I mixed it up a little, but mostly I picked points to try and find \'clusters\' as the instructions recommended. If I got something that seemed large with few clicks left, I would click it since sometimes that boosts the value. ;1;1
7;1;1;0;[63,77,61,68,67,79,64,60];[3,14,4,18,11,13,0,6];"{""xcollect"":[[3,6,6,3,3,6,6,4,5,5,6,9,9,9,4,2,2,3,4,9,8],[6,1,3,4,5,6,5,4,2,2,1,1,1,6,6,8,8,8,7,7,5,3,2,3,1,3,3,3,1,1,9,9,9,9,9,6,3,4,4,6,6],[10,2,4,4,1,1,1,7,6,6,8,8,3,2,1,1,1,6,6,4,4],[8,1,3,3,1,3,5,7,8,7,8,5,2,1,2,1,5,4,1,1,1,3,4,6,4,1,1,1,1,0,0,0,1,3,7,7,8,7,8,9,10],[6,3,2,0,2,4,3,1,1,1,1,1,2,0,5,7,8,8,8,8,6],[0,3,4,3,6,1,0,0,2,1,1,4,7,7,8,7,2,0,0,3,6,8,7,6,5,6,7,6,6,5,7,2,1,4,4,5,5,5,4,4,4],[6,2,3,7,7,7,7,6,5,5,4,3,1,2,0,0,3,4,3,5,5],[2,4,4,6,6,7,6,7,7,9,10,10,10,8,5,4,3,2,2,2,3,5,4,6,6,5,4,3,1,4,3,1,3,2,2,1,1,6,9,7,5]],""ycollect"":[[3,6,6,4,3,4,3,5,7,9,9,8,6,5,7,8,8,1,1,2,2],[0,6,6,7,6,5,3,2,2,9,9,5,3,9,9,6,5,4,3,2,3,4,4,3,5,1,0,7,7,8,9,8,3,2,2,10,9,8,7,6,7],[4,6,4,3,1,1,0,2,5,8,10,5,8,9,8,4,4,4,0,1,9],[3,6,4,1,1,3,7,8,5,1,1,6,10,10,3,3,9,9,9,9,8,5,5,4,1,5,5,9,7,9,5,4,2,2,5,9,9,9,8,5,4],[8,4,1,1,1,5,5,7,9,4,3,2,2,1,1,2,1,1,5,6,8],[0,5,4,1,1,1,1,2,6,8,10,8,9,5,5,5,4,4,3,1,5,5,7,8,9,8,5,4,3,1,1,3,6,6,7,6,5,9,8,9,7],[10,6,5,8,6,4,3,8,6,5,2,2,4,1,5,2,8,8,8,9,8],[1,5,6,4,3,5,6,7,8,6,4,3,2,2,4,4,5,8,6,4,1,2,8,8,8,9,9,8,5,5,4,2,9,8,9,9,9,7,7,9,9]],""zcollect"":[[58,43,44,28,58,39,55,32,25,58,69,65,95,48,69,25,24,52,75,51,38],[24,55,57,79,36,71,57,41,60,64,61,75,23,70,70,44,54,27,62,47,56,82,69,60,75,61,77,62,84,78,69,61,47,39,41,59,57,57,79,53,77],[31,52,52,63,37,37,56,40,75,58,50,68,36,31,21,32,32,26,27,42,65],[55,51,2,67,66,84,65,33,50,39,45,1,46,76,33,88,97,86,99,98,52,64,52,21,61,67,65,101,83,77,49,74,67,52,53,65,78,65,51,43,41],[44,23,39,10,37,51,54,48,67,41,100,56,67,10,26,61,69,70,92,59,42],[75,33,66,34,42,58,74,59,18,49,25,57,41,49,25,49,66,41,67,34,40,24,50,58,92,56,49,24,24,67,41,43,44,41,75,50,42,92,59,40,76],[51,23,25,58,12,66,46,78,4,46,21,4,58,15,44,19,88,73,87,30,64],[56,66,50,53,33,53,47,77,28,52,59,26,29,56,40,25,27,48,48,83,57,23,70,80,79,41,37,58,8,64,28,54,42,45,85,28,30,16,72,54,41]],""zcollectScaled"":[[42,32,33,23,42,30,40,25,21,42,48,46,65,35,48,21,20,38,52,37,29],[23,47,49,66,33,60,49,37,51,54,52,63,23,59,59,39,47,26,53,41,48,68,58,51,63,52,64,53,70,65,58,52,41,35,37,50,49,49,66,46,64],[24,37,37,43,28,28,39,29,51,40,36,46,27,24,18,25,25,21,21,31,45],[42,40,6,51,50,62,49,27,39,32,36,6,36,57,27,65,71,63,72,72,40,49,40,19,46,51,49,74,61,57,38,55,51,40,41,49,58,49,40,34,33],[34,20,31,12,30,39,41,37,50,32,72,43,50,12,22,46,51,52,67,45,33],[64,31,57,32,38,51,63,52,19,44,25,50,37,44,25,44,57,37,58,32,37,24,45,51,78,49,44,24,24,58,37,39,40,37,64,45,38,78,52,37,65],[38,20,21,42,13,47,34,55,8,34,18,8,42,15,33,17,61,52,61,24,46],[39,45,35,37,25,37,33,51,22,36,40,21,22,39,29,20,21,34,34,55,39,19,47,53,52,30,27,40,10,43,22,37,30,32,56,22,23,15,48,37,30]]}";7,9,53,37;1.06;20.03.18 16:46;20.03.18 16:50;24;1; How did you try to increase your performance bonus?;1;1
