"","participant","reward","environment","nLL","kernel","acq","R2","bonus","kError","lambda","beta","tau","ModelName","bestDescribed","mainTextBest"
"64",64,"Cumulative","Smooth",637.875517695442,"Simple Strategies","Local Search",0.445802598801022,1.37,NA,NA,NA,0.170392374409996,"LocalSearch-",0,NA
"65",65,"Best","Rough",922.382673050071,"Simple Strategies","Local Search",0.19861780843675,1.12,NA,NA,NA,0.252732397148766,"LocalSearch-",0,NA
"66",66,"Best","Rough",1053.0136060648,"Simple Strategies","Local Search",0.0851233701260992,1.06,NA,NA,NA,0.348638774716481,"LocalSearch-",0,NA
"67",67,"Best","Smooth",855.753076148683,"Simple Strategies","Local Search",0.256506767052208,1.47,NA,NA,NA,0.229605150558633,"LocalSearch-",0,NA
"68",68,"Best","Smooth",697.204938108594,"Simple Strategies","Local Search",0.394256161141207,1.14,NA,NA,NA,0.192355421173164,"LocalSearch-",0,NA
"69",69,"Cumulative","Rough",975.107284976745,"Simple Strategies","Local Search",0.152809743856133,1.08,NA,NA,NA,0.275287975556301,"LocalSearch-",0,NA
"70",70,"Cumulative","Rough",914.040925950043,"Simple Strategies","Local Search",0.205865264148794,0.96,NA,NA,NA,0.245129767775723,"LocalSearch-",0,NA
"71",71,"Cumulative","Smooth",769.078390688858,"Simple Strategies","Local Search",0.331811249038156,1.06,NA,NA,NA,0.199032947661829,"LocalSearch-",0,NA
"72",72,"Cumulative","Smooth",755.237183814868,"Simple Strategies","Local Search",0.343836731544109,1.04,NA,NA,NA,0.198129432852745,"LocalSearch-",0,NA
"73",73,"Best","Rough",757.422432814051,"Simple Strategies","Local Search",0.341938149010804,1.24,NA,NA,NA,0.192853026416952,"LocalSearch-",0,NA
"74",74,"Best","Rough",1067.53662919922,"Simple Strategies","Local Search",0.0725055137334834,1.14,NA,NA,NA,0.367315004239355,"LocalSearch-",0,NA
"75",75,"Best","Smooth",707.288625234172,"Simple Strategies","Local Search",0.385495277482137,1.19,NA,NA,NA,0.188407063845984,"LocalSearch-",0,NA
"76",76,"Best","Smooth",931.897936298101,"Simple Strategies","Local Search",0.190350781379756,1.11,NA,NA,NA,0.258801569725033,"LocalSearch-",0,NA
"77",77,"Cumulative","Smooth",647.643478240719,"Simple Strategies","Local Search",0.437316023914492,1.25,NA,NA,NA,0.171206371659747,"LocalSearch-",0,NA
"78",78,"Best","Smooth",961.451617292409,"Simple Strategies","Local Search",0.164674026670495,1.41,NA,NA,NA,0.274135856323441,"LocalSearch-",0,NA
"79",79,"Cumulative","Smooth",604.370096136221,"Simple Strategies","Local Search",0.474912694797938,1.35,NA,NA,NA,0.161399223068911,"LocalSearch-",0,NA
"80",80,"Cumulative","Smooth",830.797668601041,"Simple Strategies","Local Search",0.278188461403374,0.94,NA,NA,NA,0.217746106147009,"LocalSearch-",0,NA
"81",1,"Cumulative","Rough",1116.59927886039,"Simple Strategies","WSLS",0.0298790259880465,0.89,NA,NA,NA,0.366875269771714,"WSLS-",0,NA
"82",2,"Cumulative","Rough",1092.30377050077,"Simple Strategies","WSLS",0.0509873883882154,0.86,NA,NA,NA,0.321983728692728,"WSLS-",0,NA
"83",3,"Cumulative","Smooth",1154.04885031697,"Simple Strategies","WSLS",-0.0026578163918507,1.19,NA,NA,NA,148.404055586859,"WSLS-",0,NA
"84",4,"Cumulative","Smooth",1123.75332536781,"Simple Strategies","WSLS",0.0236634653144007,1.27,NA,NA,NA,74.3952009174285,"WSLS-",0,NA
"85",5,"Best","Rough",1151.90073042491,"Simple Strategies","WSLS",-0.000791492275906247,0.86,NA,NA,NA,148.406082588964,"WSLS-",0,NA
"86",6,"Best","Rough",1180.088285213,"Simple Strategies","WSLS",-0.0252813326544041,0.92,NA,NA,NA,0.944447153040649,"WSLS-",0,NA
"87",7,"Best","Smooth",1090.46860270078,"Simple Strategies","WSLS",0.0525818142554914,1.39,NA,NA,NA,0.351068909663323,"WSLS-",0,NA
"88",8,"Best","Smooth",1088.64416451664,"Simple Strategies","WSLS",0.0541669180449456,1.38,NA,NA,NA,0.363225200911932,"WSLS-",0,NA
"89",9,"Cumulative","Rough",1151.49085977054,"Simple Strategies","WSLS",-0.000435389485982762,1.24,NA,NA,NA,148.405406072085,"WSLS-",0,NA
"90",10,"Cumulative","Rough",1165.27019984177,"Simple Strategies","WSLS",-0.0124071210321306,1.1,NA,NA,NA,2.14794861173651,"WSLS-",0,NA
"91",11,"Cumulative","Smooth",1098.77082609807,"Simple Strategies","WSLS",0.0453686974273445,1.07,NA,NA,NA,0.360135368519754,"WSLS-",0,NA
"92",12,"Cumulative","Smooth",1095.7168434265,"Simple Strategies","WSLS",0.048022050962541,1.05,NA,NA,NA,0.367487182691149,"WSLS-",0,NA
"93",13,"Best","Rough",1051.77588266842,"Simple Strategies","WSLS",0.0861987258509157,1.16,NA,NA,NA,0.207792599434285,"WSLS-",0,NA
"94",14,"Best","Rough",1066.37103096488,"Simple Strategies","WSLS",0.0735182058566179,1.12,NA,NA,NA,0.276621133549858,"WSLS-",0,NA
"95",15,"Best","Smooth",1120.48513397929,"Simple Strategies","WSLS",0.0265029271277091,1.29,NA,NA,NA,0.448362745704114,"WSLS-",0,NA
"96",16,"Best","Smooth",1046.07787162442,"Simple Strategies","WSLS",0.0911492574593376,1.2,NA,NA,NA,0.0220793834051036,"WSLS-",0,NA
"97",17,"Cumulative","Rough",1108.13311283544,"Simple Strategies","WSLS",0.0372345790371748,0.84,NA,NA,NA,0.354941882605617,"WSLS-",0,NA
"98",18,"Cumulative","Rough",1151.24790040188,"Simple Strategies","WSLS",-0.000224302139035348,1.17,NA,NA,NA,148.405086502548,"WSLS-",0,NA
"99",19,"Cumulative","Smooth",1106.1538349388,"Simple Strategies","WSLS",0.0389542102757772,1.06,NA,NA,NA,0.39685485447736,"WSLS-",0,NA
"100",20,"Cumulative","Smooth",1027.235710552,"Simple Strategies","WSLS",0.107519656400236,1.01,NA,NA,NA,0.206760443981979,"WSLS-",0,NA
"101",21,"Best","Rough",1086.50477459275,"Simple Strategies","WSLS",0.0560256574119249,1.31,NA,NA,NA,0.302993520670477,"WSLS-",0,NA
"102",22,"Best","Rough",1077.09537118792,"Simple Strategies","WSLS",0.064200711586489,1.14,NA,NA,NA,0.280571258396959,"WSLS-",0,NA
"103",23,"Best","Smooth",1153.96209251657,"Simple Strategies","WSLS",-0.00258243969815464,1.39,NA,NA,NA,148.404603777444,"WSLS-",0,NA
"104",24,"Best","Smooth",1140.05251089792,"Simple Strategies","WSLS",0.00950244798130029,1.26,NA,NA,NA,1.26512894935873,"WSLS-",0,NA
"105",25,"Cumulative","Rough",1071.09648798561,"Simple Strategies","WSLS",0.0694126461859362,0.9,NA,NA,NA,0.310994783182336,"WSLS-",0,NA
"106",26,"Cumulative","Rough",1052.461948892,"Simple Strategies","WSLS",0.0856026595219724,0.92,NA,NA,NA,0.227050819500932,"WSLS-",0,NA
"107",27,"Cumulative","Smooth",1156.43537756333,"Simple Strategies","WSLS",-0.00473127298507725,1.18,NA,NA,NA,0.560639205151103,"WSLS-",0,NA
"108",28,"Cumulative","Smooth",1047.25103569398,"Simple Strategies","WSLS",0.0901299920062943,1.15,NA,NA,NA,0.236432219693212,"WSLS-",0,NA
"109",29,"Best","Rough",1019.50806922466,"Simple Strategies","WSLS",0.11423356628109,1.09,NA,NA,NA,0.103845123723612,"WSLS-",0,NA
"110",30,"Best","Rough",1072.30224038546,"Simple Strategies","WSLS",0.0683650674218216,1.23,NA,NA,NA,0.284892635725549,"WSLS-",0,NA
"111",31,"Best","Smooth",1070.55710867376,"Simple Strategies","WSLS",0.0698812683615707,1.4,NA,NA,NA,0.294435176052426,"WSLS-",0,NA
"112",32,"Best","Smooth",1034.49900324973,"Simple Strategies","WSLS",0.101209180726594,1.27,NA,NA,NA,0.118586792605759,"WSLS-",0,NA
"113",33,"Cumulative","Rough",1040.98202861215,"Simple Strategies","WSLS",0.0955766149546101,0.85,NA,NA,NA,0.0265092339404734,"WSLS-",0,NA
"114",34,"Cumulative","Smooth",1013.61319540931,"Simple Strategies","WSLS",0.119355135706842,1.05,NA,NA,NA,0.123491678369077,"WSLS-",0,NA
"115",35,"Cumulative","Smooth",1064.83583240805,"Simple Strategies","WSLS",0.0748520132013436,1.07,NA,NA,NA,0.233880615537531,"WSLS-",0,NA
"116",36,"Best","Rough",1074.1577753116,"Simple Strategies","WSLS",0.0667529462392779,1.25,NA,NA,NA,0.280944629473291,"WSLS-",0,NA
"117",37,"Best","Rough",1164.69259604317,"Simple Strategies","WSLS",-0.0119052887541629,0.65,NA,NA,NA,148.403056540473,"WSLS-",0,NA
"118",38,"Best","Smooth",1052.82637739376,"Simple Strategies","WSLS",0.0852860376686551,1.25,NA,NA,NA,0.250287273147168,"WSLS-",0,NA
"119",39,"Best","Smooth",1080.94399475349,"Simple Strategies","WSLS",0.0608569601505736,1.07,NA,NA,NA,0.264670657680079,"WSLS-",0,NA
"120",40,"Cumulative","Rough",1061.02661359362,"Simple Strategies","WSLS",0.078161529100593,0.91,NA,NA,NA,0.171587695883732,"WSLS-",0,NA
"121",41,"Cumulative","Rough",1067.35112590662,"Simple Strategies","WSLS",0.0726666822370855,0.93,NA,NA,NA,0.287591164414166,"WSLS-",0,NA
"122",42,"Cumulative","Smooth",1151.45031025078,"Simple Strategies","WSLS",-0.00040015935432236,1.4,NA,NA,NA,148.405605787594,"WSLS-",0,NA
"123",43,"Cumulative","Smooth",1014.74132335138,"Simple Strategies","WSLS",0.118374998428687,1.03,NA,NA,NA,0.229462201804358,"WSLS-",0,NA
"124",44,"Best","Smooth",1069.75096404683,"Simple Strategies","WSLS",0.0705816609065743,1.4,NA,NA,NA,0.2798675904415,"WSLS-",0,NA
"125",45,"Best","Smooth",1130.45078923206,"Simple Strategies","WSLS",0.01784459162318,1.39,NA,NA,NA,0.541014268357338,"WSLS-",0,NA
"126",46,"Cumulative","Rough",1109.63024758676,"Simple Strategies","WSLS",0.0359338421921174,0.98,NA,NA,NA,0.272512793710842,"WSLS-",0,NA
"127",47,"Cumulative","Rough",1004.20573397312,"Simple Strategies","WSLS",0.127528502665099,0.86,NA,NA,NA,0.175603097244204,"WSLS-",0,NA
"128",48,"Cumulative","Smooth",1147.00939416692,"Simple Strategies","WSLS",0.00345818617603044,1.13,NA,NA,NA,74.6508641837408,"WSLS-",0,NA
"129",49,"Cumulative","Smooth",1026.4606038116,"Simple Strategies","WSLS",0.108193082686814,1.07,NA,NA,NA,0.218553845427159,"WSLS-",0,NA
"130",50,"Best","Rough",1077.11814136722,"Simple Strategies","WSLS",0.0641809284566428,1.06,NA,NA,NA,0.304043281316256,"WSLS-",0,NA
"131",51,"Best","Rough",1064.51751972877,"Simple Strategies","WSLS",0.0751285688218837,1.45,NA,NA,NA,0.25339372759123,"WSLS-",0,NA
"132",52,"Best","Smooth",1025.01983747597,"Simple Strategies","WSLS",0.109444845666887,1.4,NA,NA,NA,0.231593600131361,"WSLS-",0,NA
"133",53,"Best","Smooth",1070.25759160186,"Simple Strategies","WSLS",0.0701414940298345,1.47,NA,NA,NA,0.277299036290712,"WSLS-",0,NA
"134",54,"Cumulative","Rough",1075.68084726363,"Simple Strategies","WSLS",0.0654296747008069,0.92,NA,NA,NA,0.283774796353478,"WSLS-",0,NA
"135",55,"Cumulative","Rough",1075.80768867879,"Simple Strategies","WSLS",0.0653194726618608,0.93,NA,NA,NA,0.29635303963669,"WSLS-",0,NA
"136",56,"Cumulative","Smooth",1133.1784207208,"Simple Strategies","WSLS",0.0154747777009467,1.04,NA,NA,NA,0.663484634156412,"WSLS-",0,NA
"137",57,"Cumulative","Smooth",1094.60082301671,"Simple Strategies","WSLS",0.0489916690049883,1.05,NA,NA,NA,0.29334994528859,"WSLS-",0,NA
"138",58,"Best","Rough",1084.25033349401,"Simple Strategies","WSLS",0.057984355250955,1.21,NA,NA,NA,0.31690016543604,"WSLS-",0,NA
"139",59,"Best","Rough",1154.74496278447,"Simple Strategies","WSLS",-0.00326261107314929,1.41,NA,NA,NA,76.5233315843294,"WSLS-",0,NA
"140",60,"Best","Smooth",1072.67380721927,"Simple Strategies","WSLS",0.0680422436608248,1.37,NA,NA,NA,0.144832604550237,"WSLS-",0,NA
"141",61,"Best","Smooth",1074.16026666688,"Simple Strategies","WSLS",0.0667507817062568,1.47,NA,NA,NA,0.305581910432341,"WSLS-",0,NA
"142",62,"Cumulative","Rough",1113.08899554182,"Simple Strategies","WSLS",0.0329288215024651,0.88,NA,NA,NA,0.438269454049754,"WSLS-",0,NA
"143",63,"Cumulative","Rough",1159.17796837028,"Simple Strategies","WSLS",-0.00711408382449608,0.83,NA,NA,NA,1.72167931067916,"WSLS-",0,NA
"144",64,"Cumulative","Smooth",1151.20477576713,"Simple Strategies","WSLS",-0.000186834702455618,1.37,NA,NA,NA,148.404936982601,"WSLS-",0,NA
"145",65,"Best","Rough",1105.97728579458,"Simple Strategies","WSLS",0.0391075992587272,1.12,NA,NA,NA,0.41405448468399,"WSLS-",0,NA
"146",66,"Best","Rough",1108.94964209225,"Simple Strategies","WSLS",0.0365251641441846,1.06,NA,NA,NA,0.403860942435607,"WSLS-",0,NA
"147",67,"Best","Smooth",1064.73154277244,"Simple Strategies","WSLS",0.0749426218599585,1.47,NA,NA,NA,0.269796285464457,"WSLS-",0,NA
"148",68,"Best","Smooth",1157.21987046668,"Simple Strategies","WSLS",-0.00541285413411985,1.14,NA,NA,NA,75.681978420847,"WSLS-",0,NA
"149",69,"Cumulative","Rough",1166.09222884763,"Simple Strategies","WSLS",-0.0131213142032423,1.08,NA,NA,NA,22.6619126353404,"WSLS-",0,NA
"150",70,"Cumulative","Rough",1083.28591523573,"Simple Strategies","WSLS",0.0588222586938357,0.96,NA,NA,NA,0.300493338489286,"WSLS-",0,NA
"151",71,"Cumulative","Smooth",1056.79157422661,"Simple Strategies","WSLS",0.0818410053401691,1.06,NA,NA,NA,0.262669745490437,"WSLS-",0,NA
"152",72,"Cumulative","Smooth",1082.17772537989,"Simple Strategies","WSLS",0.0597850734141127,1.04,NA,NA,NA,0.32455056241014,"WSLS-",0,NA
"153",73,"Best","Rough",1061.52720826503,"Simple Strategies","WSLS",0.0777266036986011,1.24,NA,NA,NA,0.272916267271183,"WSLS-",0,NA
"154",74,"Best","Rough",1136.20503067648,"Simple Strategies","WSLS",0.012845206059854,1.14,NA,NA,NA,0.829115699942007,"WSLS-",0,NA
"155",75,"Best","Smooth",1043.21419259391,"Simple Strategies","WSLS",0.0936372718642622,1.19,NA,NA,NA,0.225759149934372,"WSLS-",0,NA
"156",76,"Best","Smooth",1105.50692174424,"Simple Strategies","WSLS",0.0395162597686294,1.11,NA,NA,NA,0.37393249577522,"WSLS-",0,NA
"157",77,"Cumulative","Smooth",1151.51189373397,"Simple Strategies","WSLS",-0.000453664161121026,1.25,NA,NA,NA,148.405690513116,"WSLS-",0,NA
"158",78,"Best","Smooth",1081.23807673508,"Simple Strategies","WSLS",0.0606014565837856,1.41,NA,NA,NA,0.298065488919196,"WSLS-",0,NA
"159",79,"Cumulative","Smooth",1151.63550221723,"Simple Strategies","WSLS",-0.000561057372325147,1.35,NA,NA,NA,148.405892020578,"WSLS-",0,NA
"160",80,"Cumulative","Smooth",1153.73551149918,"Simple Strategies","WSLS",-0.00238558214912366,0.94,NA,NA,NA,0.774623618199834,"WSLS-",0,NA
"161",1,"Cumulative","Rough",981.069151611896,"Simple Strategies","WSLS*",0.147629969897363,0.89,NA,NA,NA,0.284206974182481,"LWSLS-",0,NA
"162",2,"Cumulative","Rough",960.481673867646,"Simple Strategies","WSLS*",0.16551673047461,0.86,NA,NA,NA,0.26567719455929,"LWSLS-",0,NA
"163",3,"Cumulative","Smooth",1047.05912555403,"Simple Strategies","WSLS*",0.0902967268908845,1.19,NA,NA,NA,0.280517203728246,"LWSLS-",0,NA
"164",4,"Cumulative","Smooth",929.211728759582,"Simple Strategies","WSLS*",0.192684605449861,1.27,NA,NA,NA,0.229175833486824,"LWSLS-",0,NA
"165",5,"Best","Rough",1142.93399558374,"Simple Strategies","WSLS*",0.00699896371175424,0.86,NA,NA,NA,74.5298914290139,"LWSLS-",0,NA
"166",6,"Best","Rough",1008.85075773338,"Simple Strategies","WSLS*",0.123492824817258,0.92,NA,NA,NA,0.276157698489211,"LWSLS-",0,NA
"167",7,"Best","Smooth",964.871832020887,"Simple Strategies","WSLS*",0.161702484321741,1.39,NA,NA,NA,0.267510738214277,"LWSLS-",0,NA
"168",8,"Best","Smooth",952.358614054468,"Simple Strategies","WSLS*",0.172574186848717,1.38,NA,NA,NA,0.282788064799134,"LWSLS-",0,NA
"169",9,"Cumulative","Rough",1067.7740676105,"Simple Strategies","WSLS*",0.0722992230908334,1.24,NA,NA,NA,0.313188386522548,"LWSLS-",0,NA
"170",10,"Cumulative","Rough",970.369540202592,"Simple Strategies","WSLS*",0.156925979341806,1.1,NA,NA,NA,0.262997252212221,"LWSLS-",0,NA
"171",11,"Cumulative","Smooth",772.563149377848,"Simple Strategies","WSLS*",0.328783629768143,1.07,NA,NA,NA,0.19898922866716,"LWSLS-",0,NA
"172",12,"Cumulative","Smooth",915.642142881908,"Simple Strategies","WSLS*",0.204474098885701,1.05,NA,NA,NA,0.252702673733023,"LWSLS-",0,NA
"173",13,"Best","Rough",773.127253930197,"Simple Strategies","WSLS*",0.328293525871311,1.16,NA,NA,NA,0.202291284830313,"LWSLS-",0,NA
"174",14,"Best","Rough",784.771323816212,"Simple Strategies","WSLS*",0.318176954391153,1.12,NA,NA,NA,0.212985754521472,"LWSLS-",0,NA
"175",15,"Best","Smooth",907.580923133308,"Simple Strategies","WSLS*",0.211477827530607,1.29,NA,NA,NA,0.237135823477338,"LWSLS-",0,NA
