"","participant","reward","environment","nLL","kernel","acq","R2","bonus","kError","lambda","beta","tau","ModelName","bestDescribed","mainTextBest"
"241",1,"Cumulative","Rough",1148.51667675567,"BMT","GV",0.00214863271241028,0.89,21.3966880553476,NA,NA,0.00675599355671664,"BMT-GV",0,0
"242",2,"Cumulative","Rough",1126.72887274572,"BMT","GV",0.0210782577335559,0.86,13.0800854920099,NA,NA,0.00851374759572253,"BMT-GV",0,0
"243",3,"Cumulative","Smooth",1150.99316667422,"BMT","GV",-2.9850231573203e-06,1.19,148.413159034416,NA,NA,148.413159048784,"BMT-GV",0,0
"244",4,"Cumulative","Smooth",1150.99179862922,"BMT","GV",-1.79644174935767e-06,1.27,148.413159044074,NA,NA,148.413158933058,"BMT-GV",0,0
"245",5,"Best","Rough",1150.99515963268,"BMT","GV",-4.71654031208857e-06,0.86,148.41315898707,NA,NA,148.413158943685,"BMT-GV",0,0
"246",6,"Best","Rough",1234.69184391171,"BMT","GV",-0.0727218590385663,0.92,148.413158947309,NA,NA,148.413158911452,"BMT-GV",0,0
"247",7,"Best","Smooth",1125.15377077237,"BMT","GV",0.0224467338641491,1.39,1.23755385420491,NA,NA,0.0216080594831191,"BMT-GV",0,0
"248",8,"Best","Smooth",1128.47390050779,"BMT","GV",0.0195621471070621,1.38,16.5543808905544,NA,NA,0.00753329506639465,"BMT-GV",0,0
"249",9,"Cumulative","Rough",1150.99399107136,"BMT","GV",-3.70127380922014e-06,1.24,148.413158987748,NA,NA,148.413158971445,"BMT-GV",0,0
"250",10,"Cumulative","Rough",1150.99120033858,"BMT","GV",-1.27663637905506e-06,1.1,148.413159055116,NA,NA,148.41315903346,"BMT-GV",0,0
"251",11,"Cumulative","Smooth",1144.97986291686,"BMT","GV",0.00522147840662057,1.07,21.9274711686796,NA,NA,0.0067494009138174,"BMT-GV",0,0
"252",12,"Cumulative","Smooth",1170.99166119232,"BMT","GV",-0.0173780266768397,1.05,0.00673794699944029,NA,NA,2.77636385818495,"BMT-GV",0,0
"253",13,"Best","Rough",1112.84910448519,"BMT","GV",0.0331372430462671,1.16,0.240370123682596,NA,NA,0.022706562248686,"BMT-GV",0,0
"254",14,"Best","Rough",1129.8480419358,"BMT","GV",0.0183682690114797,1.12,11.8900226152441,NA,NA,0.0145344431192292,"BMT-GV",0,0
"255",15,"Best","Smooth",1139.15851347232,"BMT","GV",0.0102791685736405,1.29,21.6827760223485,NA,NA,0.00676154936999434,"BMT-GV",0,0
"256",16,"Best","Smooth",1136.83079168846,"BMT","GV",0.0123015339530036,1.2,3.18589916584766,NA,NA,0.00945509485067095,"BMT-GV",0,0
"257",17,"Cumulative","Rough",1154.66350474778,"BMT","GV",-0.00319183890681307,0.84,23.0537365183317,NA,NA,0.00673808393399337,"BMT-GV",0,0
"258",18,"Cumulative","Rough",1150.99278771266,"BMT","GV",-2.65577472657874e-06,1.17,148.41315904339,NA,NA,148.413158969826,"BMT-GV",0,0
"259",19,"Cumulative","Smooth",1141.06449841879,"BMT","GV",0.00862321553146239,1.06,17.951756030231,NA,NA,0.00864894535271749,"BMT-GV",0,0
"260",20,"Cumulative","Smooth",1112.84910448519,"BMT","GV",0.0331372430462671,1.01,0.317567455544395,NA,NA,0.0131246512627962,"BMT-GV",0,0
"261",21,"Best","Rough",1121.87409703143,"BMT","GV",0.0252961717459713,1.31,2.00228740337387,NA,NA,0.0173327270888757,"BMT-GV",0,0
"262",22,"Best","Rough",1112.84910448519,"BMT","GV",0.0331372430462671,1.14,0.249117690921118,NA,NA,0.019006791617649,"BMT-GV",0,0
"263",23,"Best","Smooth",1150.99152860954,"BMT","GV",-1.56184392441361e-06,1.39,148.413159065818,NA,NA,148.413158945757,"BMT-GV",0,0
"264",24,"Best","Smooth",1151.08183316334,"BMT","GV",-8.00200189856604e-05,1.26,148.41315895265,NA,NA,148.413158774617,"BMT-GV",0,0
