"","","","","par1","par2","par3"
"cv",20,1,93.4295818266738,-4.98582425457264,3.60963897228304,3.22839105318899
"cv",20,2,94.8265695038296,-4.99996628207731,3.27211664578531,2.88087989146764
"cv",20,3,82.2741345504127,-4.99998864772701,3.24866897077102,3.03531687185619
"cv",20,4,82.6796271134584,-4.99997268357798,3.47079862519278,3.24697357407371
"cv",40,1,155.014916901313,-0.478992694692902,0.39206820923448,-0.219514736496109
"cv",40,2,147.583830980832,-2.20589521379556,2.55900379352715,1.9835089975037
"cv",40,3,157.877577548938,-0.591039008687888,-0.234942242780113,-0.856310875972646
"cv",40,4,159.29474391987,-0.410064627283304,1.33982434376831,0.715859935207271
