"","trial","Environment","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,"Smooth",49.240468711791,0.283549879920007,49.240468711791,0.283549879920007,"GP-UCB"
"2",2,"Smooth",50.5266649361788,0.285177691906474,65.0288478872565,0.237600517908434,"GP-UCB"
"3",3,"Smooth",58.7356494222081,0.295790851209314,72.8425293042245,0.207623880394301,"GP-UCB"
"4",4,"Smooth",62.7449892254623,0.290457770565174,77.6028256203859,0.186360251383136,"GP-UCB"
"5",5,"Smooth",65.9762681033669,0.285214041603089,80.8930054503903,0.169973572052483,"GP-UCB"
"6",6,"Smooth",68.3428782500223,0.28244934534875,83.2935516553456,0.156978325079547,"GP-UCB"
"7",7,"Smooth",71.5626739337604,0.267885181272544,85.1812553130086,0.144867496550153,"GP-UCB"
"8",8,"Smooth",73.4478125458189,0.263016325939902,86.6757103911049,0.135959848790653,"GP-UCB"
"9",9,"Smooth",75.5290508506426,0.250465743163437,87.8625242732853,0.128216353035604,"GP-UCB"
"10",10,"Smooth",77.3896929843943,0.239310691482121,88.7368233790065,0.122881516133336,"GP-UCB"
"11",11,"Smooth",79.0026004203523,0.231766082858561,89.5675651710314,0.11771964998081,"GP-UCB"
"12",1,"Rough",50.0721933632928,0.263531293910018,50.0721933632928,0.263531293910018,"GP-UCB"
"13",2,"Rough",50.7534865583265,0.26401758976623,64.6783855466457,0.219530202753132,"GP-UCB"
"14",3,"Rough",57.7002513707214,0.27684629049485,71.6468280059051,0.193930621186617,"GP-UCB"
"15",4,"Rough",60.7346388595115,0.274612323667093,75.749353710907,0.178031183417624,"GP-UCB"
"16",5,"Rough",63.7333471258834,0.27244500037448,78.9068901777935,0.163786846174816,"GP-UCB"
"17",6,"Rough",65.6128564585852,0.267296998318505,81.095002301538,0.154403205181667,"GP-UCB"
"18",7,"Rough",68.3928907435192,0.261840109897549,82.8974471750893,0.147710380837969,"GP-UCB"
"19",8,"Rough",69.7453515660884,0.259163900998988,84.2563089858524,0.14144136511123,"GP-UCB"
"20",9,"Rough",71.706133932041,0.255857057475097,85.4474681621635,0.136455774201749,"GP-UCB"
"21",10,"Rough",73.4212124895182,0.247921144730349,86.3759945681605,0.132485938961823,"GP-UCB"
"22",11,"Rough",74.5712357957475,0.241300041508209,87.0825421914932,0.128944415144112,"GP-UCB"
