"","trial","Environment","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,"Smooth",49.478663111595,0.284340232687018,49.478663111595,0.284340232687018,"GP-UCB"
"2",2,"Smooth",54.6720628104602,0.288303355976895,65.9081420144215,0.236825353050894,"GP-UCB"
"3",3,"Smooth",67.8538085520276,0.279745166010555,73.3125897968716,0.201309408921949,"GP-UCB"
"4",4,"Smooth",73.0802911202187,0.252682552484202,77.4640497332124,0.175739750426234,"GP-UCB"
"5",5,"Smooth",76.6937271323837,0.22684179364575,80.0134567529359,0.158183305895434,"GP-UCB"
"6",6,"Smooth",79.4321794523812,0.200626275576654,81.8123583503515,0.14339392604383,"GP-UCB"
"7",7,"Smooth",81.1703658346235,0.181632052275988,82.978247585444,0.133520822956108,"GP-UCB"
"8",8,"Smooth",82.4186464314272,0.166158413518166,83.7864634758499,0.126552935791635,"GP-UCB"
"9",9,"Smooth",83.3621583626219,0.151408852625778,84.3247401097557,0.121720350524982,"GP-UCB"
"10",10,"Smooth",84.0241782734152,0.14128635265325,84.7471280350824,0.117932767660852,"GP-UCB"
"11",11,"Smooth",84.5302076053107,0.132357402717132,85.0503829752039,0.115287394137887,"GP-UCB"
"12",1,"Rough",50.0082545172353,0.259928964877885,50.0082545172353,0.259928964877885,"GP-UCB"
"13",2,"Rough",52.6626170202732,0.266306189932222,65.0960336356429,0.218538171195952,"GP-UCB"
"14",3,"Rough",65.3695806216405,0.271155490572505,71.9648016277411,0.18959660599395,"GP-UCB"
"15",4,"Rough",70.3227395288038,0.25536830779,76.0180327220199,0.170390189092523,"GP-UCB"
"16",5,"Rough",73.8905633478425,0.236524413585954,78.5723203008964,0.156145890325508,"GP-UCB"
"17",6,"Rough",77.0256095231296,0.21403672566912,80.5191828670914,0.144963262636442,"GP-UCB"
"18",7,"Rough",78.8442801761122,0.202387676940937,81.8667208944754,0.136174174804227,"GP-UCB"
"19",8,"Rough",80.6564494247808,0.183192386265611,82.8811814239661,0.129685556662965,"GP-UCB"
"20",9,"Rough",81.803424887085,0.170970091330923,83.5964669298809,0.12496335974776,"GP-UCB"
"21",10,"Rough",82.7145779512508,0.160847936815529,84.1374200821546,0.121062477199677,"GP-UCB"
"22",11,"Rough",83.4749368896599,0.150578840038546,84.5980307991222,0.117901137410049,"GP-UCB"
