"","trial","Environment","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,"Smooth",49.3477264719895,0.283645475681274,49.3477264719895,0.283645475681274,"Local BMT-UCB"
"2",2,"Smooth",49.8043911311378,0.285330608828983,62.6393128503883,0.253782304324217,"Local BMT-UCB"
"3",3,"Smooth",49.5318458850757,0.284364880101239,70.2804272317122,0.226612484519957,"Local BMT-UCB"
"4",4,"Smooth",49.6504586971419,0.283245302874353,75.3809614053367,0.207438294098465,"Local BMT-UCB"
"5",5,"Smooth",49.8277980494004,0.284723077990094,79.0457164152903,0.190840241595176,"Local BMT-UCB"
"6",6,"Smooth",49.2090011745873,0.285177992903196,81.7610847820961,0.17784302904221,"Local BMT-UCB"
"7",7,"Smooth",49.9930714061203,0.284463379327248,84.0278282294102,0.166636244114479,"Local BMT-UCB"
"8",8,"Smooth",49.9156206067899,0.284892645605072,85.9602840365738,0.155858668139175,"Local BMT-UCB"
"9",9,"Smooth",49.4912058501177,0.284032967202418,87.3538439534445,0.147531128240994,"Local BMT-UCB"
"10",10,"Smooth",49.4840414098918,0.285673442066685,88.6342520246999,0.139860360292711,"Local BMT-UCB"
"11",11,"Smooth",49.5258640106272,0.282313859986347,89.7493952545969,0.131717600112092,"Local BMT-UCB"
"12",1,"Rough",49.7155514514022,0.261880402323162,49.7155514514022,0.261880402323162,"Local BMT-UCB"
"13",2,"Rough",50.4150045911566,0.263751406473883,63.4558327467976,0.226544947989531,"Local BMT-UCB"
"14",3,"Rough",50.2077187668891,0.262602793906106,70.4981179734659,0.203462259000632,"Local BMT-UCB"
"15",4,"Rough",50.3778353441515,0.263893494912944,75.0512027349181,0.188824421269593,"Local BMT-UCB"
"16",5,"Rough",50.1036462261384,0.263872110009948,78.3412381901291,0.177337822686061,"Local BMT-UCB"
"17",6,"Rough",50.0589944712862,0.261952934829319,80.8484457273399,0.167884827924136,"Local BMT-UCB"
"18",7,"Rough",50.137183753042,0.262646551652991,83.0055254765084,0.159019770498913,"Local BMT-UCB"
"19",8,"Rough",49.632134070941,0.262333990046411,84.6524990549998,0.151531855350886,"Local BMT-UCB"
"20",9,"Rough",49.9688842405994,0.263293940992506,86.1197970454321,0.145200066942277,"Local BMT-UCB"
"21",10,"Rough",50.3095231983155,0.262449076275371,87.4011456560688,0.138657580641828,"Local BMT-UCB"
"22",11,"Rough",50.0802030677037,0.262096264471694,88.4311031181136,0.133351331343812,"Local BMT-UCB"
