"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,1.4,48.062016,0.213288124001217,48.062016,0.213288124001217,"GP-UCB"
"2",2,1.4,49.391171,0.216750183063502,60.060306,0.18382761159226,"GP-UCB"
"3",3,1.4,50.911653,0.2157965811365,66.339209,0.16714971695824,"GP-UCB"
"4",4,1.4,51.76456,0.218324697897446,70.362786,0.157443722511875,"GP-UCB"
"5",5,1.4,51.837231,0.221964897391077,73.158977,0.15103325912157,"GP-UCB"
"6",6,1.4,53.026841,0.226533009068197,75.394129,0.147136631057517,"GP-UCB"
"7",7,1.4,53.35804,0.230386136581681,77.281588,0.143633393871373,"GP-UCB"
"8",8,1.4,54.210632,0.232214061402597,78.839165,0.14032709425701,"GP-UCB"
"9",9,1.4,55.124184,0.234092087474046,80.186307,0.137566692904477,"GP-UCB"
"10",10,1.4,55.410392,0.23559134256314,81.364604,0.135255910852208,"GP-UCB"
"11",11,1.4,55.89419,0.238326719645363,82.409532,0.132854808637533,"GP-UCB"
"12",12,1.4,56.184611,0.245069876625649,83.236143,0.13113287796172,"GP-UCB"
"13",13,1.4,57.338723,0.248388774364403,84.07027,0.128725359624788,"GP-UCB"
"14",14,1.4,57.656722,0.249946292491776,84.828393,0.126403301365964,"GP-UCB"
"15",15,1.4,58.667321,0.25615057403206,85.55431,0.124489216259427,"GP-UCB"
"16",16,1.4,59.774066,0.257530799206655,86.167482,0.122638306672075,"GP-UCB"
"17",17,1.4,61.037843,0.259280437141416,86.726704,0.1207071947662,"GP-UCB"
"18",18,1.4,61.541855,0.262712565558079,87.255449,0.119077602601766,"GP-UCB"
"19",19,1.4,62.486532,0.26445047033504,87.732539,0.117545087890208,"GP-UCB"
"20",20,1.4,63.862033,0.266656718070669,88.244125,0.115553395312099,"GP-UCB"
"21",21,1.4,65.214934,0.268177202813318,88.662553,0.113943660038571,"GP-UCB"
"22",22,1.4,65.958646,0.269745593386034,89.068773,0.112651478720933,"GP-UCB"
"23",23,1.4,67.071944,0.270615300905538,89.449254,0.111201864488933,"GP-UCB"
"24",24,1.4,67.984823,0.272767400365838,89.79004,0.109803450599771,"GP-UCB"
"25",25,1.4,69.723397,0.273472065279231,90.139035,0.108375166802896,"GP-UCB"
"26",26,1.4,70.800121,0.271578490792629,90.476848,0.106869779991713,"GP-UCB"
"27",27,1.4,71.844256,0.270784549662421,90.75683,0.10560486345727,"GP-UCB"
"28",28,1.4,72.580843,0.268557892805469,90.994792,0.104335074267697,"GP-UCB"
"29",29,1.4,74.328631,0.26432762604195,91.248162,0.103085921642578,"GP-UCB"
"30",30,1.4,75.472809,0.261124834398925,91.504505,0.101868009849219,"GP-UCB"
"31",31,1.4,76.280803,0.261173081952166,91.759651,0.100399314624442,"GP-UCB"
"32",32,1.4,77.397048,0.256125450580791,91.990233,0.0991617871136531,"GP-UCB"
"33",33,1.4,78.000117,0.256246732522434,92.159967,0.0981746726784798,"GP-UCB"
"34",34,1.4,78.804799,0.253990946771857,92.344809,0.0972717214668868,"GP-UCB"
"35",35,1.4,79.825031,0.248336196895605,92.504151,0.0962622241665964,"GP-UCB"
"36",36,1.4,80.488587,0.245451368557553,92.66497,0.0952391223130069,"GP-UCB"
"37",37,1.4,81.302122,0.241315460430649,92.80106,0.0943081496284846,"GP-UCB"
"38",38,1.4,82.159595,0.235179293958095,92.954017,0.0930914569942249,"GP-UCB"
"39",39,1.4,82.493865,0.233450953336967,93.058892,0.0924882851582986,"GP-UCB"
"40",40,1.4,83.287442,0.227180368746197,93.198567,0.0914205512856427,"GP-UCB"
"41",41,1.4,83.670088,0.226202216884623,93.278324,0.0908197182511855,"GP-UCB"
