"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,1.9,47.807123,0.213187158261777,47.807123,0.213187158261777,"GP-UCB"
"2",2,1.9,48.994084,0.215485479462725,59.913125,0.182212429892689,"GP-UCB"
"3",3,1.9,50.118169,0.21579090001897,66.005616,0.166672702825151,"GP-UCB"
"4",4,1.9,51.770967,0.219468135308369,70.223357,0.157599421438719,"GP-UCB"
"5",5,1.9,52.354148,0.221247321138857,73.292035,0.151199350525184,"GP-UCB"
"6",6,1.9,53.399563,0.224934506835078,75.725241,0.146600077996155,"GP-UCB"
"7",7,1.9,53.725339,0.226403739672828,77.527111,0.143056244307166,"GP-UCB"
"8",8,1.9,54.533745,0.225804031019245,78.995995,0.139787831239968,"GP-UCB"
"9",9,1.9,54.367833,0.23186626702043,80.187006,0.137317524015825,"GP-UCB"
"10",10,1.9,55.136967,0.235718090860517,81.278373,0.134533433505431,"GP-UCB"
"11",11,1.9,55.892242,0.237211938467942,82.302493,0.13204880293335,"GP-UCB"
"12",12,1.9,56.801292,0.242921259133258,83.210579,0.129977162008332,"GP-UCB"
"13",13,1.9,58.062303,0.246095828677181,84.053406,0.127646548335811,"GP-UCB"
"14",14,1.9,58.601296,0.245578426976838,84.800645,0.125697485842765,"GP-UCB"
"15",15,1.9,60.173768,0.249585858057447,85.494581,0.123608784168425,"GP-UCB"
"16",16,1.9,60.882079,0.254339391328544,86.100479,0.121974651119023,"GP-UCB"
"17",17,1.9,61.51786,0.257205979498201,86.661039,0.120072459784114,"GP-UCB"
"18",18,1.9,62.762271,0.258718047159545,87.185804,0.118284341008822,"GP-UCB"
"19",19,1.9,63.505711,0.261165741956952,87.673641,0.116302123977665,"GP-UCB"
"20",20,1.9,64.516422,0.264738043074539,88.09421,0.114942991994862,"GP-UCB"
"21",21,1.9,65.76411,0.265560313324095,88.506448,0.113471099709911,"GP-UCB"
"22",22,1.9,66.194753,0.267968252220891,88.848078,0.112100738615548,"GP-UCB"
"23",23,1.9,67.538336,0.266127117076323,89.168536,0.110764214703108,"GP-UCB"
"24",24,1.9,68.61089,0.266014625573279,89.520409,0.109439035268573,"GP-UCB"
"25",25,1.9,69.168621,0.267062151579209,89.842934,0.108069262141029,"GP-UCB"
"26",26,1.9,69.929334,0.268834969908583,90.083739,0.107093692003192,"GP-UCB"
"27",27,1.9,70.741821,0.269935724736362,90.356006,0.105819207307841,"GP-UCB"
"28",28,1.9,71.027831,0.269610893963798,90.572473,0.104739548436719,"GP-UCB"
"29",29,1.9,72.520886,0.264156589135798,90.777684,0.103743304357121,"GP-UCB"
"30",30,1.9,73.280012,0.264048015094628,90.970406,0.102768674028385,"GP-UCB"
"31",31,1.9,74.294756,0.261546045772924,91.175016,0.101874087200518,"GP-UCB"
"32",32,1.9,74.787302,0.26188793060563,91.361158,0.101000911442991,"GP-UCB"
"33",33,1.9,75.196027,0.25980052262011,91.483442,0.10029579044916,"GP-UCB"
"34",34,1.9,75.814383,0.25806205146858,91.622673,0.0995273889068801,"GP-UCB"
"35",35,1.9,76.574612,0.255326669675869,91.755804,0.0988656671518103,"GP-UCB"
"36",36,1.9,77.354244,0.251993450491785,91.877163,0.0981484827524591,"GP-UCB"
"37",37,1.9,78.047138,0.249532697856665,92.025536,0.0972574509662229,"GP-UCB"
"38",38,1.9,78.357985,0.249209650190261,92.150363,0.0965172949820195,"GP-UCB"
"39",39,1.9,78.955103,0.245013248254296,92.274655,0.0958335182095427,"GP-UCB"
"40",40,1.9,79.211692,0.246058452778871,92.369854,0.095324268963857,"GP-UCB"
"41",41,1.9,80.126542,0.240846554977496,92.508678,0.0945203149604656,"GP-UCB"
