"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,2.9,47.720872,0.209580182820955,47.720872,0.209580182820955,"GP-UCB"
"2",2,2.9,49.145751,0.212402595525239,59.952506,0.178426115481633,"GP-UCB"
"3",3,2.9,50.449714,0.214101860432095,66.21498,0.163336869552638,"GP-UCB"
"4",4,2.9,51.362779,0.218490378582832,70.363429,0.154860475757667,"GP-UCB"
"5",5,2.9,52.276603,0.218479701837609,73.327456,0.148624780441697,"GP-UCB"
"6",6,2.9,53.482292,0.225565656165112,75.721446,0.144540910646064,"GP-UCB"
"7",7,2.9,53.749783,0.224984002307765,77.435203,0.142212153487454,"GP-UCB"
"8",8,2.9,55.110013,0.228804601027882,78.988149,0.138725258760334,"GP-UCB"
"9",9,2.9,55.219799,0.231337226295698,80.212645,0.13536079394659,"GP-UCB"
"10",10,2.9,56.205681,0.233362135965272,81.279775,0.132521852168115,"GP-UCB"
"11",11,2.9,57.01097,0.236456205381919,82.326799,0.129926814114957,"GP-UCB"
"12",12,2.9,57.496912,0.237961190653542,83.161085,0.127713524678149,"GP-UCB"
"13",13,2.9,57.616881,0.243877248810611,83.871805,0.125886991189132,"GP-UCB"
"14",14,2.9,58.109784,0.245013979842715,84.579135,0.123534945292611,"GP-UCB"
"15",15,2.9,59.169891,0.245880183439562,85.180292,0.121550445867396,"GP-UCB"
"16",16,2.9,59.274551,0.250186373237983,85.736515,0.119916078617793,"GP-UCB"
"17",17,2.9,60.591299,0.251847320810764,86.249749,0.11803634987871,"GP-UCB"
"18",18,2.9,61.103558,0.256643342026565,86.713048,0.116573089885694,"GP-UCB"
"19",19,2.9,62.261004,0.254556433422882,87.128227,0.115074769593108,"GP-UCB"
"20",20,2.9,62.521544,0.255649904961839,87.481345,0.113737052035817,"GP-UCB"
"21",21,2.9,63.490529,0.261389192993967,87.791271,0.112774805302989,"GP-UCB"
"22",22,2.9,64.431172,0.260190806379115,88.092912,0.111762807599585,"GP-UCB"
"23",23,2.9,65.256298,0.260884266029107,88.394425,0.110859152270355,"GP-UCB"
"24",24,2.9,66.048239,0.262508678465141,88.673351,0.109994023422179,"GP-UCB"
"25",25,2.9,66.881792,0.260105910077644,88.917359,0.109228049090802,"GP-UCB"
"26",26,2.9,68.013034,0.261580939244934,89.165951,0.108269455134176,"GP-UCB"
"27",27,2.9,68.995166,0.259398372883929,89.372749,0.10737668017053,"GP-UCB"
"28",28,2.9,70.206674,0.256611705684916,89.596362,0.106582770817797,"GP-UCB"
"29",29,2.9,70.62944,0.260723021442356,89.786953,0.10580906852665,"GP-UCB"
"30",30,2.9,71.912575,0.257110142270707,89.936386,0.105284523767717,"GP-UCB"
"31",31,2.9,73.33242,0.253021574598059,90.100271,0.104644034789651,"GP-UCB"
"32",32,2.9,74.217436,0.249830665929454,90.249021,0.1040116058744,"GP-UCB"
"33",33,2.9,75.52027,0.24319704168188,90.38676,0.103397099244869,"GP-UCB"
"34",34,2.9,76.305386,0.241343363722771,90.520696,0.10288768872517,"GP-UCB"
"35",35,2.9,77.649921,0.234255305675666,90.643419,0.102391164780495,"GP-UCB"
"36",36,2.9,78.553193,0.230144035927943,90.746199,0.101888542249578,"GP-UCB"
"37",37,2.9,79.509593,0.223602855075947,90.848006,0.101486450535826,"GP-UCB"
"38",38,2.9,80.549468,0.220083207086551,90.953605,0.101001441665549,"GP-UCB"
"39",39,2.9,81.462297,0.21152666852794,91.049273,0.100572808776198,"GP-UCB"
"40",40,2.9,82.154958,0.207384005290641,91.143664,0.100156413545154,"GP-UCB"
"41",41,2.9,83.009177,0.198923285486184,91.230958,0.0997620563992809,"GP-UCB"
