"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,2.4,47.719916,0.211268987539118,47.719916,0.211268987539118,"GP-UCB"
"2",2,2.4,49.060761,0.213487154479141,59.788496,0.181543738318595,"GP-UCB"
"3",3,2.4,50.704458,0.216013608530876,66.224488,0.167156529146514,"GP-UCB"
"4",4,2.4,51.434083,0.217076889814462,70.384201,0.157023985828193,"GP-UCB"
"5",5,2.4,52.526691,0.218826888907151,73.470221,0.149578351202407,"GP-UCB"
"6",6,2.4,53.332607,0.222325696411557,75.798363,0.145537963366612,"GP-UCB"
"7",7,2.4,53.90521,0.226197134376079,77.607217,0.142306937212945,"GP-UCB"
"8",8,2.4,54.319762,0.229852860373931,79.1099,0.139910170797513,"GP-UCB"
"9",9,2.4,55.158407,0.228828269348261,80.387604,0.136959677669193,"GP-UCB"
"10",10,2.4,55.850861,0.234912702063186,81.461928,0.134237275810049,"GP-UCB"
"11",11,2.4,56.563124,0.236393674007943,82.464584,0.131133073558857,"GP-UCB"
"12",12,2.4,57.482284,0.240214504102339,83.407383,0.128468406953965,"GP-UCB"
"13",13,2.4,57.985626,0.243075906622706,84.167404,0.126106894819318,"GP-UCB"
"14",14,2.4,58.572036,0.245130690602009,84.863934,0.12374420819283,"GP-UCB"
"15",15,2.4,59.242735,0.24982285084567,85.512118,0.121670711848085,"GP-UCB"
"16",16,2.4,60.164969,0.249842451638964,86.042155,0.119785155261157,"GP-UCB"
"17",17,2.4,60.777088,0.254113947940445,86.522624,0.118329110439064,"GP-UCB"
"18",18,2.4,61.64831,0.253669463921227,86.942179,0.117105942455418,"GP-UCB"
"19",19,2.4,62.314933,0.255189183241523,87.359838,0.115506308061923,"GP-UCB"
"20",20,2.4,62.832124,0.259441407190986,87.733145,0.114190382722225,"GP-UCB"
"21",21,2.4,64.223138,0.259998494955324,88.105689,0.112748023114374,"GP-UCB"
"22",22,2.4,65.046241,0.261990111778782,88.503353,0.111252805481084,"GP-UCB"
"23",23,2.4,65.552484,0.260878026701093,88.776234,0.110266511979344,"GP-UCB"
"24",24,2.4,66.148113,0.262132625325901,89.033225,0.10933113255881,"GP-UCB"
"25",25,2.4,66.755119,0.264319171735685,89.281958,0.108569937375656,"GP-UCB"
"26",26,2.4,67.881111,0.265044718151164,89.515595,0.107563182652912,"GP-UCB"
"27",27,2.4,68.574861,0.263291380860049,89.800974,0.106332314896515,"GP-UCB"
"28",28,2.4,69.391346,0.263965060055533,90.018291,0.105439805615302,"GP-UCB"
"29",29,2.4,70.575275,0.260087059317222,90.224718,0.104607846360584,"GP-UCB"
"30",30,2.4,70.976502,0.262337759658067,90.412011,0.103701102339611,"GP-UCB"
"31",31,2.4,71.588786,0.261978284864976,90.561256,0.102997513839083,"GP-UCB"
"32",32,2.4,72.297498,0.262066853885779,90.712592,0.102305598525704,"GP-UCB"
"33",33,2.4,73.398933,0.258672790529671,90.880565,0.101505443078561,"GP-UCB"
"34",34,2.4,74.387451,0.257089205668435,91.035741,0.100713631036914,"GP-UCB"
"35",35,2.4,75.162177,0.253600480783165,91.165,0.100036104773356,"GP-UCB"
"36",36,2.4,76.17258,0.249308773304921,91.306306,0.0994803569735189,"GP-UCB"
"37",37,2.4,76.980533,0.246071048773917,91.435317,0.098846651131918,"GP-UCB"
"38",38,2.4,77.945066,0.242246849141854,91.556845,0.0982024095881684,"GP-UCB"
"39",39,2.4,78.644595,0.240974414107438,91.657463,0.0976065024693311,"GP-UCB"
"40",40,2.4,79.637469,0.234469991453263,91.747998,0.0971492500582392,"GP-UCB"
"41",41,2.4,80.20865,0.231064874404069,91.834264,0.0967253276589512,"GP-UCB"
