"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,2.6,47.803563,0.212245536707579,47.803563,0.212245536707579,"GP-UCB"
"2",2,2.6,49.557883,0.21315667334984,60.152099,0.179347454287358,"GP-UCB"
"3",3,2.6,50.447953,0.215077780379891,66.416934,0.164252047029739,"GP-UCB"
"4",4,2.6,51.793247,0.215409417334542,70.456732,0.154796211732504,"GP-UCB"
"5",5,2.6,52.108855,0.219678648486278,73.416173,0.149256648056648,"GP-UCB"
"6",6,2.6,53.484791,0.223132484730947,75.722073,0.144375558587521,"GP-UCB"
"7",7,2.6,53.872384,0.226109968660046,77.584832,0.140999236188137,"GP-UCB"
"8",8,2.6,54.195802,0.227759375084701,79.037108,0.13839177551425,"GP-UCB"
"9",9,2.6,55.37099,0.229139322646525,80.339951,0.135725802558349,"GP-UCB"
"10",10,2.6,55.42615,0.234730805730449,81.410862,0.133299032445478,"GP-UCB"
"11",11,2.6,56.292398,0.237698798034021,82.373898,0.130959428029213,"GP-UCB"
"12",12,2.6,57.377287,0.238934457440651,83.286955,0.127969701524417,"GP-UCB"
"13",13,2.6,57.946258,0.24104268212332,84.086074,0.125582426609935,"GP-UCB"
"14",14,2.6,58.27948,0.24758605371135,84.793492,0.123336253955386,"GP-UCB"
"15",15,2.6,59.371369,0.248774643868556,85.423364,0.121595542278246,"GP-UCB"
"16",16,2.6,60.208428,0.248782157099441,86.027942,0.119969267293641,"GP-UCB"
"17",17,2.6,60.676754,0.253411745496581,86.488472,0.118488073209378,"GP-UCB"
"18",18,2.6,61.336374,0.255289269904446,86.931542,0.117119296177775,"GP-UCB"
"19",19,2.6,62.482609,0.257753603544792,87.348255,0.1157051892768,"GP-UCB"
"20",20,2.6,63.029787,0.258724896609653,87.695517,0.114371661590486,"GP-UCB"
"21",21,2.6,63.374804,0.261229200469006,88.02772,0.112933233769732,"GP-UCB"
"22",22,2.6,64.011372,0.261756211229406,88.313851,0.111799874459557,"GP-UCB"
"23",23,2.6,65.076424,0.262669899483804,88.575132,0.111099358013414,"GP-UCB"
"24",24,2.6,65.413981,0.265465593172222,88.84613,0.109951898757202,"GP-UCB"
"25",25,2.6,66.46869,0.263401830219166,89.071041,0.109064956668534,"GP-UCB"
"26",26,2.6,67.27339,0.264670640365676,89.32067,0.108222762733851,"GP-UCB"
"27",27,2.6,67.786135,0.265378049480533,89.552397,0.106998426590153,"GP-UCB"
"28",28,2.6,68.800521,0.262464462168207,89.77311,0.105971502474598,"GP-UCB"
"29",29,2.6,69.731737,0.263068680972049,90.003474,0.105070327126628,"GP-UCB"
"30",30,2.6,70.86923,0.261675993872741,90.206633,0.104328680192372,"GP-UCB"
"31",31,2.6,71.726329,0.262232809331717,90.399651,0.10344099938059,"GP-UCB"
"32",32,2.6,72.644256,0.258545027172742,90.567387,0.102681819100659,"GP-UCB"
"33",33,2.6,73.847864,0.256142925839454,90.726634,0.102042566311997,"GP-UCB"
"34",34,2.6,74.905425,0.25338081733193,90.874871,0.101247684376953,"GP-UCB"
"35",35,2.6,76.037918,0.248604402413589,91.017663,0.100683351536243,"GP-UCB"
"36",36,2.6,76.806652,0.245680329288915,91.127987,0.10011730912955,"GP-UCB"
"37",37,2.6,78.048984,0.239244007469958,91.255038,0.0995860685857276,"GP-UCB"
"38",38,2.6,78.602006,0.236197024915756,91.359615,0.0991990664354038,"GP-UCB"
"39",39,2.6,79.696383,0.22919249010926,91.455949,0.0987785572190469,"GP-UCB"
"40",40,2.6,80.509078,0.226096521735089,91.562213,0.0982970941744231,"GP-UCB"
"41",41,2.6,81.670119,0.216210721508424,91.651939,0.0977032132778466,"GP-UCB"
