"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,2,47.915587,0.212987710396683,47.915587,0.212987710396683,"GP-UCB"
"2",2,2,49.26095,0.215394201802107,60.004931,0.18122899066162,"GP-UCB"
"3",3,2,50.473656,0.213254913854745,66.119816,0.165039056655195,"GP-UCB"
"4",4,2,51.632141,0.218072484104355,70.110422,0.156219221290793,"GP-UCB"
"5",5,2,52.317124,0.222918411861149,73.183962,0.150839008697717,"GP-UCB"
"6",6,2,53.10028,0.224635188652531,75.499729,0.146796695067103,"GP-UCB"
"7",7,2,54.114777,0.227920573217506,77.431335,0.142843628023739,"GP-UCB"
"8",8,2,54.188837,0.22925827750274,78.980659,0.140285324595275,"GP-UCB"
"9",9,2,54.91347,0.230631727581629,80.190386,0.137866484425524,"GP-UCB"
"10",10,2,55.317642,0.233988765871866,81.249714,0.135293580339603,"GP-UCB"
"11",11,2,56.160436,0.238978708355567,82.294548,0.132957214966585,"GP-UCB"
"12",12,2,57.122168,0.240360571284894,83.204485,0.1302592567416,"GP-UCB"
"13",13,2,58.100332,0.242179504430524,84.056622,0.127602716194561,"GP-UCB"
"14",14,2,58.423582,0.249855953262406,84.761302,0.125326602180866,"GP-UCB"
"15",15,2,59.730109,0.249883780394371,85.416155,0.122952594875652,"GP-UCB"
"16",16,2,60.435967,0.255541284189627,86.024776,0.121338514901503,"GP-UCB"
"17",17,2,61.697163,0.253516368775404,86.602214,0.11985288616989,"GP-UCB"
"18",18,2,62.576912,0.256684133535492,87.116721,0.118060522540408,"GP-UCB"
"19",19,2,63.141417,0.262119831826657,87.591718,0.116255452551149,"GP-UCB"
"20",20,2,64.476091,0.261775295945833,88.010447,0.114990268610899,"GP-UCB"
"21",21,2,65.447342,0.263111719562624,88.405547,0.113352102274233,"GP-UCB"
"22",22,2,66.000929,0.26653925929283,88.760508,0.112026095079635,"GP-UCB"
"23",23,2,67.044327,0.267876797876545,89.08673,0.110766120885691,"GP-UCB"
"24",24,2,67.761873,0.266678310952241,89.439521,0.109288785352918,"GP-UCB"
"25",25,2,68.731021,0.267102942115815,89.73171,0.108227577134644,"GP-UCB"
"26",26,2,69.487329,0.266828448463928,89.979612,0.107160423331463,"GP-UCB"
"27",27,2,70.579375,0.264811533266119,90.219272,0.106029835667169,"GP-UCB"
"28",28,2,70.718152,0.268504421890864,90.436534,0.105135072525927,"GP-UCB"
"29",29,2,71.530558,0.26654696108399,90.670726,0.103962794669824,"GP-UCB"
"30",30,2,72.580089,0.264478125439688,90.886368,0.103138595529736,"GP-UCB"
"31",31,2,72.724209,0.266512873146096,91.051736,0.102338611226483,"GP-UCB"
"32",32,2,73.769087,0.262573126729167,91.245699,0.101373939642808,"GP-UCB"
"33",33,2,74.526112,0.260085502681745,91.401698,0.100562024968505,"GP-UCB"
"34",34,2,75.142741,0.258010019919246,91.550873,0.0999596846565792,"GP-UCB"
"35",35,2,75.497651,0.261776165074821,91.695894,0.0991972968101745,"GP-UCB"
"36",36,2,76.729102,0.253602988485815,91.853401,0.0985232833905616,"GP-UCB"
"37",37,2,77.156395,0.253508808519541,91.978442,0.0977616437830457,"GP-UCB"
"38",38,2,78.036365,0.248608999960105,92.092654,0.0971002844905885,"GP-UCB"
"39",39,2,78.836109,0.243736953175439,92.201381,0.096393050435709,"GP-UCB"
"40",40,2,79.231984,0.24405857927839,92.302423,0.0958599804480068,"GP-UCB"
"41",41,2,79.92477,0.240088154903407,92.409584,0.0951943048625401,"GP-UCB"
