"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,1.8,47.602571,0.210707815926142,47.602571,0.210707815926142,"GP-UCB"
"2",2,1.8,49.368696,0.212361338335772,59.716252,0.180030455417236,"GP-UCB"
"3",3,1.8,50.914717,0.215846916176983,66.031854,0.166807499431096,"GP-UCB"
"4",4,1.8,51.786268,0.219059769568677,70.125164,0.158840462724616,"GP-UCB"
"5",5,1.8,52.334697,0.221278981947234,73.192594,0.151848086472148,"GP-UCB"
"6",6,1.8,53.196881,0.223458632915013,75.520084,0.147172524998744,"GP-UCB"
"7",7,1.8,53.742157,0.228325088131642,77.35366,0.143877928502849,"GP-UCB"
"8",8,1.8,54.091566,0.229858272327319,78.821117,0.140684467025174,"GP-UCB"
"9",9,1.8,54.84894,0.234195437624093,80.23658,0.137761901687352,"GP-UCB"
"10",10,1.8,55.521952,0.235929019268896,81.341836,0.135608468801146,"GP-UCB"
"11",11,1.8,56.206962,0.239523061434075,82.375259,0.1331423281727,"GP-UCB"
"12",12,1.8,57.028436,0.240725063666038,83.330555,0.129978692462445,"GP-UCB"
"13",13,1.8,57.175214,0.24322743578382,84.040132,0.128080864445245,"GP-UCB"
"14",14,1.8,58.412813,0.2484691321204,84.780084,0.125810590872835,"GP-UCB"
"15",15,1.8,59.098948,0.25158311139964,85.478332,0.123767528131896,"GP-UCB"
"16",16,1.8,60.344869,0.253615981812872,86.059115,0.122056362801156,"GP-UCB"
"17",17,1.8,61.223804,0.255822983785393,86.618773,0.120302425120178,"GP-UCB"
"18",18,1.8,62.410138,0.260675722493149,87.144476,0.118427005881744,"GP-UCB"
"19",19,1.8,63.565482,0.261172267390879,87.617273,0.116903475421408,"GP-UCB"
"20",20,1.8,64.663556,0.263651084588945,88.063386,0.115067480957992,"GP-UCB"
"21",21,1.8,65.440572,0.266179578300199,88.487472,0.113638514131922,"GP-UCB"
"22",22,1.8,66.629073,0.265504127329934,88.841996,0.112500128175404,"GP-UCB"
"23",23,1.8,67.68512,0.264982664923257,89.179084,0.111182927027582,"GP-UCB"
"24",24,1.8,68.211857,0.266697208347311,89.500486,0.110000768794104,"GP-UCB"
"25",25,1.8,69.560512,0.266505394452557,89.806437,0.108699166962737,"GP-UCB"
"26",26,1.8,70.020206,0.267616347353246,90.055794,0.107543319399724,"GP-UCB"
"27",27,1.8,71.203684,0.265331067800905,90.312477,0.106319009780148,"GP-UCB"
"28",28,1.8,72.11842,0.267370291176152,90.558452,0.105316565678293,"GP-UCB"
"29",29,1.8,72.978403,0.263564924682537,90.768661,0.104277136601604,"GP-UCB"
"30",30,1.8,73.459223,0.26630709748267,90.980128,0.103328744322681,"GP-UCB"
"31",31,1.8,74.817638,0.259011218408048,91.192959,0.102072388365701,"GP-UCB"
"32",32,1.8,75.108474,0.260011637228571,91.363608,0.101409153067493,"GP-UCB"
"33",33,1.8,75.807203,0.256879986089622,91.534222,0.100606696656897,"GP-UCB"
"34",34,1.8,76.27282,0.256774784789649,91.687958,0.0999060431944448,"GP-UCB"
"35",35,1.8,76.814094,0.257069613436772,91.833713,0.0991422073291215,"GP-UCB"
"36",36,1.8,77.833484,0.250752490327245,91.968562,0.0983376149490468,"GP-UCB"
"37",37,1.8,78.638173,0.246706398773779,92.117302,0.0975043273268646,"GP-UCB"
"38",38,1.8,78.921264,0.246957099803072,92.235162,0.0969412897105288,"GP-UCB"
"39",39,1.8,79.973899,0.241877354041712,92.377132,0.0960502122214437,"GP-UCB"
"40",40,1.8,80.3501,0.241040662381043,92.467361,0.095564264301197,"GP-UCB"
"41",41,1.8,81.19374,0.234311792628661,92.535284,0.095235154934551,"GP-UCB"
