"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,1.1,48.05361,0.210941387602553,48.05361,0.210941387602553,"GP-UCB"
"2",2,1.1,49.095416,0.213570220523845,59.536008,0.181574851493986,"GP-UCB"
"3",3,1.1,50.300813,0.216084317552506,65.548392,0.16738813023643,"GP-UCB"
"4",4,1.1,51.50401,0.216988860733813,69.554244,0.159355029808911,"GP-UCB"
"5",5,1.1,52.605915,0.221047916525846,72.522509,0.153612959549727,"GP-UCB"
"6",6,1.1,53.049393,0.222215609973482,74.840549,0.148809366881346,"GP-UCB"
"7",7,1.1,53.705481,0.22626249164273,76.745911,0.144599894149155,"GP-UCB"
"8",8,1.1,54.443376,0.229263130011218,78.407523,0.141912507417152,"GP-UCB"
"9",9,1.1,54.64953,0.231201697343241,79.754984,0.139218716109099,"GP-UCB"
"10",10,1.1,55.603244,0.23466790898288,81.053166,0.136452636742028,"GP-UCB"
"11",11,1.1,55.618723,0.236570825169671,82.089114,0.134632220582527,"GP-UCB"
"12",12,1.1,56.385689,0.239095429448089,83.064325,0.132259154983106,"GP-UCB"
"13",13,1.1,56.364182,0.243316153479669,83.876822,0.130449524038472,"GP-UCB"
"14",14,1.1,57.597801,0.244220439107229,84.668126,0.128369312340791,"GP-UCB"
"15",15,1.1,58.389658,0.248984803820548,85.36049,0.126630776232869,"GP-UCB"
"16",16,1.1,58.732693,0.251942471363331,86.042085,0.124567465076612,"GP-UCB"
"17",17,1.1,59.295432,0.255415572479056,86.623288,0.123022173255137,"GP-UCB"
"18",18,1.1,60.069366,0.256928729687862,87.179368,0.121595788091635,"GP-UCB"
"19",19,1.1,61.027635,0.259389457397055,87.710752,0.119712772093164,"GP-UCB"
"20",20,1.1,61.075753,0.26100485335075,88.172667,0.117966783392231,"GP-UCB"
"21",21,1.1,61.699619,0.26670068340358,88.609193,0.116386653758893,"GP-UCB"
"22",22,1.1,62.606368,0.267566962042729,89.061207,0.114522780712159,"GP-UCB"
"23",23,1.1,64.048898,0.26725364323343,89.458581,0.113103296756627,"GP-UCB"
"24",24,1.1,64.510866,0.271780746699305,89.846614,0.111576301975897,"GP-UCB"
"25",25,1.1,65.834878,0.271643261555788,90.198125,0.110509573522032,"GP-UCB"
"26",26,1.1,66.927804,0.271640720426555,90.573552,0.108715126078175,"GP-UCB"
"27",27,1.1,67.575471,0.275075600012775,90.935463,0.107161967690478,"GP-UCB"
"28",28,1.1,68.331807,0.275873655436418,91.220429,0.105849750295216,"GP-UCB"
"29",29,1.1,69.275149,0.277139400433261,91.479892,0.10464523192812,"GP-UCB"
"30",30,1.1,70.247323,0.278220436973135,91.751008,0.103342112091861,"GP-UCB"
"31",31,1.1,71.824877,0.276708770787755,92.055514,0.101749823391672,"GP-UCB"
"32",32,1.1,72.123642,0.273646836876871,92.288703,0.100328447952343,"GP-UCB"
"33",33,1.1,73.342795,0.274017077700797,92.539389,0.0988253693392056,"GP-UCB"
"34",34,1.1,74.679003,0.269119958659357,92.756962,0.0975138638575051,"GP-UCB"
"35",35,1.1,75.344188,0.268910202658387,92.970601,0.0959839504852503,"GP-UCB"
"36",36,1.1,76.429049,0.267885996941415,93.1445,0.0946203197600344,"GP-UCB"
"37",37,1.1,77.135187,0.265963756449027,93.337189,0.0933266224647285,"GP-UCB"
"38",38,1.1,78.285239,0.258831502763806,93.520497,0.0918222844602085,"GP-UCB"
"39",39,1.1,78.88966,0.25860227830836,93.680873,0.0906586513681617,"GP-UCB"
"40",40,1.1,79.83785,0.255268384886539,93.861819,0.0890017882514452,"GP-UCB"
"41",41,1.1,80.282037,0.252432887497513,94.013943,0.0878215529172126,"GP-UCB"
