"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,0.9,47.451198,0.211009058897416,47.451198,0.211009058897416,"GP-UCB"
"2",2,0.9,49.154593,0.212886454580111,59.163758,0.1834800303518,"GP-UCB"
"3",3,0.9,49.980513,0.21511450122097,65.13365,0.168533234392684,"GP-UCB"
"4",4,0.9,51.265697,0.215994893747124,69.14683,0.159655290624183,"GP-UCB"
"5",5,0.9,52.63256,0.221324532389665,72.312278,0.154049370774227,"GP-UCB"
"6",6,0.9,52.852932,0.22157392641018,74.624191,0.149397685374946,"GP-UCB"
"7",7,0.9,53.62378,0.22756286938583,76.59015,0.146442801308755,"GP-UCB"
"8",8,0.9,54.509755,0.229680522955822,78.377551,0.143220136649823,"GP-UCB"
"9",9,0.9,54.577966,0.231068296964492,79.72077,0.140297141344708,"GP-UCB"
"10",10,0.9,55.411174,0.234831809851358,80.924118,0.137583407333897,"GP-UCB"
"11",11,0.9,55.509264,0.23436555528742,81.973956,0.135140952581787,"GP-UCB"
"12",12,0.9,56.087191,0.236348021812524,82.925005,0.132995771344494,"GP-UCB"
"13",13,0.9,56.840567,0.241761551152396,83.78369,0.130966817809423,"GP-UCB"
"14",14,0.9,56.575472,0.244576701891313,84.545695,0.128807147875543,"GP-UCB"
"15",15,0.9,57.218914,0.245650854882109,85.261466,0.12721255134776,"GP-UCB"
"16",16,0.9,58.11374,0.248968046909796,85.959873,0.125678421926602,"GP-UCB"
"17",17,0.9,58.613326,0.250046663135397,86.55612,0.123784854136406,"GP-UCB"
"18",18,0.9,59.14647,0.251283536451315,87.121531,0.121725169321256,"GP-UCB"
"19",19,0.9,59.419889,0.252857167006313,87.640736,0.119939407260382,"GP-UCB"
"20",20,0.9,59.747385,0.254966157113655,88.112884,0.118569260220351,"GP-UCB"
"21",21,0.9,60.524856,0.257475826519793,88.611271,0.11671029772396,"GP-UCB"
"22",22,0.9,60.603882,0.261423495377522,89.079705,0.115151745304803,"GP-UCB"
"23",23,0.9,61.472135,0.26093537668982,89.443224,0.113598625499404,"GP-UCB"
"24",24,0.9,62.152873,0.265953260493764,89.870492,0.111809613901353,"GP-UCB"
"25",25,0.9,62.667186,0.265902816263593,90.226848,0.110554110089202,"GP-UCB"
"26",26,0.9,63.238348,0.267640729013863,90.575513,0.109111698300199,"GP-UCB"
"27",27,0.9,64.188271,0.267979697439713,90.943474,0.107603311409989,"GP-UCB"
"28",28,0.9,64.293204,0.269844234806942,91.229524,0.10618907371891,"GP-UCB"
"29",29,0.9,65.029305,0.272670785498601,91.527368,0.104761562511045,"GP-UCB"
"30",30,0.9,66.256239,0.275923451463616,91.825759,0.103454978873215,"GP-UCB"
"31",31,0.9,66.598282,0.274803719129222,92.066369,0.102379210931063,"GP-UCB"
"32",32,0.9,67.91075,0.276411765788247,92.335023,0.101043264694294,"GP-UCB"
"33",33,0.9,68.343617,0.278226847803398,92.598156,0.0998351647666232,"GP-UCB"
"34",34,0.9,68.920008,0.278114003473192,92.807157,0.098870736980151,"GP-UCB"
"35",35,0.9,69.839194,0.278192701451621,93.041834,0.0976022242116516,"GP-UCB"
"36",36,0.9,70.903944,0.276037248531324,93.286868,0.0959402739555932,"GP-UCB"
"37",37,0.9,71.693826,0.276699534479931,93.520878,0.0941949637615059,"GP-UCB"
"38",38,0.9,72.254728,0.277658640518654,93.73475,0.0927298359536864,"GP-UCB"
"39",39,0.9,73.438036,0.278146467297353,93.958641,0.0912780402746221,"GP-UCB"
"40",40,0.9,73.904308,0.274552264665067,94.144409,0.0899540198748286,"GP-UCB"
"41",41,0.9,74.787695,0.274106417838998,94.298172,0.0888186495004935,"GP-UCB"
