"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,2.8,47.687526,0.211498905128654,47.687526,0.211498905128654,"GP-UCB"
"2",2,2.8,49.22658,0.213956729121927,60.120607,0.179613702206589,"GP-UCB"
"3",3,2.8,50.489667,0.218376748575353,66.52429,0.163607995468461,"GP-UCB"
"4",4,2.8,52.092122,0.21712945628309,70.645057,0.155237763453341,"GP-UCB"
"5",5,2.8,52.558697,0.21999019403093,73.695551,0.148372182244807,"GP-UCB"
"6",6,2.8,53.650732,0.225468982488998,75.983965,0.144432255533594,"GP-UCB"
"7",7,2.8,54.141076,0.226145983021556,77.756187,0.140772411445871,"GP-UCB"
"8",8,2.8,54.708864,0.229860823288264,79.198086,0.137822122213372,"GP-UCB"
"9",9,2.8,55.450967,0.233502872000784,80.477514,0.135461581616301,"GP-UCB"
"10",10,2.8,55.993192,0.235688041746746,81.621772,0.132319786013199,"GP-UCB"
"11",11,2.8,56.689238,0.237377217361456,82.61401,0.129527916497198,"GP-UCB"
"12",12,2.8,57.504328,0.240415407650311,83.449166,0.127314884536046,"GP-UCB"
"13",13,2.8,58.181775,0.241406179569395,84.184724,0.125208504612686,"GP-UCB"
"14",14,2.8,58.853159,0.245299165850903,84.870463,0.122958940633332,"GP-UCB"
"15",15,2.8,59.438488,0.247330293225032,85.400181,0.121602945882773,"GP-UCB"
"16",16,2.8,60.175028,0.251884675589646,85.923987,0.119621441172985,"GP-UCB"
"17",17,2.8,60.736375,0.251969009795108,86.439767,0.118065368761128,"GP-UCB"
"18",18,2.8,61.198758,0.254823639971829,86.839152,0.116632209081836,"GP-UCB"
"19",19,2.8,61.54316,0.258369580170414,87.220691,0.115279651339919,"GP-UCB"
"20",20,2.8,62.622398,0.257853679727427,87.574269,0.114025676012216,"GP-UCB"
"21",21,2.8,63.221274,0.260826880531615,87.913564,0.112963829629093,"GP-UCB"
"22",22,2.8,63.940923,0.260982289198586,88.193328,0.111995160270585,"GP-UCB"
"23",23,2.8,64.747626,0.264257424643207,88.447323,0.111041586505959,"GP-UCB"
"24",24,2.8,66.005278,0.260727938798431,88.726738,0.110071619757698,"GP-UCB"
"25",25,2.8,66.578284,0.265232779019187,88.950408,0.109149926898774,"GP-UCB"
"26",26,2.8,67.572193,0.26226376413884,89.181988,0.10832532245202,"GP-UCB"
"27",27,2.8,68.377078,0.262010184095673,89.394929,0.107455849200724,"GP-UCB"
"28",28,2.8,69.558711,0.259566655862673,89.60378,0.106579913581115,"GP-UCB"
"29",29,2.8,70.970078,0.256754867372721,89.831164,0.105776856754457,"GP-UCB"
"30",30,2.8,71.622862,0.255568232875413,89.982993,0.105169907673931,"GP-UCB"
"31",31,2.8,72.814444,0.253522995860394,90.118492,0.104590518500721,"GP-UCB"
"32",32,2.8,73.893558,0.249956526173175,90.289701,0.103952713686215,"GP-UCB"
"33",33,2.8,74.908379,0.246026921492031,90.459843,0.103377359486401,"GP-UCB"
"34",34,2.8,76.113607,0.242120464074947,90.597431,0.102850406181157,"GP-UCB"
"35",35,2.8,77.077202,0.238903454849848,90.709246,0.102332892557761,"GP-UCB"
"36",36,2.8,78.224251,0.232176797360165,90.82107,0.101943941312012,"GP-UCB"
"37",37,2.8,79.407547,0.227068972484366,90.944147,0.101515962480306,"GP-UCB"
"38",38,2.8,80.196682,0.223437667071141,91.05604,0.101099625119285,"GP-UCB"
"39",39,2.8,80.969166,0.218269562959786,91.15519,0.100627632747855,"GP-UCB"
"40",40,2.8,81.746321,0.211339742912187,91.241778,0.100169726181496,"GP-UCB"
"41",41,2.8,82.406259,0.207934890894667,91.320754,0.0998526970454936,"GP-UCB"
