"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,3,47.478736,0.212055946954322,47.478736,0.212055946954322,"GP-UCB"
"2",2,3,48.877206,0.213378131213216,59.981249,0.178365364825509,"GP-UCB"
"3",3,3,50.65714,0.216789462463339,66.383061,0.164265220373305,"GP-UCB"
"4",4,3,51.355808,0.217359739239671,70.454645,0.155556038730472,"GP-UCB"
"5",5,3,52.459898,0.215206545798902,73.333108,0.14883782230256,"GP-UCB"
"6",6,3,53.091603,0.223103952460281,75.584734,0.145119097420595,"GP-UCB"
"7",7,3,54.103449,0.224211338406127,77.433597,0.141011511685401,"GP-UCB"
"8",8,3,54.817852,0.229872485135894,78.905076,0.138668816918228,"GP-UCB"
"9",9,3,55.541782,0.23123497411026,80.154879,0.136023241693337,"GP-UCB"
"10",10,3,56.274335,0.233811742196273,81.294898,0.132866664246554,"GP-UCB"
"11",11,3,56.595507,0.235130831923649,82.22565,0.130346776507763,"GP-UCB"
"12",12,3,57.039643,0.237046883718734,83.113615,0.128374751481198,"GP-UCB"
"13",13,3,57.827462,0.241403455167221,83.873963,0.125937716555876,"GP-UCB"
"14",14,3,58.313527,0.244383406891678,84.564079,0.123587376139839,"GP-UCB"
"15",15,3,58.742294,0.247629357871082,85.12921,0.121568176171792,"GP-UCB"
"16",16,3,59.86147,0.248580104744441,85.65829,0.119449906277071,"GP-UCB"
"17",17,3,60.610965,0.250652762631133,86.137386,0.117887960868921,"GP-UCB"
"18",18,3,61.180078,0.251098230012685,86.54156,0.116455907649559,"GP-UCB"
"19",19,3,61.946343,0.257103330476074,86.902454,0.11532405680341,"GP-UCB"
"20",20,3,62.493072,0.258412076026615,87.242887,0.114358147913135,"GP-UCB"
"21",21,3,63.520369,0.258309702635483,87.556324,0.113244483954041,"GP-UCB"
"22",22,3,64.046444,0.262435286662169,87.850295,0.112280795971581,"GP-UCB"
"23",23,3,64.737571,0.25926943185965,88.089832,0.111543017673258,"GP-UCB"
"24",24,3,66.151121,0.260497964464763,88.365991,0.110656549869381,"GP-UCB"
"25",25,3,66.878478,0.260737870015151,88.622461,0.109828988295508,"GP-UCB"
"26",26,3,67.76942,0.261454048938491,88.843533,0.108956744013382,"GP-UCB"
"27",27,3,68.652963,0.26157583535722,89.046683,0.108166617523457,"GP-UCB"
"28",28,3,70.198108,0.255901491522363,89.26588,0.107317723186485,"GP-UCB"
"29",29,3,71.409366,0.252832315093937,89.43724,0.106810584186818,"GP-UCB"
"30",30,3,72.453479,0.251628747263306,89.594197,0.106175081032709,"GP-UCB"
"31",31,3,73.63595,0.247714084328097,89.745687,0.10544788070112,"GP-UCB"
"32",32,3,74.607197,0.244953135785587,89.912552,0.104943438895752,"GP-UCB"
"33",33,3,76.245319,0.234827650915277,90.080038,0.104327893867362,"GP-UCB"
"34",34,3,77.247912,0.232146393081624,90.223117,0.103691198680985,"GP-UCB"
"35",35,3,78.418638,0.226322725540555,90.354804,0.103202451282678,"GP-UCB"
"36",36,3,79.211148,0.22165181884002,90.452204,0.102639190344516,"GP-UCB"
"37",37,3,80.381005,0.214415301945006,90.564224,0.102196466150018,"GP-UCB"
"38",38,3,81.183836,0.209370758622036,90.65274,0.101755906745976,"GP-UCB"
"39",39,3,81.826298,0.20595616386907,90.743017,0.101410921484181,"GP-UCB"
"40",40,3,82.603273,0.198697223937395,90.84004,0.100980240853071,"GP-UCB"
"41",41,3,83.052568,0.196966527729567,90.921087,0.100675201586411,"GP-UCB"
