"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,2.1,48.110844,0.210189843745619,48.110844,0.210189843745619,"GP-UCB"
"2",2,2.1,49.731017,0.214102587484056,60.312721,0.178682942521134,"GP-UCB"
"3",3,2.1,50.418472,0.217900865971801,66.393702,0.164408490245139,"GP-UCB"
"4",4,2.1,51.483809,0.215966886632567,70.380294,0.155095976187454,"GP-UCB"
"5",5,2.1,52.46378,0.219234189053909,73.32843,0.150143457757242,"GP-UCB"
"6",6,2.1,53.149308,0.222357907523023,75.619153,0.146179608957839,"GP-UCB"
"7",7,2.1,53.83151,0.225429239625648,77.484019,0.142545205346657,"GP-UCB"
"8",8,2.1,54.030676,0.228962452670248,79.027692,0.139363380098521,"GP-UCB"
"9",9,2.1,54.786074,0.232194750144899,80.313411,0.136721729811498,"GP-UCB"
"10",10,2.1,55.635859,0.233562443902551,81.450886,0.134332124406134,"GP-UCB"
"11",11,2.1,55.989236,0.240324523553658,82.435293,0.132423587642351,"GP-UCB"
"12",12,2.1,56.933276,0.240574263458098,83.293817,0.130323008032708,"GP-UCB"
"13",13,2.1,57.766791,0.244904073514007,84.138465,0.128127268507024,"GP-UCB"
"14",14,2.1,58.836844,0.246768148260398,84.837181,0.126342621953702,"GP-UCB"
"15",15,2.1,59.769855,0.249305558279466,85.503049,0.124012987470934,"GP-UCB"
"16",16,2.1,60.524725,0.251858087366784,86.121457,0.121794309752566,"GP-UCB"
"17",17,2.1,61.205941,0.253756655608239,86.624217,0.120028915794294,"GP-UCB"
"18",18,2.1,61.883185,0.25702410007114,87.105223,0.117991227665482,"GP-UCB"
"19",19,2.1,63.115606,0.259963025222289,87.564786,0.116531417414124,"GP-UCB"
"20",20,2.1,64.125185,0.262363897478383,87.967032,0.115316324102696,"GP-UCB"
"21",21,2.1,64.694906,0.262004091364058,88.345297,0.114145328133799,"GP-UCB"
"22",22,2.1,65.372312,0.263488495126774,88.689372,0.112768385310042,"GP-UCB"
"23",23,2.1,65.899287,0.266618642229311,88.981547,0.111530720036366,"GP-UCB"
"24",24,2.1,66.947881,0.266013790577973,89.263351,0.110378318728836,"GP-UCB"
"25",25,2.1,67.893829,0.265751950632168,89.585346,0.10909952235737,"GP-UCB"
"26",26,2.1,69.116415,0.264523841001191,89.866211,0.107814253522779,"GP-UCB"
"27",27,2.1,69.461274,0.267110571317242,90.119389,0.106574715222047,"GP-UCB"
"28",28,2.1,70.034854,0.268261346132556,90.340818,0.10568072074206,"GP-UCB"
"29",29,2.1,70.916383,0.266115841931411,90.546563,0.104839489800195,"GP-UCB"
"30",30,2.1,72.023264,0.263212222277055,90.734357,0.103990008399075,"GP-UCB"
"31",31,2.1,72.42058,0.26385062794647,90.908089,0.103298781268847,"GP-UCB"
"32",32,2.1,73.126065,0.260405111291572,91.048793,0.102523136455465,"GP-UCB"
"33",33,2.1,73.944083,0.26035332812057,91.203614,0.101974680903913,"GP-UCB"
"34",34,2.1,74.862553,0.258018067195921,91.37053,0.101144392255421,"GP-UCB"
"35",35,2.1,75.316265,0.258366261292908,91.528995,0.100265746912881,"GP-UCB"
"36",36,2.1,75.786846,0.257534617007353,91.663005,0.0995980085259125,"GP-UCB"
"37",37,2.1,76.476074,0.254201789186494,91.779373,0.0989282554867944,"GP-UCB"
"38",38,2.1,77.285263,0.251020813842162,91.901476,0.098280686451995,"GP-UCB"
"39",39,2.1,77.838343,0.250078845109522,92.031596,0.0976127540142835,"GP-UCB"
"40",40,2.1,78.646699,0.247806285422403,92.162298,0.0968972051648368,"GP-UCB"
"41",41,2.1,79.363843,0.243303527538723,92.294401,0.0962332855754451,"GP-UCB"
