"","trial","lambda","meanReward","meanSE","maxReward","maxSE","Model"
"1",1,0.2,47.434469,0.210458512663088,47.434469,0.210458512663088,"GP-UCB"
"2",2,0.2,48.162251,0.216285541661603,59.167776,0.182553481579361,"GP-UCB"
"3",3,0.2,48.305772,0.216143946232484,64.958529,0.167953222294494,"GP-UCB"
"4",4,0.2,48.512984,0.220460314575219,68.828873,0.158494443779137,"GP-UCB"
"5",5,0.2,48.956999,0.224311342785536,71.708697,0.151537342789971,"GP-UCB"
"6",6,0.2,49.46381,0.224725855961044,73.864327,0.145974916298404,"GP-UCB"
"7",7,0.2,49.878644,0.226033292156361,75.589696,0.141762777559092,"GP-UCB"
"8",8,0.2,49.651,0.228400329086962,77.006431,0.137376224252681,"GP-UCB"
"9",9,0.2,50.130494,0.23072931694383,78.234326,0.134810619295662,"GP-UCB"
"10",10,0.2,50.147387,0.232209822489035,79.29373,0.131664955287104,"GP-UCB"
"11",11,0.2,50.796857,0.235390796620999,80.216486,0.129321049696366,"GP-UCB"
"12",12,0.2,50.500543,0.234730359876391,80.969224,0.127415094429236,"GP-UCB"
"13",13,0.2,50.919833,0.238628133862791,81.705,0.125715522793596,"GP-UCB"
"14",14,0.2,51.088247,0.241327683767931,82.398947,0.124320102641975,"GP-UCB"
"15",15,0.2,50.929115,0.243718878406755,83.00038,0.122808608684394,"GP-UCB"
"16",16,0.2,51.175204,0.244006833484878,83.574852,0.121320398225987,"GP-UCB"
"17",17,0.2,51.869893,0.246617477004067,84.142248,0.119718207159822,"GP-UCB"
"18",18,0.2,51.843195,0.247705915993703,84.646418,0.118439680448396,"GP-UCB"
"19",19,0.2,52.590519,0.250125393099724,85.096388,0.117238065899072,"GP-UCB"
"20",20,0.2,53.026818,0.253624073913685,85.5827,0.116316347089564,"GP-UCB"
"21",21,0.2,53.263198,0.254312797332671,86.015742,0.115168229582008,"GP-UCB"
"22",22,0.2,53.295885,0.253029333232385,86.416834,0.113690609291658,"GP-UCB"
"23",23,0.2,53.215895,0.256886458002613,86.807519,0.112666862162958,"GP-UCB"
"24",24,0.2,53.589886,0.25817684027578,87.176196,0.111394279662434,"GP-UCB"
"25",25,0.2,54.22917,0.262040635922365,87.51052,0.110436392645912,"GP-UCB"
"26",26,0.2,54.299263,0.262686600891084,87.849189,0.109316244627054,"GP-UCB"
"27",27,0.2,55.022765,0.26642030272156,88.170495,0.108265766649114,"GP-UCB"
"28",28,0.2,54.990522,0.264129598086262,88.489965,0.107117544023849,"GP-UCB"
"29",29,0.2,55.240181,0.267400041918407,88.767475,0.106247236712154,"GP-UCB"
"30",30,0.2,55.464424,0.269446758251747,89.038719,0.105149550068899,"GP-UCB"
"31",31,0.2,55.356098,0.269307859287001,89.312901,0.104241404213753,"GP-UCB"
"32",32,0.2,55.84465,0.272203184380912,89.594213,0.103230188080988,"GP-UCB"
"33",33,0.2,56.139159,0.272786235292928,89.837884,0.102327215315154,"GP-UCB"
"34",34,0.2,56.937529,0.273706842764286,90.092133,0.101506021738989,"GP-UCB"
"35",35,0.2,56.493635,0.273309854530231,90.314562,0.100699899512322,"GP-UCB"
"36",36,0.2,56.735893,0.275606713960914,90.541765,0.0996694302432296,"GP-UCB"
"37",37,0.2,57.482259,0.276976248051869,90.770876,0.0985350820951744,"GP-UCB"
"38",38,0.2,57.721024,0.277731038027965,90.997526,0.0978026362604728,"GP-UCB"
"39",39,0.2,57.575949,0.280336566806774,91.179348,0.0969825910552321,"GP-UCB"
"40",40,0.2,57.974707,0.278629734476255,91.367671,0.0961314093382701,"GP-UCB"
"41",41,0.2,58.311401,0.280513973298375,91.557528,0.0954582241725553,"GP-UCB"
