scenario,kernel,horizon,scale,envOrder,searchHistory
0,0,0,"[62,64,75,76,63,60,61,70]","[5,1,9,4,11,19,16,18]","{""xcollect"":[[0,0,1,0,2,0,0,1,1,0,1,2,6,7,9,4,7,10,10,8,7],[4,3,3,4,4,5,5,6,6,5,4,3,5,5,8,10,10,8,6,2,0,2,0,0,0,1,1,0,2,1,0,0,1,1,0,2,2,3,4,6,9],[10,8,7,9,10,10,10,9,8,7,8,7,7,8,9,8,6,3,4,1,0],[6,1,4,2,7,2,1,1,0,0,1,2,3,3,3,2,4,5,8,10,10,9,10,8,7,7,7,7,8,8,9,8,9,10,10,9,10,6,2,3,3],[4,2,9,9,1,7,3,7,3,5,1,9,5,5,10,10,10,10,10,9,8],[1,4,7,7,4,2,7,8,9,10,9,2,2,1,0,0,0,1,2,1,4,4,7,7,7,7,7,5,8,7,6,5,4,4,9,10,10,10,10,10,9],[10,1,4,6,9,8,8,7,3,2,1,1,5,7,7,8,6,6,6,5,9],[8,4,1,0,1,1,1,0,2,2,3,3,2,1,2,3,2,3,6,8,10,9,5,10,6,4,2,0,1,3,5,2,2,1,8,7,7,8,8,9,7]],""ycollect"":[[7,9,10,8,6,1,0,0,1,2,3,2,2,7,3,6,9,9,1,10,10],[7,8,6,6,5,5,6,6,5,4,4,5,8,7,1,4,8,9,2,0,2,2,3,1,0,0,1,8,10,9,6,5,6,7,7,7,6,7,0,0,0],[4,1,5,9,8,9,10,10,9,9,8,8,10,10,8,7,9,9,10,9,10],[1,3,6,9,9,10,10,8,9,10,9,8,8,6,7,7,7,10,4,8,10,4,4,3,4,4,3,2,2,0,1,1,2,1,3,3,2,4,0,2,0],[6,1,1,9,9,3,3,7,7,5,5,5,1,9,5,5,4,6,3,4,4],[2,1,2,7,9,9,7,7,8,4,2,3,3,3,0,1,2,3,1,8,5,5,4,5,6,8,9,9,8,9,8,8,8,2,1,6,8,5,5,7,6],[10,1,1,2,1,9,7,8,7,6,5,10,10,9,10,10,10,9,8,9,9],[2,2,2,2,0,3,4,3,3,2,3,1,1,1,0,3,4,2,2,7,1,5,6,10,10,9,7,6,10,9,8,10,9,9,9,9,10,10,8,9,8]],""zcollect"":[[68,90,60,96,52,99,77,64,76,77,36,62,68,68,8,30,81,61,41,71,69],[76,72,82,97,92,90,97,77,71,50,61,69,58,78,67,44,54,63,32,31,73,48,23,84,85,22,28,51,26,35,86,64,73,79,69,87,71,91,54,35,87],[47,35,32,57,59,28,20,64,100,83,67,43,64,85,67,50,28,53,62,32,73],[19,24,17,57,51,51,64,46,11,28,39,61,61,49,66,58,41,13,61,54,45,44,15,65,65,64,48,38,79,25,45,28,74,32,57,72,54,62,63,28,33],[61,67,30,49,21,60,17,41,57,40,52,68,16,5,87,88,100,66,48,79,80],[74,20,24,79,62,71,78,56,63,31,37,42,42,68,19,31,60,65,58,31,58,59,70,43,40,94,61,27,82,62,77,62,65,23,28,77,47,47,48,33,49],[61,62,18,32,36,69,22,51,32,36,39,60,62,82,86,78,89,71,51,53,47],[44,35,69,35,38,76,62,29,87,99,55,24,55,48,37,55,74,54,11,42,30,23,39,41,36,40,5,37,52,54,35,48,48,37,83,74,46,58,59,62,54]],""zcollectScaled"":[[47,61,42,65,37,66,53,45,52,53,27,43,47,47,10,24,55,43,30,49,48],[54,51,57,67,64,63,67,54,50,37,44,49,42,55,48,33,40,45,25,25,52,36,20,59,59,19,23,38,22,27,60,46,52,56,49,61,50,63,40,27,61],[40,31,29,48,49,26,20,53,80,67,55,37,53,69,55,43,26,45,52,29,60],[19,23,18,48,44,44,54,40,13,26,35,51,51,42,55,49,36,15,51,46,39,38,16,54,54,54,41,34,65,24,39,26,61,29,48,60,46,52,53,26,30],[43,47,24,36,18,43,16,31,41,30,38,48,15,8,60,60,68,47,35,55,55],[49,17,19,52,42,48,52,39,43,24,27,30,30,46,16,24,41,44,40,24,40,40,47,31,29,61,42,21,54,42,51,42,44,19,22,51,33,33,34,25,34],[42,43,16,25,27,47,18,36,25,27,29,42,43,55,57,53,59,48,36,37,34],[36,30,53,30,32,58,48,25,66,74,44,22,44,39,31,44,57,43,13,34,26,21,32,34,30,33,9,31,41,43,30,39,39,31,63,57,37,46,46,48,43]]}"
0,0,1,"[76,75,61,63,75,69,69,70]","[18,6,7,0,3,8,13,9]","{""xcollect"":[[10,6,5,5,6,7,5,4,0,1,0,0,2,10,10,10,9,8,7,6,7,8,7,1,0,2,3,9,10,8,9,9,8,10,10,5,2,2,2,1,2],[6,6,6,5,7,7,5,10,10,9,8,9,9,10,10,9,9,0,1,0,5],[3,0,10,10,5,0,5,5,5,4,6,6,9,9,1,2,2,1,8,8,2,2,1,6,6,6,7,6,5,4,5,6,5,1,2,0,3,4,5,8,9],[8,7,10,10,10,0,0,5,4,5,4,4,1,1,9,8,8,8,9,8,7],[8,10,10,0,0,9,8,7,8,9,7,10,10,5,5,5,5,1,2,3,7,7,6,7,8,8,9,9,10,10,8,9,9,2,2,1,3,2,1,3,3],[8,3,2,0,10,10,4,4,4,4,3,5,5,3,6,6,0,0,6,6,10],[1,2,9,10,9,9,9,5,4,0,0,1,4,4,7,7,7,3,5,1,0,0,1,2,10,10,2,7,7,7,0,1,4,4,5,5,0,9,10,3,3],[7,4,3,1,2,8,10,9,10,9,6,1,0,0,0,0,1,1,4,7,5]],""ycollect"":[[5,5,5,6,4,5,4,4,0,0,1,2,0,10,9,8,9,9,9,9,10,8,8,9,10,7,7,0,0,0,1,2,1,1,2,1,4,5,5,4,3],[10,10,9,9,9,10,10,9,10,10,10,9,8,0,1,0,1,0,0,10,0],[1,10,10,0,5,0,9,8,7,8,8,9,4,5,5,4,6,6,2,8,10,9,1,0,3,4,4,5,3,3,2,2,4,2,1,1,8,9,10,10,10],[5,5,5,10,0,0,10,8,8,1,2,1,4,5,3,9,10,8,8,7,8],[0,0,10,10,0,10,10,10,9,9,9,3,4,5,4,9,1,4,7,7,7,6,7,8,7,8,7,8,7,8,6,6,5,2,0,0,0,1,1,4,5],[8,5,3,0,1,8,10,9,8,9,9,9,10,10,10,9,9,3,2,0,5],[4,7,9,6,7,8,1,0,0,0,1,0,6,4,4,10,8,9,10,9,10,9,10,10,10,0,5,2,0,6,2,1,3,5,5,3,6,5,2,1,2],[6,5,9,3,1,1,4,10,10,9,9,10,8,1,0,2,0,1,0,0,2]],""zcollect"":[[27,68,61,39,56,60,66,52,59,37,53,35,35,40,50,44,64,80,73,46,46,59,53,36,40,4,1,63,43,39,59,53,44,31,25,9,73,53,51,63,88],[57,56,38,16,50,47,27,35,61,85,47,82,49,83,68,71,37,47,36,10,87],[42,9,51,25,45,28,90,94,62,91,73,52,32,29,61,50,61,59,43,50,30,33,63,33,90,84,65,51,100,62,82,64,67,55,29,28,70,79,58,69,70],[69,47,32,52,14,37,55,26,38,62,51,70,17,27,34,91,76,87,63,56,99],[25,19,52,39,44,86,90,75,73,66,48,27,39,44,56,57,40,12,63,65,84,46,46,71,99,87,92,63,71,40,74,73,47,54,79,67,47,74,56,49,64],[0,44,5,35,55,37,84,89,60,92,83,84,86,75,59,37,16,29,64,55,47],[47,12,63,2,8,46,14,59,33,69,61,48,11,70,25,43,58,35,37,35,101,46,84,60,64,15,18,37,61,63,47,59,67,34,29,56,43,26,45,22,87],[32,32,53,41,35,35,48,66,21,56,26,42,40,84,80,47,72,50,51,61,39]],""zcollectScaled"":[[26,57,51,35,48,51,55,45,50,33,45,32,32,35,43,38,54,66,60,40,40,50,45,32,35,8,6,53,38,35,50,45,38,29,24,12,60,45,44,53,72],[48,47,34,17,43,40,25,31,51,69,40,67,42,67,56,58,33,40,32,13,70],[31,10,36,20,32,22,60,62,43,61,50,37,25,23,42,36,42,41,31,36,23,25,43,25,60,56,45,36,66,43,55,44,46,39,23,22,48,53,40,47,48],[48,35,25,38,14,28,40,21,29,44,37,49,16,22,26,62,53,60,45,40,67],[24,19,44,34,38,70,73,61,60,55,41,25,34,38,47,48,35,14,52,54,68,40,40,58,79,70,74,52,58,35,61,60,40,46,64,55,40,61,47,42,53],[5,35,8,29,43,31,63,66,46,68,62,63,64,57,46,31,16,25,49,43,37],[37,13,48,6,11,37,15,46,28,53,47,38,13,53,22,35,45,29,31,29,75,37,63,46,49,15,17,31,47,48,37,46,51,28,25,44,35,23,36,20,65],[27,27,42,34,30,30,39,51,20,44,23,34,33,64,61,38,55,40,41,48,32]]}"
0,1,0,"[67,72,63,62,67,74,75,73]","[8,13,15,12,0,18,17,4]","{""xcollect"":[[9,8,9,7,10,10,10,4,7,10,10,9,9,10,9,9,10,10,10,10,10],[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[6,8,9,5,4,3,2,2,4,3,2,3,4,4,4,4,6,5,4,1,3],[7,7,6,5,4,5,5,3,2,4,3,3,3,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4],[0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0],[5,4,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[5,4,4,3,4,4,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2],[3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]],""ycollect"":[[4,5,4,6,5,8,7,8,7,9,10,10,9,10,10,10,10,10,10,10,10],[6,10,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0],[3,2,4,5,6,6,4,7,7,7,8,5,6,7,8,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7],[0,1,2,3,4,5,6,4,4,3,5,4,4,4,4,4,4,4,4,4,4],[0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],[9,10,9,10,8,7,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8],[5,6,7,6,7,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]],""zcollect"":[[72,75,72,59,77,76,76,16,35,80,89,72,60,89,72,73,90,92,89,88,90],[57,1,55,59,61,72,84,97,82,97,95,96,96,96,95,96,97,95,97,96,98,96,97,95,97,97,98,97,97,97,96,95,97,95,97,97,96,95,95,96,94],[41,47,8,77,89,86,70,71,76,78,61,77,90,87,88,89,60,57,76,64,85],[53,37,70,84,97,81,81,98,82,100,91,85,94,75,82,78,79,99,99,98,98,98,97,98,98,99,98,97,97,98,98,98,96,97,97,98,99,97,97,97,99],[17,34,48,56,64,63,49,52,45,40,57,66,64,65,63,65,65,63,65,66,65],[52,51,53,60,60,68,70,70,57,64,70,70,71,71,70,71,73,70,72,70,71,72,69,72,71,71,70,71,70,71,70,70,71,72,70,71,73,71,69,71,72],[37,53,54,46,59,56,46,82,86,69,85,87,89,88,89,86,87,88,86,86,85],[55,68,47,66,65,61,50,49,66,67,66,67,67,66,67,67,66,65,68,68,67,68,67,67,67,69,67,67,68,67,67,68,67,67,67,67,67,68,67,67,67]],""zcollectScaled"":[[53,55,53,45,57,56,56,16,28,59,65,53,45,65,53,54,65,67,65,64,65],[46,6,45,47,49,57,65,75,64,75,73,74,74,74,73,74,75,73,75,74,76,74,75,73,75,75,76,75,75,75,74,73,75,73,75,75,74,73,73,74,73],[31,35,10,54,61,59,49,50,53,54,43,54,62,60,60,61,43,41,53,45,59],[38,28,48,57,65,55,55,66,56,67,61,58,63,52,56,53,54,66,66,66,66,66,65,66,66,66,66,65,65,66,66,66,65,65,65,66,66,65,65,65,66],[16,28,37,43,48,47,38,40,35,32,43,49,48,49,47,49,49,47,49,49,49],[43,43,44,49,49,55,57,57,47,52,57,57,58,58,57,58,59,57,58,57,58,58,56,58,58,58,57,58,57,58,57,57,58,58,57,58,59,58,56,58,58],[33,45,46,40,49,47,40,67,70,57,69,70,72,71,72,70,70,71,70,70,69],[45,55,39,53,52,50,42,41,53,54,53,54,54,53,54,54,53,52,55,55,54,55,54,54,54,55,54,54,55,54,54,55,54,54,54,54,54,55,54,54,54]]}"
0,1,1,"[69,70,78,70,77,77,77,66]","[1,5,19,16,9,17,6,4]","{""xcollect"":[[2,2,3,3,4,6,8,9,8,10,10,10,10,9,10,9,6,3,2,1,1,0,0,1,2,2,2,3,2,2,2,2,2,2,2,1,1,1,0,1,2],[10,10,9,9,8,7,6,5,7,7,8,7,6,5,5,6,8,9,4,7,6],[8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10],[5,9,10,6,2,1,1,2,4,3,2,1,1,2,2,1,0,0,0,0,0],[4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[2,2,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2],[6,5,1,8,0,1,1,2,1,1,1,1,1,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4],[3,2,2,3,4,5,5,6,6,7,6,8,8,7,8,7,6,6,7,7,7]],""ycollect"":[[1,2,2,1,5,6,9,5,2,2,5,6,7,6,4,4,9,8,8,9,8,8,7,7,7,7,6,7,9,8,8,8,8,8,8,8,8,9,9,10,10],[2,2,2,3,2,2,2,2,3,1,1,0,0,0,1,1,0,0,0,0,0],[6,6,7,8,3,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4],[10,3,4,0,3,3,4,4,4,2,2,2,1,1,0,0,0,1,0,0,0],[1,4,4,5,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[8,8,9,9,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7],[3,5,7,1,8,7,7,6,5,2,3,5,8,9,8,8,8,9,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],[1,0,1,2,0,0,0,0,0,1,1,1,0,0,2,2,2,3,3,4,5]],""zcollect"":[[22,12,12,22,3,11,33,35,20,16,50,42,32,36,39,26,23,64,92,89,100,80,75,92,81,79,51,50,81,92,92,92,91,92,92,101,100,88,77,63,65],[50,49,59,65,74,87,88,88,81,93,74,96,99,93,93,100,80,64,79,97,101],[54,51,39,37,60,80,102,88,91,101,101,100,102,101,100,99,101,101,99,100,101,101,100,100,101,97,101,100,101,100,99,98,100,102,100,98,99,100,100,102,100],[5,25,28,38,89,81,74,87,55,67,86,88,92,74,59,82,100,88,100,100,99],[34,16,61,61,57,70,83,96,100,93,89,101,101,100,100,99,101,101,100,100,101,100,99,99,98,99,101,99,100,101,100,100,101,100,101,99,102,100,100,103,99],[86,88,61,66,87,98,77,96,84,99,100,101,101,99,102,99,100,99,99,100,101],[47,29,67,48,47,65,67,52,68,49,55,67,56,59,97,97,96,77,84,85,96,96,96,96,97,96,96,96,96,96,98,96,98,97,96,96,97,98,96,97,96],[54,24,31,44,79,81,78,66,68,74,75,70,54,57,84,92,88,91,102,87,58]],""zcollectScaled"":[[20,13,13,20,7,13,28,29,19,16,40,34,27,30,32,23,21,49,68,66,74,60,57,68,61,60,40,40,61,68,68,68,68,68,68,75,74,66,58,48,50],[40,39,46,51,57,66,67,67,62,70,57,72,74,70,70,75,61,50,60,73,76],[47,45,35,34,52,67,85,74,76,84,84,83,85,84,83,82,84,84,82,83,84,84,83,83,84,81,84,83,84,83,82,81,83,85,83,81,82,83,83,85,83],[9,23,25,32,67,62,57,66,44,52,65,67,69,57,46,62,75,67,75,75,74],[31,17,52,52,49,59,69,79,82,77,74,83,83,82,82,81,83,83,82,82,83,82,81,81,80,81,83,81,82,83,82,82,83,82,83,81,84,82,82,84,81],[71,73,52,56,72,80,64,79,70,81,82,83,83,81,84,81,82,81,81,82,83],[41,27,57,42,41,55,57,45,57,43,47,57,48,50,80,80,79,64,70,70,79,79,79,79,80,79,79,79,79,79,80,79,80,80,79,79,80,80,79,80,79],[41,21,25,34,57,58,56,49,50,54,55,51,41,43,60,66,63,65,72,62,43]]}"
1,0,0,"[68,63,77,72,61,78,65,61]","[18,3,2,8,19,15,11,12]","{""xcollect"":[[2,3,3,5,4,6,7,8,9,8,7,6,7,7,7,8,8,7,7,7,8],[6,6,7,8,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],[5,5,8,8,0,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5],[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6],[0,3,5,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10],[9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10],[7,7,0,10,10,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7]],""ycollect"":[[2,5,7,6,5,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6],[10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10],[0,5,9,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5],[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3],[9,9,0,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6],[8,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4],[7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5],[9,10,5,0,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9]],""zcollect"":[[99,29,0,39,38,46,45,40,34,40,25,36,45,47,46,38,38,46,46,47,38],[69,41,75,89,85,53,91,90,89,92,90,89,90,90,87,90,90,90,91,90,90,90,90,90,89,91,89,91,90,89,89,90,90,89,91,91,89,89,88,89,91],[0,64,30,52,16,63,66,65,62,65,65,64,64,66,67,64,65,64,70,65,64],[92,93,91,92,93,94,92,93,91,93,94,91,93,91,91,92,92,91,91,93,94,93,92,92,95,94,94,91,91,93,92,91,94,92,93,93,94,92,93,94,92],[58,69,28,74,27,76,74,74,76,75,75,73,74,75,74,75,74,72,74,72,74],[58,60,67,34,69,67,67,67,66,67,70,68,67,68,70,68,69,68,68,68,69,67,68,67,69,69,68,68,69,67,67,69,69,68,69,71,67,69,68,68,69],[69,88,87,86,87,87,86,88,87,87,88,88,87,88,88,88,86,88,86,87,86],[79,60,12,56,26,59,77,78,81,79,78,81,78,80,78,79,79,78,79,78,76,79,78,79,76,78,79,78,79,79,79,78,78,78,79,78,78,79,78,85,80]],""zcollectScaled"":[[72,25,5,32,31,36,36,32,28,32,22,29,36,37,36,31,31,36,36,37,31],[48,31,52,61,59,38,62,62,61,63,62,61,62,62,60,62,62,62,62,62,62,62,62,62,61,62,61,62,62,61,61,62,62,61,62,62,61,61,60,61,62],[5,54,28,45,17,54,56,55,53,55,55,54,54,56,57,54,55,54,59,55,54],[71,72,71,71,72,73,71,72,71,72,73,71,72,71,71,71,71,71,71,72,73,72,71,71,73,73,73,71,71,72,71,71,73,71,72,72,73,71,72,73,71],[40,47,22,50,21,51,50,50,51,51,51,50,50,51,50,51,50,49,50,49,50],[50,52,57,32,59,57,57,57,56,57,60,58,57,58,60,58,59,58,58,58,59,57,58,57,59,59,58,58,59,57,57,59,59,58,59,60,57,59,58,58,59],[50,62,62,61,62,62,61,62,62,62,62,62,62,62,62,62,61,62,61,62,61],[53,42,12,39,21,41,52,53,54,53,53,54,53,54,53,53,53,53,53,53,51,53,53,53,51,53,53,53,53,53,53,53,53,53,53,53,53,53,53,57,54]]}"
1,0,1,"[68,77,68,64,67,66,80,68]","[13,6,0,10,12,4,15,8]","{""xcollect"":[[10,2,4,5,5,4,4,6,7,8,9,6,3,2,3,4,6,2,5,6,5,2,0,6,8,9,7,7,4,3,1,1,4,7,9,4,3,1,6,10,5],[9,2,4,6,9,7,5,4,2,10,5,1,1,4,6,4,3,3,8,7,6],[9,3,5,7,9,5,1,2,5,7,6,5,5,3,3,3,4,1,4,4,7,8,6,5,4,4,4,2,2,3,4,2,3,3,2,2,3,4,3,2,2],[0,4,3,2,3,3,4,3,2,2,2,3,4,4,4,4,3,2,2,2,1],[7,3,7,5,5,4,6,7,6,7,5,4,3,2,2,1,2,1,2,3,3,4,4,3,2,1,1,1,0,0,0,0,0,0,2,3,2,2,2,2,2],[7,6,6,7,7,6,6,7,5,5,4,4,5,5,8,8,9,9,9,9,10],[7,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6],[7,7,6,5,6,8,9,7,6,6,7,7,6,6,6,6,6,6,6,6,6]],""ycollect"":[[5,4,7,6,5,5,6,3,2,5,6,9,7,5,3,2,2,9,9,5,1,2,9,8,7,2,3,4,4,5,8,6,10,10,10,0,1,3,7,7,3],[3,5,6,4,7,8,8,8,2,6,4,8,10,10,4,1,1,5,2,2,6],[5,5,2,5,9,10,6,4,4,7,6,7,9,2,2,1,4,2,10,6,2,3,4,5,5,2,1,1,0,0,0,2,3,4,3,5,7,7,6,6,7],[3,6,7,5,4,5,5,6,6,4,3,3,4,2,3,7,8,8,6,7,3],[0,4,1,2,3,4,3,2,2,3,4,5,5,5,4,4,3,3,2,2,3,3,2,1,1,1,2,5,5,2,2,3,2,4,3,6,6,3,3,8,7],[4,4,5,5,6,6,3,3,4,5,5,6,6,3,5,4,5,6,4,3,4],[2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2],[8,7,7,5,4,5,6,6,6,5,4,3,3,3,3,3,3,3,3,3,3]],""zcollect"":[[12,32,33,42,29,32,10,16,36,18,20,18,29,17,80,88,46,23,26,68,64,92,45,22,32,27,7,26,69,58,41,-1,46,45,78,33,25,57,61,6,56],[26,26,36,17,30,51,60,54,35,20,3,67,32,30,18,81,71,48,11,22,14],[38,63,40,50,80,1,21,25,3,62,57,55,7,66,64,81,66,57,34,25,43,53,5,0,42,51,69,77,52,67,73,65,58,61,46,21,30,42,45,13,5],[31,53,54,78,51,70,49,74,77,48,59,88,50,69,74,68,47,58,77,57,43],[45,66,41,12,12,48,20,41,24,42,57,11,28,65,83,58,94,69,76,54,78,33,18,52,36,21,71,46,10,70,69,64,71,43,92,32,68,91,94,40,69],[64,63,67,68,58,51,39,47,36,34,35,16,27,41,41,61,25,53,45,71,13],[47,88,55,2,91,89,91,91,91,89,88,91,89,89,90,91,92,91,89,91,90,91,91,91,91,90,91,89,91,90,90,89,87,92,89,90,91,89,91,90,89],[14,18,46,30,92,48,54,19,25,44,89,81,94,91,92,93,94,93,93,91,93]],""zcollectScaled"":[[13,27,27,34,25,27,12,16,29,17,19,17,25,17,59,65,36,21,23,51,49,68,36,20,27,23,10,23,52,44,33,4,36,36,58,27,22,44,46,9,43],[25,25,33,18,28,44,51,47,32,20,7,57,30,28,19,67,60,42,13,22,16],[31,48,32,39,59,6,19,22,7,47,44,42,10,50,49,60,50,44,28,22,34,41,8,5,34,40,52,57,40,51,55,49,44,46,36,19,25,34,36,14,8],[25,39,40,55,38,50,36,52,54,36,43,61,37,49,52,49,35,42,54,41,33],[35,49,32,13,13,37,18,32,21,33,43,12,24,49,61,44,68,51,56,41,57,27,17,40,29,19,53,36,12,52,51,48,53,34,67,26,51,66,68,32,51],[47,47,49,50,43,39,31,36,29,27,28,16,23,32,32,45,22,40,35,52,14],[43,75,49,7,78,76,78,78,78,76,75,78,76,76,77,78,79,78,76,78,77,78,78,78,78,77,78,76,78,77,77,76,75,79,76,77,78,76,78,77,76],[15,17,36,25,68,38,42,18,22,35,66,60,69,67,68,68,69,68,68,67,68]]}"
