"","","","","par1","par2","par3"
"cv",20,1,89.4954227766822,-4.99997413642949,-2.12844522037928,-2.63665654940557
"cv",20,2,62.2701133706585,-4.99999070287821,-2.15574597568106,-2.52403955013518
"cv",20,3,92.3761714526483,-4.99999126304613,-2.14308717080898,-2.6586601140805
"cv",20,4,77.5162915797786,-4.99999862574283,-2.22286752415923,-2.58410251308526
"cv",40,1,195.32807792525,-4.99981383958581,-1.89627634783385,-2.62063354946139
"cv",40,2,131.573716783378,-2.31871166816762,-2.1634505872985,-2.61404277280695
"cv",40,3,118.511738124574,-4.99983500609991,-1.98208546810372,-2.55644144542865
"cv",40,4,153.953868373704,-1.705768330643,-2.06080051969201,-2.61633682170584
