"participant","leaveoutindex","reward","environment","horizon","lambda","beta","tau"
3,4,"Cumulative","Smooth",10,1.79205610874271,0.0994034000560532,0.026881493826003
3,5,"Cumulative","Smooth",10,1.75741956305047,0.102172048395425,0.0202095959703703
3,6,"Cumulative","Smooth",10,1.72181974027465,0.121596045746472,0.0260717905758621
3,7,"Cumulative","Smooth",10,2.12313244003817,0.109839952405351,0.0266909337797722
3,8,"Cumulative","Smooth",10,1.76777450400183,0.118959518273146,0.0245003080645685
4,1,"Best","Rough",5,0.48022494094233,0.411470932312389,0.00673794744565538
4,2,"Best","Rough",5,0.482615646341514,0.408750971209042,0.00673795066816617
4,3,"Best","Rough",5,0.489902659680211,0.412715827412597,0.00673794731649062
4,4,"Best","Rough",5,0.47106779599804,0.385304608123262,0.00673817914290106
4,5,"Best","Rough",5,0.473269047383198,0.411383918484708,0.00673794767294212
4,6,"Best","Rough",5,0.501478168559717,0.405356180606238,0.00673794719822678
4,7,"Best","Rough",5,0.467305360190349,0.41373789537541,0.00673794726739328
4,8,"Best","Rough",5,0.515280308778694,0.408466517849284,0.00673794845798376
4,1,"Best","Rough",10,0.440355431186127,0.530191276989037,0.00673796569567839
4,2,"Best","Rough",10,0.432092488200255,0.534356392052645,0.00673794850796619
4,3,"Best","Rough",10,0.431306170606824,0.53048924352132,0.00673797185076354
4,4,"Best","Rough",10,0.438763598740705,0.527242698628369,0.0067379499978899
4,5,"Best","Rough",10,0.427260206944035,0.532662714303268,0.00673795993574287
4,6,"Best","Rough",10,0.485160855710022,0.525780965643453,0.0100393166155669
4,7,"Best","Rough",10,0.439932448680538,0.526926289575184,0.00673796752248203
4,8,"Best","Rough",10,0.432250815532295,0.530422444800026,0.00673795496966878
5,1,"Best","Rough",5,0.501489638238377,0.451997125149909,0.00805100380691958
5,2,"Best","Rough",5,0.508314565596084,0.448633176598874,0.00674175979195373
5,3,"Best","Rough",5,0.499964078942443,0.451636197434161,0.00709433899380512
5,4,"Best","Rough",5,0.518926236585724,0.474107256004091,0.00673804197031591
5,5,"Best","Rough",5,0.508088748547595,0.449865040667938,0.00846272055058332
5,6,"Best","Rough",5,0.514631071507313,0.441892916098952,0.00712281248122247
5,7,"Best","Rough",5,0.487109471026838,0.449560080687583,0.00681942060994096
5,8,"Best","Rough",5,0.501430986389118,0.448572930451847,0.00675183586904768
5,1,"Best","Rough",10,0.474367912827822,0.506351686417593,0.0112814275958395
5,2,"Best","Rough",10,0.980027480165708,0.262009325483646,0.117909797069997
5,3,"Best","Rough",10,1.00274220455637,0.295070269021329,0.111923657432526
5,4,"Best","Rough",10,0.984102659124291,0.272620306568429,0.109659850972858
5,5,"Best","Rough",10,0.754209324767699,0.363832376968653,0.0862368248201798
5,6,"Best","Rough",10,0.475965721616619,0.499844057856267,0.0119090150255196
5,7,"Best","Rough",10,0.492082934148312,0.505422720753419,0.0116091721661442
5,8,"Best","Rough",10,1.04565502187589,0.25532357846064,0.124385454520698
6,1,"Best","Smooth",5,1.68797906048891,0.0211523316665348,0.129570838968805
6,2,"Best","Smooth",5,1.66748444887319,0.00673794700801284,0.132893610179361
6,3,"Best","Smooth",5,0.509923839452725,0.461710056462034,0.013614612282306
6,4,"Best","Smooth",5,0.429706989069503,0.521383764441879,0.00673794774496074
6,5,"Best","Smooth",5,0.483660040970023,0.472277482618004,0.0134455076921278
6,6,"Best","Smooth",5,1.68557583849944,0.00673794706830554,0.136017742165724
6,7,"Best","Smooth",5,1.6742411775101,0.00673794703661846,0.137175557788621
6,8,"Best","Smooth",5,1.62873770931979,0.00673794728601866,0.121056711114962
6,1,"Best","Smooth",10,0.462409297054894,0.502189037017516,0.00827948385240377
6,2,"Best","Smooth",10,0.455560040957407,0.496736171877509,0.00953941221444775
6,3,"Best","Smooth",10,0.449096207926092,0.538742341223299,0.00673794734998253
6,4,"Best","Smooth",10,0.453437462340251,0.501447781604387,0.00857874355847829
6,5,"Best","Smooth",10,0.452915959003842,0.501363833054612,0.00896036100701851
6,6,"Best","Smooth",10,2.05113280313518,0.0558777023162637,0.150666337288661
6,7,"Best","Smooth",10,1.71777992653812,0.0824009608404363,0.146507439772741
6,8,"Best","Smooth",10,0.452419862883928,0.502609007505411,0.00812658741831747
7,1,"Cumulative","Rough",5,1.20212538215086,0.00673794713083713,0.0570843666413642
7,2,"Cumulative","Rough",5,1.28158746715227,0.0067379470091302,0.053845532295036
7,3,"Cumulative","Rough",5,1.28116557854426,0.00673794700033293,0.0537738958292119
7,4,"Cumulative","Rough",5,1.13888239667682,0.00673794700897421,0.0513399665325227
7,5,"Cumulative","Rough",5,1.47544111334592,0.00673794700456416,0.0409019034032208
7,6,"Cumulative","Rough",5,1.25814532127158,0.00673794701701871,0.0507559374952877
7,7,"Cumulative","Rough",5,1.2499563909017,0.00673794726817705,0.045775417423937
7,8,"Cumulative","Rough",5,1.27834467516153,0.00673794709328668,0.0533993856774673
7,1,"Cumulative","Rough",10,1.15477030575506,0.00673794700550996,0.045000962059994
7,2,"Cumulative","Rough",10,1.18499838743426,0.00673794702673679,0.0494866736572866
7,3,"Cumulative","Rough",10,1.15881851027254,0.00673794700522502,0.0523743919549806
7,4,"Cumulative","Rough",10,1.17288184872036,0.00673794704966899,0.047438549647966
7,5,"Cumulative","Rough",10,1.12718798683111,0.00673794704956556,0.0434887020084788
7,6,"Cumulative","Rough",10,1.15970542126291,0.00673794700031709,0.0459132550126196
7,7,"Cumulative","Rough",10,1.18261999480754,0.00673794699953246,0.0486771620269991
7,8,"Cumulative","Rough",10,1.18949106982719,0.00673794704119252,0.0517818353013811
8,1,"Cumulative","Rough",5,1.21295211161846,0.0548842378418067,0.025736365514206
8,2,"Cumulative","Rough",5,1.24644248181815,0.0397525471683116,0.0286956722664265
8,3,"Cumulative","Rough",5,1.24286126854454,0.043612272941389,0.0270975419978335
8,4,"Cumulative","Rough",5,1.61753014582735,0.0465909268341426,0.0229874896231889
8,5,"Cumulative","Rough",5,1.24304022265575,0.0360474420700495,0.0267797082989345
8,6,"Cumulative","Rough",5,1.23142993238408,0.0403330882529987,0.0288469637242653
8,7,"Cumulative","Rough",5,1.18647233041102,0.0393159494196193,0.0240986536829253
8,8,"Cumulative","Rough",5,1.24031607728912,0.0403429818781296,0.0282583167385493
8,1,"Cumulative","Rough",10,1.38248265923278,0.0826417043036702,0.0197880239100067
8,2,"Cumulative","Rough",10,1.59255949780501,0.0859838295015596,0.021223366119486
8,3,"Cumulative","Rough",10,1.61622445141723,0.053103590754321,0.022792558954459
8,4,"Cumulative","Rough",10,1.60795680306219,0.0518719908651145,0.0246770783081969
8,5,"Cumulative","Rough",10,1.60927203264773,0.0554374391256125,0.0230390987362936
8,6,"Cumulative","Rough",10,1.61846424266878,0.0473719814762157,0.0239845467785915
8,7,"Cumulative","Rough",10,1.58450020305386,0.0863673374082221,0.0067379472682269
8,8,"Cumulative","Rough",10,1.60831359871343,0.071909236763913,0.0225795301095972
9,1,"Cumulative","Smooth",5,0.467631752853597,0.516026375663822,0.00673804284475769
9,2,"Cumulative","Smooth",5,0.468283585000948,0.516716669314524,0.0067443347600313
9,3,"Cumulative","Smooth",5,0.461509136164484,0.496742618256519,0.00673794753087634
9,4,"Cumulative","Smooth",5,0.489288276984605,0.510277842854848,0.00673795006017113
9,5,"Cumulative","Smooth",5,0.472715354218049,0.5141609689084,0.00673794728549835
9,6,"Cumulative","Smooth",5,0.472814146046507,0.515372990842248,0.00673794724120437
9,7,"Cumulative","Smooth",5,0.465267987100332,0.517117107091865,0.00673796441151429
9,8,"Cumulative","Smooth",5,0.463615020324744,0.517485915999073,0.00673795135869834
9,1,"Cumulative","Smooth",10,0.429473622976973,0.527672287040782,0.0067379470250176
9,2,"Cumulative","Smooth",10,0.43455586868503,0.530777541327781,0.00673794709925044
9,3,"Cumulative","Smooth",10,0.449770711474215,0.526490930927586,0.00673794711684039
9,4,"Cumulative","Smooth",10,0.424720180408526,0.531780858748191,0.00673795075441336
9,5,"Cumulative","Smooth",10,0.43462640535443,0.529129363312768,0.00673794749763009
9,6,"Cumulative","Smooth",10,0.42905740104778,0.526055762355118,0.00673794714075997
9,7,"Cumulative","Smooth",10,0.429559133709433,0.53083742971107,0.00673794807116178
9,8,"Cumulative","Smooth",10,0.439459110471864,0.530556529438424,0.00673794736841169
10,1,"Cumulative","Smooth",5,1.19366603982978,0.369326616421512,0.0274163873418882
10,2,"Cumulative","Smooth",5,1.00444760986477,0.462921859778843,0.0219032592355958
10,3,"Cumulative","Smooth",5,0.944645106495911,0.472037284995174,0.0228762264534251
10,4,"Cumulative","Smooth",5,1.02253400172328,0.454398069782473,0.0233129951940023
10,5,"Cumulative","Smooth",5,0.898627952742805,0.750595247371071,0.00673796638479746
10,6,"Cumulative","Smooth",5,0.928173184733286,0.472266568876377,0.0228453561247883
10,7,"Cumulative","Smooth",5,0.964553460902116,0.461581440628802,0.0180903433017788
10,8,"Cumulative","Smooth",5,1.01127980246723,0.460778839951154,0.0219754160943939
10,1,"Cumulative","Smooth",10,0.62464742904568,0.546760159019946,0.0181670854580184
10,2,"Cumulative","Smooth",10,0.625722395610209,0.540354279044572,0.0179868037247063
10,3,"Cumulative","Smooth",10,0.585345208290753,0.549870648817988,0.0174184148675189
10,4,"Cumulative","Smooth",10,0.490923637167101,0.5426968382535,0.00944373156815375
10,5,"Cumulative","Smooth",10,0.665027329587083,0.527317657380769,0.0141461652486676
10,6,"Cumulative","Smooth",10,0.606306176957607,0.54935920507971,0.017543262591862
10,7,"Cumulative","Smooth",10,0.562880518540726,0.542507983283286,0.0149686513129152
10,8,"Cumulative","Smooth",10,0.578219609830119,0.538443399469903,0.0153084462291397
11,1,"Best","Rough",5,0.468041322953726,0.514699638021065,0.00673794750196987
11,2,"Best","Rough",5,0.453286796652144,0.521132990087099,0.00673794706136815
11,3,"Best","Rough",5,0.446357254589522,0.521235443487399,0.00673798603556402
11,4,"Best","Rough",5,0.444658154681877,0.525744319755689,0.00674029788218481
11,5,"Best","Rough",5,0.450791102442747,0.518213082298487,0.00673794716406592
11,6,"Best","Rough",5,0.462217023884876,0.512589996529301,0.00673794758467379
11,7,"Best","Rough",5,0.446085463613823,0.516492732974661,0.00673794713956735
11,8,"Best","Rough",5,0.446200079749866,0.520441248137376,0.00673796342069353
11,1,"Best","Rough",10,0.425107125984121,0.555809573320237,0.00673795440776399
11,2,"Best","Rough",10,0.431935938268041,1.52763233254625,0.0067379473055178
11,3,"Best","Rough",10,0.423071198477746,0.550220705784763,0.00673795439651962
11,4,"Best","Rough",10,0.423053002072894,1.81633602922967,0.00673794849447635
11,5,"Best","Rough",10,0.435180107751072,1.01139246855445,0.00673794754600222
11,6,"Best","Rough",10,0.431340861535217,1.81131126356694,0.00673794772437962
11,7,"Best","Rough",10,0.420694849241252,0.592598416576739,0.00673794700883972
11,8,"Best","Rough",10,0.440725531419857,1.12277351064206,0.00673794946430566
12,1,"Best","Rough",5,1.5682432036994,0.0742666933254399,0.0899186955036566
12,2,"Best","Rough",5,0.723735841415472,0.364088253536638,0.0284344976018207
12,3,"Best","Rough",5,0.75312789375895,0.335732371844991,0.033928940294598
12,4,"Best","Rough",5,0.484641219967402,0.464398189965749,0.00677880260943142
12,5,"Best","Rough",5,1.53540491771664,0.00673794766854662,0.117915828599655
12,6,"Best","Rough",5,1.53581402467598,0.00673794702967588,0.111678966801294
12,7,"Best","Rough",5,1.52262021873615,0.0067379471789297,0.103988099472515
12,8,"Best","Rough",5,0.708816316201593,0.355036188461923,0.0327150051152205
12,1,"Best","Rough",10,0.685922151954121,0.420578218165828,0.054989991922374
12,2,"Best","Rough",10,1.77811476310155,0.104737537311607,0.126051537806059
12,3,"Best","Rough",10,1.60948150904358,0.124181569782922,0.138497167688434
12,4,"Best","Rough",10,1.61552179630207,0.104201315849938,0.138569746547618
12,5,"Best","Rough",10,1.59399250085625,0.114071951776657,0.13398991082792
12,6,"Best","Rough",10,1.6406723794283,0.0911476295786274,0.129943708115271
12,7,"Best","Rough",10,1.64653846202988,0.0945014524666422,0.143999299873144
12,8,"Best","Rough",10,1.62267815165159,0.0890280369027749,0.129684851425571
13,1,"Best","Smooth",5,0.437155203857258,0.519300928101678,0.00673802296357757
13,2,"Best","Smooth",5,0.471297652188815,0.52018971068614,0.00918542803686677
13,3,"Best","Smooth",5,0.495172575224812,0.522156227893002,0.0103131114242233
13,4,"Best","Smooth",5,0.459637183499158,0.513727976103066,0.0067382031614576
13,5,"Best","Smooth",5,0.564897359711005,0.508364652878376,0.0116763148183653
13,6,"Best","Smooth",5,0.447706726344321,0.493200225192596,0.00673797157237231
13,7,"Best","Smooth",5,0.733147540519834,0.526669608009324,0.0227333682546239
13,8,"Best","Smooth",5,0.442299984078542,0.518941462858562,0.00674299577208303
13,1,"Best","Smooth",10,0.786678450999811,0.524380347523356,0.0219003807602208
13,2,"Best","Smooth",10,0.757070829982081,0.540770569554223,0.0233520591068769
13,3,"Best","Smooth",10,0.774747104839467,0.534409722999487,0.0230169236187646
13,4,"Best","Smooth",10,0.681920342116944,0.53262583195342,0.0171859613322458
13,5,"Best","Smooth",10,0.711877727674615,0.533000222390349,0.0185686669010117
13,6,"Best","Smooth",10,0.729117621452511,0.531675585021307,0.0203944070498893
13,7,"Best","Smooth",10,0.829222212261186,0.54847571887266,0.0227227179750827
13,8,"Best","Smooth",10,0.719405754816764,0.525802923194838,0.0220312073633591
14,1,"Best","Smooth",5,1.79061168467533,0.00673794719586937,0.0989250341966699
14,2,"Best","Smooth",5,0.541545862301078,0.4997290101991,0.00673843308593863
14,3,"Best","Smooth",5,0.532344542621959,0.50188897273044,0.00673932640725623
14,4,"Best","Smooth",5,0.53692454434789,0.50147840963035,0.00673863260164783
14,5,"Best","Smooth",5,0.548896708459713,0.499318457231713,0.00673796764607003
14,6,"Best","Smooth",5,0.541881356931063,0.47024538999539,0.006738497569928
14,7,"Best","Smooth",5,0.541597176624746,0.500853490834938,0.00674911280297784
14,8,"Best","Smooth",5,1.85798269203555,0.0133809831329091,0.0949357180562456
14,1,"Best","Smooth",10,0.467922508252672,0.502567296662008,0.00673794783874516
14,2,"Best","Smooth",10,0.478677626551242,0.514936589552402,0.00673796291462263
14,3,"Best","Smooth",10,0.472600222291025,0.514471949914581,0.0067379486966805
14,4,"Best","Smooth",10,0.485851420293212,0.513178712775242,0.0067379470851434
14,5,"Best","Smooth",10,0.467584114237117,0.516063952011413,0.00673798268079862
14,6,"Best","Smooth",10,0.480005034793353,0.514188542528461,0.00673905693054077
14,7,"Best","Smooth",10,0.475564384595069,0.514655996922497,0.00673796704653115
14,8,"Best","Smooth",10,0.470160440170852,0.51411754671591,0.00673795459846387
15,1,"Cumulative","Rough",5,1.79689732984342,0.00673795107965634,0.119375991370599
15,2,"Cumulative","Rough",5,2.12995228366568,0.00673794704991863,0.129076754884438
15,3,"Cumulative","Rough",5,1.8399160780072,0.00673794721017538,0.156541120645742
15,4,"Cumulative","Rough",5,1.8511747563671,0.00673794700942666,0.150762537443026
15,5,"Cumulative","Rough",5,0.426446811545078,0.516446692761237,0.00692280592882318
15,6,"Cumulative","Rough",5,1.82107634802826,0.0067379479119027,0.143920298835614
15,7,"Cumulative","Rough",5,0.432417144165074,0.507641989132655,0.00673794699913048
15,8,"Cumulative","Rough",5,1.76982953715313,0.00673794702818989,0.152788484950841
15,1,"Cumulative","Rough",10,1.22797344482414,0.00673794831364335,0.191262263147714
15,2,"Cumulative","Rough",10,1.24579688290276,0.0115768707114522,0.184235757946131
15,3,"Cumulative","Rough",10,1.22954283633107,0.00673794715702045,0.200546986875179
15,4,"Cumulative","Rough",10,0.43411379379988,0.502074752375213,0.0067675734610235
15,5,"Cumulative","Rough",10,1.23067625181066,0.00673794703192885,0.189277704392917
15,6,"Cumulative","Rough",10,1.23679110658465,0.00673794736086789,0.180044420316654
15,7,"Cumulative","Rough",10,1.22207050995678,0.0117604360061075,0.188783277809717
15,8,"Cumulative","Rough",10,0.687935467454142,0.355655785188244,0.0700364586049178
16,1,"Cumulative","Smooth",5,2.18105577914613,0.00673795124459046,0.116093517577752
16,2,"Cumulative","Smooth",5,0.437195646281757,0.520840054912222,0.00674035224838433
16,3,"Cumulative","Smooth",5,0.440823540382272,0.527892798022433,0.00674498240560727
16,4,"Cumulative","Smooth",5,0.447325347648381,0.519822263581515,0.00677838926693024
16,5,"Cumulative","Smooth",5,0.441192197987144,0.517475400006489,0.0067382973881726
16,6,"Cumulative","Smooth",5,0.43975852235594,0.514479572433931,0.00678611011452661
16,7,"Cumulative","Smooth",5,0.436145967607576,0.522677909506533,0.00674042517800754
16,8,"Cumulative","Smooth",5,0.438240960846148,0.5123796854001,0.00673815348514857
16,1,"Cumulative","Smooth",10,0.457278842433546,0.520256848065596,0.0067379498062304
16,2,"Cumulative","Smooth",10,0.453984643485891,0.523046680078358,0.00673794737254367
16,3,"Cumulative","Smooth",10,0.450725834735017,0.525254328910431,0.00673794703057088
16,4,"Cumulative","Smooth",10,0.464594231754609,0.52518615725491,0.00673794704262514
16,5,"Cumulative","Smooth",10,0.462927813206137,0.521128842402245,0.00673794713259748
16,6,"Cumulative","Smooth",10,0.444976077438281,0.526249125967366,0.00673794742009505
16,7,"Cumulative","Smooth",10,0.458254007260728,0.523334454374423,0.00673794702287696
16,8,"Cumulative","Smooth",10,0.45635267274165,0.524395574175887,0.00673794709623737
17,1,"Cumulative","Smooth",5,0.504411688057771,0.500696182747829,0.00673794747271869
17,2,"Cumulative","Smooth",5,0.499778095566226,0.500459246178751,0.00673797473439005
17,3,"Cumulative","Smooth",5,0.515519555792025,0.495498111158145,0.00673794967965369
17,4,"Cumulative","Smooth",5,0.50771395734537,0.496994723812118,0.00673799401351367
17,5,"Cumulative","Smooth",5,0.497979330903304,0.500979736658014,0.00673796562577085
17,6,"Cumulative","Smooth",5,0.502375783737306,0.499613864700204,0.00673794713283985
17,7,"Cumulative","Smooth",5,0.504088917752654,0.497269150475508,0.0067379810674109
17,8,"Cumulative","Smooth",5,0.514816615642596,0.502333101006334,0.00673794726031514
17,1,"Cumulative","Smooth",10,0.463934803642727,0.529811159873837,0.00673808434017381
17,2,"Cumulative","Smooth",10,0.465425945807697,0.527275982821291,0.0067379470711722
17,3,"Cumulative","Smooth",10,0.466526556694458,0.52628475239019,0.00673796802673476
17,4,"Cumulative","Smooth",10,0.470088943909657,0.527702202369238,0.00673794746078275
17,5,"Cumulative","Smooth",10,0.460942143251792,0.527331734896672,0.00673794711474307
17,6,"Cumulative","Smooth",10,0.460546458205886,0.527938243560814,0.00673794825289725
17,7,"Cumulative","Smooth",10,0.461711145219381,0.527884794086784,0.00673794959290853
17,8,"Cumulative","Smooth",10,0.465670595755645,0.519046811942148,0.00673794708752062
18,1,"Best","Rough",5,0.673585813535657,0.520396188998356,0.0227926608836449
18,2,"Best","Rough",5,0.426954214357869,0.520334638035108,0.0067385217344226
18,3,"Best","Rough",5,0.427783466877985,0.519900015947751,0.00673806071299919
18,4,"Best","Rough",5,0.44451830572593,0.424173759946419,0.00674373316868604
18,5,"Best","Rough",5,0.435338267358651,0.518066447770018,0.006738053400746
18,6,"Best","Rough",5,0.42685946259007,0.520999223168391,0.00673796918759592
18,7,"Best","Rough",5,0.432725429009352,0.517376066732042,0.00673876756765934
18,8,"Best","Rough",5,0.431529051116548,0.521450104275661,0.00674140575470022
18,1,"Best","Rough",10,0.48302010765787,2.61135347973067,0.00673965032330432
18,2,"Best","Rough",10,0.505535912762709,1.32954631968021,0.0103342187444992
18,3,"Best","Rough",10,0.694822589597839,0.549695213201361,0.0227976073161783
18,4,"Best","Rough",10,0.451580841318134,2.14495156553579,0.00674512480018343
18,5,"Best","Rough",10,0.654130737509672,0.564073598414539,0.022566034983051
18,6,"Best","Rough",10,0.451759461355298,2.19155748548161,0.00673849565213535
18,7,"Best","Rough",10,0.607736402579193,0.549479898391508,0.015664731539499
18,8,"Best","Rough",10,0.630142106469135,0.575665031174532,0.0206553233558697
19,1,"Best","Rough",5,0.358256531420171,0.571072713462669,0.00673808438304406
19,2,"Best","Rough",5,0.345500450983048,0.574558400101433,0.00673794961297023
19,3,"Best","Rough",5,1.34623736001911,0.566897621728903,0.215686195170944
19,4,"Best","Rough",5,0.337852453672416,0.580111589360625,0.00673794770280909
19,5,"Best","Rough",5,0.351857751676036,0.573423391728814,0.00673797087051424
19,6,"Best","Rough",5,0.337861934153852,4.9900163525843,0.00673810799856787
19,7,"Best","Rough",5,0.378119104271831,11.9192862938737,0.00696702529250008
19,8,"Best","Rough",5,0.357252938922797,0.570885909465201,0.00673800823403991
19,1,"Best","Rough",10,0.708598071516754,0.807485743968342,0.369912997870127
19,2,"Best","Rough",10,0.659511766967854,0.744811876550185,0.337809698615817
19,3,"Best","Rough",10,0.792672935412762,1.90205022192794,0.981178052820569
19,4,"Best","Rough",10,0.685648178963266,1.15928737246143,0.470117236829603
19,5,"Best","Rough",10,0.723924451423478,0.676212205181823,0.292775515963305
19,6,"Best","Rough",10,0.678310097933542,0.872068159377165,0.317456080060436
19,7,"Best","Rough",10,1.42722278113887,0.79819244852584,0.36009190388316
19,8,"Best","Rough",10,0.570752312975629,0.875246372822255,0.31543009017377
20,1,"Best","Smooth",5,0.466725423531459,0.715456096573887,0.00673809753707131
20,2,"Best","Smooth",5,0.460755446114836,0.545705157175394,0.00673809718203214
20,3,"Best","Smooth",5,0.472606319879218,0.671888834425768,0.00673800805771082
20,4,"Best","Smooth",5,0.473730015317724,0.529201923232706,0.00673803351944936
20,5,"Best","Smooth",5,0.472077936883641,0.534182529516283,0.00673796010178103
20,6,"Best","Smooth",5,0.495725823284578,1.01124074038546,0.00673960934808445
20,7,"Best","Smooth",5,0.498489490890205,0.848592935049886,0.00673798274509077
20,8,"Best","Smooth",5,0.464913937494786,0.624750898895606,0.00673800644934828
20,1,"Best","Smooth",10,0.43881439454233,0.530852426675648,0.00673794715840585
20,2,"Best","Smooth",10,0.439009346623571,0.527400386160678,0.0067379473205542
20,3,"Best","Smooth",10,0.444855858317805,0.530108653075904,0.00673794816959613
20,4,"Best","Smooth",10,0.434274227458732,0.533488914079186,0.00673794708399479
20,5,"Best","Smooth",10,0.442750618796583,0.525832485342397,0.00673795730699785
20,6,"Best","Smooth",10,0.431365395605179,0.531061582975741,0.00673794802561123
20,7,"Best","Smooth",10,0.429557240367888,0.533593581632578,0.00673794701570933
20,8,"Best","Smooth",10,0.43133056394179,0.532115471556956,0.00673794708177773
21,1,"Best","Smooth",5,0.930321130229217,0.493793477933462,0.028410558958888
21,2,"Best","Smooth",5,0.670553249084916,0.533466996503287,0.0239247712215308
21,3,"Best","Smooth",5,0.667053000425104,0.533923671729333,0.0233979763699877
21,4,"Best","Smooth",5,0.870218607696835,0.494694654861247,0.0241242751010936
21,5,"Best","Smooth",5,0.691180260414567,0.528071359552247,0.0247844213645933
21,6,"Best","Smooth",5,0.728744166654346,0.505445401199941,0.0254016266921693
21,7,"Best","Smooth",5,0.756780541944833,0.515368314787937,0.0265727120689171
21,8,"Best","Smooth",5,0.86243134491293,0.501575974641197,0.0266824825685004
21,1,"Best","Smooth",10,0.906946637079586,0.560182160405902,0.0403663411659246
21,2,"Best","Smooth",10,0.981624561634018,0.498118758726292,0.0464276807219938
21,3,"Best","Smooth",10,1.1292037910334,0.488125283878519,0.0411285310461267
21,4,"Best","Smooth",10,0.98095057100985,0.489892787538986,0.0452618729969684
21,5,"Best","Smooth",10,0.971516117544893,0.499142475758993,0.0481724650616462
21,6,"Best","Smooth",10,0.97294888881443,0.485091552320591,0.0451850340946193
21,7,"Best","Smooth",10,1.00315504667582,0.479007195278802,0.048541073639895
21,8,"Best","Smooth",10,1.03200255135155,0.486701389776062,0.0518830681406971
22,1,"Cumulative","Rough",5,0.491749283701314,0.510992565728474,0.00673794775520586
22,2,"Cumulative","Rough",5,0.486961869314426,0.512293663625693,0.00674056384363304
22,3,"Cumulative","Rough",5,0.497042558772307,0.509449496286157,0.00673795429463057
22,4,"Cumulative","Rough",5,0.488792239801377,0.511482026492338,0.00673808175854986
