"participant","leaveoutindex","reward","environment","horizon","tau"
12,3,"Best","Rough",5,0.432347444464248
12,4,"Best","Rough",5,0.488878853066735
12,5,"Best","Rough",5,0.46332846087567
12,6,"Best","Rough",5,0.429756308867818
12,7,"Best","Rough",5,0.449264280540455
12,8,"Best","Rough",5,0.482265772919777
12,1,"Best","Rough",10,0.461086154380234
12,2,"Best","Rough",10,0.437516503549014
12,3,"Best","Rough",10,0.449901845991345
12,4,"Best","Rough",10,0.451332001270605
12,5,"Best","Rough",10,0.439248235078862
12,6,"Best","Rough",10,0.444920558909105
12,7,"Best","Rough",10,0.431035733036449
12,8,"Best","Rough",10,0.42637948529818
13,1,"Best","Smooth",5,0.700865061368088
13,2,"Best","Smooth",5,0.765435198147066
13,3,"Best","Smooth",5,0.558947828044891
13,4,"Best","Smooth",5,0.580484610173821
13,5,"Best","Smooth",5,0.554481886635702
13,6,"Best","Smooth",5,0.632518014217669
13,7,"Best","Smooth",5,0.64850863468193
13,8,"Best","Smooth",5,0.604223775581183
13,1,"Best","Smooth",10,0.509661268057588
13,2,"Best","Smooth",10,0.519771863845113
13,3,"Best","Smooth",10,0.503420297396988
13,4,"Best","Smooth",10,0.495444098261292
13,5,"Best","Smooth",10,0.522247189965607
13,6,"Best","Smooth",10,0.497216372976781
13,7,"Best","Smooth",10,0.615594986796837
13,8,"Best","Smooth",10,0.508328192987896
14,1,"Best","Smooth",5,0.336705462604556
14,2,"Best","Smooth",5,0.349320755837872
14,3,"Best","Smooth",5,0.335894798199035
14,4,"Best","Smooth",5,0.309256300482035
14,5,"Best","Smooth",5,0.315757414872791
14,6,"Best","Smooth",5,0.342349528291801
14,7,"Best","Smooth",5,0.308861039779265
14,8,"Best","Smooth",5,0.317592268572268
14,1,"Best","Smooth",10,0.38231147140493
14,2,"Best","Smooth",10,0.443367395534974
14,3,"Best","Smooth",10,0.414404601699739
14,4,"Best","Smooth",10,0.38105192071623
14,5,"Best","Smooth",10,0.387521475255659
14,6,"Best","Smooth",10,0.381953582587065
14,7,"Best","Smooth",10,0.403505761130335
14,8,"Best","Smooth",10,0.389787517681567
15,1,"Cumulative","Rough",5,0.516024614106522
15,2,"Cumulative","Rough",5,0.502935193032625
15,3,"Cumulative","Rough",5,0.465467957894252
15,4,"Cumulative","Rough",5,0.508574082535895
15,5,"Cumulative","Rough",5,0.537206064226853
15,6,"Cumulative","Rough",5,0.439666689502942
15,7,"Cumulative","Rough",5,0.489256020113298
15,8,"Cumulative","Rough",5,0.501054338823551
15,1,"Cumulative","Rough",10,0.387999861303414
15,2,"Cumulative","Rough",10,0.417465879666512
15,3,"Cumulative","Rough",10,0.361416011215866
15,4,"Cumulative","Rough",10,0.431649916030229
15,5,"Cumulative","Rough",10,0.379680580977291
15,6,"Cumulative","Rough",10,0.394062852190306
15,7,"Cumulative","Rough",10,0.40850589680323
15,8,"Cumulative","Rough",10,0.397034207600305
16,1,"Cumulative","Smooth",5,0.344785282704002
16,2,"Cumulative","Smooth",5,0.396097264007181
16,3,"Cumulative","Smooth",5,0.405415916191824
16,4,"Cumulative","Smooth",5,0.364965696453835
16,5,"Cumulative","Smooth",5,0.374276401416824
16,6,"Cumulative","Smooth",5,0.376493821344776
16,7,"Cumulative","Smooth",5,0.403855157812217
16,8,"Cumulative","Smooth",5,0.368573781589638
16,1,"Cumulative","Smooth",10,0.425720694227232
16,2,"Cumulative","Smooth",10,0.396250442024017
16,3,"Cumulative","Smooth",10,0.428022071710966
16,4,"Cumulative","Smooth",10,0.434051636874889
16,5,"Cumulative","Smooth",10,0.429422073610909
16,6,"Cumulative","Smooth",10,0.463646377200369
16,7,"Cumulative","Smooth",10,0.471073644511232
16,8,"Cumulative","Smooth",10,0.42019714807667
17,1,"Cumulative","Smooth",5,0.403807920143108
17,2,"Cumulative","Smooth",5,0.406730972999644
17,3,"Cumulative","Smooth",5,0.490567812610615
17,4,"Cumulative","Smooth",5,0.406761782469382
17,5,"Cumulative","Smooth",5,0.439091351937655
17,6,"Cumulative","Smooth",5,0.376041194463479
17,7,"Cumulative","Smooth",5,0.426800612429209
17,8,"Cumulative","Smooth",5,0.390448286497133
17,1,"Cumulative","Smooth",10,0.501691051298726
17,2,"Cumulative","Smooth",10,0.472867468133015
17,3,"Cumulative","Smooth",10,0.531391889946785
17,4,"Cumulative","Smooth",10,0.476228191870593
17,5,"Cumulative","Smooth",10,0.516676596059243
17,6,"Cumulative","Smooth",10,0.504370655802133
17,7,"Cumulative","Smooth",10,0.554615692759163
17,8,"Cumulative","Smooth",10,0.487672154868746
18,1,"Best","Rough",5,0.816533024939321
18,2,"Best","Rough",5,0.764964718250306
18,3,"Best","Rough",5,0.766616604829518
18,4,"Best","Rough",5,0.797882579887344
18,5,"Best","Rough",5,0.764119559706639
18,6,"Best","Rough",5,0.763020183793706
18,7,"Best","Rough",5,0.629207391916095
18,8,"Best","Rough",5,0.676868296966257
18,1,"Best","Rough",10,0.646603549047546
18,2,"Best","Rough",10,0.578702601615322
18,3,"Best","Rough",10,0.528054910986371
18,4,"Best","Rough",10,0.620715931917809
18,5,"Best","Rough",10,0.609880542036657
18,6,"Best","Rough",10,0.6003781474271
18,7,"Best","Rough",10,0.574364741648843
18,8,"Best","Rough",10,0.547140484359889
19,1,"Best","Rough",5,2.05412476413094
19,2,"Best","Rough",5,2.52764261270443
19,3,"Best","Rough",5,14.1104673009694
19,4,"Best","Rough",5,7.35099154479174
19,5,"Best","Rough",5,2.59423563533201
19,6,"Best","Rough",5,2.75641853867613
19,7,"Best","Rough",5,9.03029032742538
19,8,"Best","Rough",5,2.27495474726109
19,1,"Best","Rough",10,1.36360996645095
19,2,"Best","Rough",10,1.89643542391931
19,3,"Best","Rough",10,1.42726006077939
19,4,"Best","Rough",10,1.66285437594135
19,5,"Best","Rough",10,1.38621116976214
19,6,"Best","Rough",10,1.79101711792736
19,7,"Best","Rough",10,1.90370794970491
19,8,"Best","Rough",10,1.57771381914758
20,1,"Best","Smooth",5,0.426751027502974
20,2,"Best","Smooth",5,0.489806195746011
20,3,"Best","Smooth",5,0.407929307945823
20,4,"Best","Smooth",5,0.383110025384984
20,5,"Best","Smooth",5,0.405548021564443
20,6,"Best","Smooth",5,0.385962906438349
20,7,"Best","Smooth",5,0.406613987155969
20,8,"Best","Smooth",5,0.422980213052153
20,1,"Best","Smooth",10,0.476795703569237
20,2,"Best","Smooth",10,0.458798055771632
20,3,"Best","Smooth",10,0.532530099923944
20,4,"Best","Smooth",10,0.474114731461921
20,5,"Best","Smooth",10,0.484320708384462
20,6,"Best","Smooth",10,0.475892385975929
20,7,"Best","Smooth",10,0.491685394565475
20,8,"Best","Smooth",10,0.475074514027939
21,1,"Best","Smooth",5,0.472999224228572
21,2,"Best","Smooth",5,0.467888560469401
21,3,"Best","Smooth",5,0.433123779139587
21,4,"Best","Smooth",5,0.488747526884503
21,5,"Best","Smooth",5,0.477966242462088
21,6,"Best","Smooth",5,0.471269313022803
21,7,"Best","Smooth",5,0.422096378933078
21,8,"Best","Smooth",5,0.458270666391007
21,1,"Best","Smooth",10,0.551559633878958
21,2,"Best","Smooth",10,0.470031564864643
21,3,"Best","Smooth",10,0.489830563367249
21,4,"Best","Smooth",10,0.473429545347504
21,5,"Best","Smooth",10,0.511022191507351
21,6,"Best","Smooth",10,0.469301083410086
21,7,"Best","Smooth",10,0.513202965545288
21,8,"Best","Smooth",10,0.496190288851385
22,1,"Cumulative","Rough",5,0.415024077217688
22,2,"Cumulative","Rough",5,0.503139438090673
22,3,"Cumulative","Rough",5,0.48028777468757
22,4,"Cumulative","Rough",5,0.441507220174828
22,5,"Cumulative","Rough",5,0.44246542805399
22,6,"Cumulative","Rough",5,0.443669369839373
22,7,"Cumulative","Rough",5,0.440900547410676
22,8,"Cumulative","Rough",5,0.430025172194987
22,1,"Cumulative","Rough",10,0.469221066435015
22,2,"Cumulative","Rough",10,0.444857680723604
22,3,"Cumulative","Rough",10,0.435494594840459
22,4,"Cumulative","Rough",10,0.438430984086027
22,5,"Cumulative","Rough",10,0.432973775344098
22,6,"Cumulative","Rough",10,0.444165705815251
22,7,"Cumulative","Rough",10,0.428985262344329
22,8,"Cumulative","Rough",10,0.45532003683058
23,1,"Cumulative","Rough",5,0.380935963455409
23,2,"Cumulative","Rough",5,0.371424661867139
23,3,"Cumulative","Rough",5,0.350820803022799
23,4,"Cumulative","Rough",5,0.424163082979657
23,5,"Cumulative","Rough",5,0.407240483389071
23,6,"Cumulative","Rough",5,0.41673009683797
23,7,"Cumulative","Rough",5,0.404109860940155
23,8,"Cumulative","Rough",5,0.38730276472903
23,1,"Cumulative","Rough",10,0.371129665213667
23,2,"Cumulative","Rough",10,0.334351155012177
23,3,"Cumulative","Rough",10,0.356011151861463
23,4,"Cumulative","Rough",10,0.335789114107463
23,5,"Cumulative","Rough",10,0.331063152039042
23,6,"Cumulative","Rough",10,0.315241446012891
23,7,"Cumulative","Rough",10,0.304272140929712
23,8,"Cumulative","Rough",10,0.333551233088756
24,1,"Cumulative","Smooth",5,0.520802098612498
24,2,"Cumulative","Smooth",5,0.61496872857624
24,3,"Cumulative","Smooth",5,0.496029877897668
24,4,"Cumulative","Smooth",5,0.583178413707109
24,5,"Cumulative","Smooth",5,0.535973331219803
24,6,"Cumulative","Smooth",5,0.55716293477214
24,7,"Cumulative","Smooth",5,0.541118843449722
24,8,"Cumulative","Smooth",5,0.582050143014457
24,1,"Cumulative","Smooth",10,0.751758133480078
24,2,"Cumulative","Smooth",10,0.719458956713139
24,3,"Cumulative","Smooth",10,0.724400181963453
24,4,"Cumulative","Smooth",10,0.807370526056136
24,5,"Cumulative","Smooth",10,0.728727626968457
24,6,"Cumulative","Smooth",10,0.699950281891646
24,7,"Cumulative","Smooth",10,0.805434616706046
24,8,"Cumulative","Smooth",10,0.768958669580925
25,1,"Cumulative","Smooth",5,0.502141116391053
25,2,"Cumulative","Smooth",5,0.555828821308743
25,3,"Cumulative","Smooth",5,0.593911518649971
25,4,"Cumulative","Smooth",5,0.556468977156262
25,5,"Cumulative","Smooth",5,0.520498285320073
25,6,"Cumulative","Smooth",5,0.558119286770942
25,7,"Cumulative","Smooth",5,0.680506750287857
25,8,"Cumulative","Smooth",5,0.614294687940002
25,1,"Cumulative","Smooth",10,0.490412963793601
25,2,"Cumulative","Smooth",10,0.455618335052824
25,3,"Cumulative","Smooth",10,0.457745901077841
25,4,"Cumulative","Smooth",10,0.552325501168052
25,5,"Cumulative","Smooth",10,0.517672338188194
25,6,"Cumulative","Smooth",10,0.506110788136015
25,7,"Cumulative","Smooth",10,0.501949895639359
25,8,"Cumulative","Smooth",10,0.514496417644111
26,1,"Best","Rough",5,0.491797055269015
26,2,"Best","Rough",5,0.45685835889805
26,3,"Best","Rough",5,0.519010554857242
26,4,"Best","Rough",5,0.478189158722894
26,5,"Best","Rough",5,0.464442422376493
26,6,"Best","Rough",5,0.50015054925115
26,7,"Best","Rough",5,0.513358019927377
26,8,"Best","Rough",5,0.526821054543725
26,1,"Best","Rough",10,0.573863442803263
26,2,"Best","Rough",10,0.494930240899989
26,3,"Best","Rough",10,0.505267737814077
26,4,"Best","Rough",10,0.472108373610976
26,5,"Best","Rough",10,0.515635460590393
26,6,"Best","Rough",10,0.548931921200924
26,7,"Best","Rough",10,0.500084873050502
26,8,"Best","Rough",10,0.490992206925279
27,1,"Best","Rough",5,0.211748695450541
27,2,"Best","Rough",5,0.224366615695001
27,3,"Best","Rough",5,0.201952780416874
27,4,"Best","Rough",5,0.226893861842803
27,5,"Best","Rough",5,0.224184976013322
27,6,"Best","Rough",5,0.226893861842803
27,7,"Best","Rough",5,0.17522678794384
27,8,"Best","Rough",5,0.224260844062934
27,1,"Best","Rough",10,0.235299977231983
27,2,"Best","Rough",10,0.236855702223079
27,3,"Best","Rough",10,0.195635886154808
27,4,"Best","Rough",10,0.198654829171439
27,5,"Best","Rough",10,0.230105161681019
27,6,"Best","Rough",10,0.236696635998641
27,7,"Best","Rough",10,0.236763005744699
27,8,"Best","Rough",10,0.229825409449331
28,1,"Best","Smooth",5,0.466623821938777
28,2,"Best","Smooth",5,0.478320737762225
28,3,"Best","Smooth",5,0.44279794786035
28,4,"Best","Smooth",5,0.422501892738325
28,5,"Best","Smooth",5,0.442911883830761
28,6,"Best","Smooth",5,0.481957124702843
28,7,"Best","Smooth",5,0.429807343242533
28,8,"Best","Smooth",5,0.425504391821841
28,1,"Best","Smooth",10,0.430612786621859
28,2,"Best","Smooth",10,0.429947549878203
28,3,"Best","Smooth",10,0.438939516581626
28,4,"Best","Smooth",10,0.415858382874167
28,5,"Best","Smooth",10,0.421399640717708
28,6,"Best","Smooth",10,0.468781513800764
28,7,"Best","Smooth",10,0.481086169816125
28,8,"Best","Smooth",10,0.450799247004429
29,1,"Best","Smooth",5,0.579624781101516
29,2,"Best","Smooth",5,0.707586476125683
29,3,"Best","Smooth",5,0.629498137603369
29,4,"Best","Smooth",5,0.648078011006718
29,5,"Best","Smooth",5,0.712851400769326
29,6,"Best","Smooth",5,0.594005202163097
29,7,"Best","Smooth",5,0.611339314124871
29,8,"Best","Smooth",5,0.708026562927025
29,1,"Best","Smooth",10,0.491515668072915
29,2,"Best","Smooth",10,0.449881287433961
29,3,"Best","Smooth",10,0.455885473820021
29,4,"Best","Smooth",10,0.481496301206262
29,5,"Best","Smooth",10,0.463525641696578
29,6,"Best","Smooth",10,0.504190993114526
29,7,"Best","Smooth",10,0.493809959870924
29,8,"Best","Smooth",10,0.450923080266282
30,1,"Cumulative","Rough",5,0.422164064970849
30,2,"Cumulative","Rough",5,0.323624697566202
30,3,"Cumulative","Rough",5,0.359636137610272
30,4,"Cumulative","Rough",5,0.321065498843427
30,5,"Cumulative","Rough",5,0.38918430679685
30,6,"Cumulative","Rough",5,0.438222086142596
30,7,"Cumulative","Rough",5,0.349492567324526
30,8,"Cumulative","Rough",5,0.384908115232314
30,1,"Cumulative","Rough",10,0.288722760514019
30,2,"Cumulative","Rough",10,0.287743371296752
30,3,"Cumulative","Rough",10,0.306128863194664
30,4,"Cumulative","Rough",10,0.271469345199715
30,5,"Cumulative","Rough",10,0.301258780607958
30,6,"Cumulative","Rough",10,0.280567403466775
30,7,"Cumulative","Rough",10,0.278447852741839
30,8,"Cumulative","Rough",10,0.264408069481292
31,1,"Cumulative","Rough",5,1.06176556823466
31,2,"Cumulative","Rough",5,0.669713041683785
31,3,"Cumulative","Rough",5,0.898443469212525
31,4,"Cumulative","Rough",5,0.664200985731601
31,5,"Cumulative","Rough",5,0.660030031811433
31,6,"Cumulative","Rough",5,0.675169567988989
31,7,"Cumulative","Rough",5,1.3795855903709
31,8,"Cumulative","Rough",5,1.10802973569058
31,1,"Cumulative","Rough",10,0.229917509428914
31,2,"Cumulative","Rough",10,0.204977059586686
31,3,"Cumulative","Rough",10,0.230523004352626
31,4,"Cumulative","Rough",10,0.244563389426267
31,5,"Cumulative","Rough",10,0.237571493069803
31,6,"Cumulative","Rough",10,0.224684615658004
31,7,"Cumulative","Rough",10,0.237914097557709
31,8,"Cumulative","Rough",10,0.244412430186772
32,1,"Cumulative","Smooth",5,0.829155041703859
32,2,"Cumulative","Smooth",5,0.775591171745101
32,3,"Cumulative","Smooth",5,0.70748082406318
32,4,"Cumulative","Smooth",5,0.743494050620978
32,5,"Cumulative","Smooth",5,0.670511925016461
32,6,"Cumulative","Smooth",5,0.81092180342927
32,7,"Cumulative","Smooth",5,0.677017184672139
32,8,"Cumulative","Smooth",5,0.941750006199132
32,1,"Cumulative","Smooth",10,0.444008691092505
32,2,"Cumulative","Smooth",10,0.421554924631922
32,3,"Cumulative","Smooth",10,0.42000507523068
32,4,"Cumulative","Smooth",10,0.467937703498126
32,5,"Cumulative","Smooth",10,0.389280468346937
32,6,"Cumulative","Smooth",10,0.370337831032867
32,7,"Cumulative","Smooth",10,0.42329909627869
32,8,"Cumulative","Smooth",10,0.384715476480505
33,1,"Cumulative","Smooth",5,0.380439638341647
33,2,"Cumulative","Smooth",5,0.3635900210084
33,3,"Cumulative","Smooth",5,0.393895884410853
33,4,"Cumulative","Smooth",5,0.416584403181397
33,5,"Cumulative","Smooth",5,0.393956545497946
33,6,"Cumulative","Smooth",5,0.367965783769651
33,7,"Cumulative","Smooth",5,0.382315094530405
33,8,"Cumulative","Smooth",5,0.338560134102755
33,1,"Cumulative","Smooth",10,0.543936481468009
33,2,"Cumulative","Smooth",10,0.605020310114449
33,3,"Cumulative","Smooth",10,0.515596588742461
33,4,"Cumulative","Smooth",10,0.609218970137634
33,5,"Cumulative","Smooth",10,0.531583297692487
33,6,"Cumulative","Smooth",10,0.692013529736518
33,7,"Cumulative","Smooth",10,0.511099096286418
33,8,"Cumulative","Smooth",10,0.54966861220549
34,1,"Best","Rough",5,0.46542200843553
34,2,"Best","Rough",5,0.427593057529494
34,3,"Best","Rough",5,0.493117542729788
34,4,"Best","Rough",5,0.490881383493999
34,5,"Best","Rough",5,0.477741934723279
34,6,"Best","Rough",5,0.481131988594854
34,7,"Best","Rough",5,0.467975828656978
34,8,"Best","Rough",5,0.504831846833973
34,1,"Best","Rough",10,0.420449386795009
34,2,"Best","Rough",10,0.449127996298865
34,3,"Best","Rough",10,0.436174139230158
34,4,"Best","Rough",10,0.458898292320581
34,5,"Best","Rough",10,0.451323728920547
34,6,"Best","Rough",10,0.43005226843756
34,7,"Best","Rough",10,0.461495419975302
34,8,"Best","Rough",10,0.449141693981257
35,1,"Best","Rough",5,0.442336161959096
35,2,"Best","Rough",5,0.422567348915521
35,3,"Best","Rough",5,0.591846095701346
35,4,"Best","Rough",5,0.488223709092781
35,5,"Best","Rough",5,0.432148613517192
35,6,"Best","Rough",5,0.474882425565552
35,7,"Best","Rough",5,0.538359113264013
35,8,"Best","Rough",5,0.432800741403654
35,1,"Best","Rough",10,0.528554987699641
35,2,"Best","Rough",10,0.488551355578777
35,3,"Best","Rough",10,0.504070092952262
35,4,"Best","Rough",10,0.569822687430827
35,5,"Best","Rough",10,0.498796948997015
35,6,"Best","Rough",10,0.496199995158274
35,7,"Best","Rough",10,0.523978188378596
35,8,"Best","Rough",10,0.612669842385673
36,1,"Best","Smooth",5,0.362254913215132
36,2,"Best","Smooth",5,0.38255597124315
36,3,"Best","Smooth",5,0.411774494845719
36,4,"Best","Smooth",5,0.340859476434795
36,5,"Best","Smooth",5,0.382247762034719
36,6,"Best","Smooth",5,0.389405038921821
36,7,"Best","Smooth",5,0.422897773808919
36,8,"Best","Smooth",5,0.373860677675151
36,1,"Best","Smooth",10,0.312840080054595
36,2,"Best","Smooth",10,0.303151068082424
36,3,"Best","Smooth",10,0.299426646419707
36,4,"Best","Smooth",10,0.283878509696225
36,5,"Best","Smooth",10,0.301668608944308
36,6,"Best","Smooth",10,0.316481814881408
36,7,"Best","Smooth",10,0.323971251076399
36,8,"Best","Smooth",10,0.298737324048343
37,1,"Best","Smooth",5,0.845645166370674
37,2,"Best","Smooth",5,0.798766779825059
37,3,"Best","Smooth",5,0.97529023290337
37,4,"Best","Smooth",5,0.819420998173813
37,5,"Best","Smooth",5,1.84622374654718
37,6,"Best","Smooth",5,148.402846121994
