"participant","leaveoutindex","reward","environment","horizon","lambda","beta","tau"
2,2,"Cumulative","Rough",10,1.23042835519785,0.494382245891819,0.132804810864974
2,3,"Cumulative","Rough",10,1.1346247843485,0.523654312051713,0.137143352653718
2,4,"Cumulative","Rough",10,0.978241616532438,0.510838553330615,0.146814789648592
2,5,"Cumulative","Rough",10,0.972766925205443,0.529613969339966,0.141133357173844
2,6,"Cumulative","Rough",10,0.930767254690089,0.557596462403413,0.150311717007324
2,7,"Cumulative","Rough",10,1.30676392019146,0.534449976281256,0.138129355910866
2,8,"Cumulative","Rough",10,1.3433497786645,0.508960884582267,0.127509730267671
3,1,"Cumulative","Smooth",5,2.0283197808246,0.00673794787255868,0.0856737294263335
3,2,"Cumulative","Smooth",5,2.42325332265253,0.0067379470269423,0.0827508867450446
3,3,"Cumulative","Smooth",5,2.63866451194897,0.00673794700591943,0.0813415982931581
3,4,"Cumulative","Smooth",5,3.6178765947237,0.00673794702349793,0.0629582556065178
3,5,"Cumulative","Smooth",5,3.58346444950146,0.00673794700583009,0.082268393194694
3,6,"Cumulative","Smooth",5,2.3243147400223,0.00673794700011044,0.0851929922847695
3,7,"Cumulative","Smooth",5,2.18202902480494,0.00673794712021617,0.0726776702907322
3,8,"Cumulative","Smooth",5,5.58063782224125,0.00673794784582277,0.077649852230383
3,1,"Cumulative","Smooth",10,1.69284876269883,0.123653416311397,0.048671589065137
3,2,"Cumulative","Smooth",10,1.70499005874474,0.116754351511546,0.0433881470739884
3,3,"Cumulative","Smooth",10,1.74115488983755,0.109461629626239,0.0485669927837111
3,4,"Cumulative","Smooth",10,1.72636746766224,0.104444829257907,0.0467832195936101
3,5,"Cumulative","Smooth",10,1.67728104936447,0.141036191386162,0.0505810425680277
3,6,"Cumulative","Smooth",10,1.74177598880556,0.114333323042142,0.0561331294176992
3,7,"Cumulative","Smooth",10,2.07610547390997,0.114581031730009,0.0489331883177301
3,8,"Cumulative","Smooth",10,1.7537994278703,0.102950884300432,0.0538131961820602
4,1,"Best","Rough",5,1.03433584251578,0.353123679182235,0.113766309873804
4,2,"Best","Rough",5,1.14363271415955,0.300266199214974,0.0970705606181129
4,3,"Best","Rough",5,1.02688212119252,0.354456602983606,0.116469161519252
4,4,"Best","Rough",5,2.05410097626153,0.29176137873059,0.080451146443606
4,5,"Best","Rough",5,1.00041835010129,0.358157900970208,0.114453628458973
4,6,"Best","Rough",5,0.910184243210116,0.359380365910394,0.123417897637678
4,7,"Best","Rough",5,1.12624876538944,0.32101968825305,0.109694672393532
4,8,"Best","Rough",5,11.3102170511659,0.952032077197043,0.0899387896803944
4,1,"Best","Rough",10,0.981409599128858,0.462506947036077,0.143547836549646
4,2,"Best","Rough",10,0.990238559652463,0.469213699721167,0.154851795616776
4,3,"Best","Rough",10,0.945317190955316,0.481032676071291,0.157314619427973
4,4,"Best","Rough",10,0.344914913144624,54.5785504762263,17.2818375031853
4,5,"Best","Rough",10,1.02917399646614,0.462334873649573,0.148325784106246
4,6,"Best","Rough",10,1.1204271124137,0.429543480298844,0.137912709569973
4,7,"Best","Rough",10,0.940314228941686,0.492267903997333,0.152272716982979
4,8,"Best","Rough",10,0.963290886904611,0.483834823788755,0.146780033787716
5,1,"Best","Rough",5,1.27398641530811,0.360122732663467,0.11182632347491
5,2,"Best","Rough",5,1.15119207121604,0.374651160505314,0.106138875846877
5,3,"Best","Rough",5,1.39807714973227,0.323859966166378,0.0994684016041009
5,4,"Best","Rough",5,1.14524978008928,0.411380938840408,0.120447094882841
5,5,"Best","Rough",5,1.41569757669906,0.324309834480085,0.105618577320239
5,6,"Best","Rough",5,1.4749342405865,0.324704879003909,0.102839464346929
5,7,"Best","Rough",5,1.44936156288677,0.313483951433104,0.0978047503040544
5,8,"Best","Rough",5,1.47326114827477,0.303062304438286,0.10209212387206
5,1,"Best","Rough",10,0.336613049178228,54.5975530165137,17.3652989610448
5,2,"Best","Rough",10,0.338419249121612,54.5883409782753,18.4919405450549
5,3,"Best","Rough",10,0.352789848085699,54.589142478027,18.4937056641725
5,4,"Best","Rough",10,0.773020750714022,0.711781758740845,0.225423040948343
5,5,"Best","Rough",10,0.717201270982855,0.753299933197327,0.221495364924776
5,6,"Best","Rough",10,0.805406833533104,0.573169112365907,0.1803516602856
5,7,"Best","Rough",10,0.737230665057572,0.792303755224667,0.226914160829822
5,8,"Best","Rough",10,0.766311536219445,0.783626437922534,0.249949149289574
6,1,"Best","Smooth",5,0.641827478753229,0.734383376506754,0.195412201292768
6,2,"Best","Smooth",5,0.656494247438994,0.751245817375914,0.194500530105257
6,3,"Best","Smooth",5,0.660612492139476,0.66501232200833,0.182410670544158
6,4,"Best","Smooth",5,0.315581835212509,54.592004753968,15.0152527171785
6,5,"Best","Smooth",5,0.612179195901553,0.695764501215723,0.186293641766684
6,6,"Best","Smooth",5,0.620538605055222,0.798451488066408,0.209975345725849
6,7,"Best","Smooth",5,0.65346608067205,0.740467226094101,0.207581757454505
6,8,"Best","Smooth",5,0.639294820971542,0.672339639379084,0.180550018024448
6,1,"Best","Smooth",10,0.832948825503046,0.539034766885825,0.168072118119119
6,2,"Best","Smooth",10,0.777918561394548,0.473098924310345,0.150332708206651
6,3,"Best","Smooth",10,0.324919324513738,54.5978826996386,16.6638588170007
6,4,"Best","Smooth",10,0.728314898054149,0.614197954256153,0.178551170278551
6,5,"Best","Smooth",10,0.774607371296859,0.568138260484143,0.174348734042971
6,6,"Best","Smooth",10,0.72480464489863,0.560191064262964,0.160073904708997
6,7,"Best","Smooth",10,0.723148341080021,0.58609867167564,0.171288151635054
6,8,"Best","Smooth",10,0.779523073883368,0.584432354085845,0.175069775330804
7,1,"Cumulative","Rough",5,0.0245794043021466,0.285994160004338,0.0559654848028101
7,2,"Cumulative","Rough",5,0.0273366019769897,0.287315925680019,0.0582497945696083
7,3,"Cumulative","Rough",5,0.0917618994744476,0.285633039214255,0.0579074389620338
7,4,"Cumulative","Rough",5,0.473274330589459,0.244296715168577,0.0506719562283425
7,5,"Cumulative","Rough",5,0.0948533237146317,0.276381887513599,0.0553721794213688
7,6,"Cumulative","Rough",5,0.134206333777232,0.282008973467392,0.0534994026178116
7,7,"Cumulative","Rough",5,0.0116604237119923,0.235259545562799,0.0490644076214298
7,8,"Cumulative","Rough",5,0.0509908375213669,0.279507603350509,0.056645097441375
7,1,"Cumulative","Rough",10,0.844274520174483,0.184992094526859,0.0401523060270962
7,2,"Cumulative","Rough",10,0.76324225661169,0.19798635311187,0.0454677948468036
7,3,"Cumulative","Rough",10,0.739674496675187,0.218326844692033,0.0504759382249354
7,4,"Cumulative","Rough",10,0.852757763844932,0.199155145130673,0.044999504311629
7,5,"Cumulative","Rough",10,0.751222478218033,0.175085281880161,0.0375129243962901
7,6,"Cumulative","Rough",10,0.809042594601816,0.185014469229591,0.0442345523783092
7,7,"Cumulative","Rough",10,0.816506816551221,0.203021644306241,0.0451895573451959
7,8,"Cumulative","Rough",10,0.716490953151759,0.220791988704002,0.0520358082206313
8,1,"Cumulative","Rough",5,1.62876763703604,0.111153638826547,0.0287041104594534
8,2,"Cumulative","Rough",5,1.7734200844958,0.104202733081721,0.0323462464363127
8,3,"Cumulative","Rough",5,1.68858204117264,0.0931504605808171,0.0310112812349072
8,4,"Cumulative","Rough",5,1.73169169308419,0.0986087618381115,0.0247338225715954
8,5,"Cumulative","Rough",5,1.71481472517614,0.0935991596705277,0.0280435468442867
8,6,"Cumulative","Rough",5,1.64437021890877,0.0977459775279255,0.0308765521261508
8,7,"Cumulative","Rough",5,1.6593544710863,0.0899662014745502,0.0248394907614431
8,8,"Cumulative","Rough",5,1.6640853380688,0.0999879768567824,0.0342040504585455
8,1,"Cumulative","Rough",10,1.7493439785279,0.00673794742197055,0.0413122805039768
8,2,"Cumulative","Rough",10,1.73083835423216,0.0657164854838255,0.0412358997481388
8,3,"Cumulative","Rough",10,1.76401211003088,0.0191694809960125,0.0405104446836249
8,4,"Cumulative","Rough",10,1.75792546410074,0.00673794716451635,0.0454421440017199
8,5,"Cumulative","Rough",10,1.73095229271111,0.0195181564094014,0.0402279553173685
8,6,"Cumulative","Rough",10,1.76915718798259,0.0067379470219579,0.0433121367992195
8,7,"Cumulative","Rough",10,1.73395127014958,0.0286782913348269,0.0329801790374713
8,8,"Cumulative","Rough",10,1.75832560300084,0.0501886633509586,0.041337850768314
9,1,"Cumulative","Smooth",5,0.766268646726845,0.527185695934618,0.139134567987149
9,2,"Cumulative","Smooth",5,0.73467972274909,0.560375840450037,0.145405191057207
9,3,"Cumulative","Smooth",5,0.779954597059231,0.489584864391648,0.150683479862112
9,4,"Cumulative","Smooth",5,0.329931932140466,54.5971655364894,16.0831806442191
9,5,"Cumulative","Smooth",5,0.882614223159127,0.405566770584769,0.119536332344262
9,6,"Cumulative","Smooth",5,0.814434182947751,0.46040815112065,0.129883161879839
9,7,"Cumulative","Smooth",5,0.826600908467172,0.446207619883254,0.125422013095571
9,8,"Cumulative","Smooth",5,0.745655578223807,0.541304877315743,0.149052837422399
9,1,"Cumulative","Smooth",10,0.312704662314474,54.5916930274308,13.437913196246
9,2,"Cumulative","Smooth",10,0.311137078784308,54.5972664406896,13.0194686369401
9,3,"Cumulative","Smooth",10,0.317375472383836,54.5798543085035,13.1999689220093
9,4,"Cumulative","Smooth",10,0.312012760648317,54.5957700415591,14.5654899230548
9,5,"Cumulative","Smooth",10,0.311818352732915,54.5874937963237,12.6732744219775
9,6,"Cumulative","Smooth",10,0.314244955139291,54.5958036645622,13.5031332743579
9,7,"Cumulative","Smooth",10,0.313728255152383,54.5977343339294,13.5663464506951
9,8,"Cumulative","Smooth",10,0.318582464380153,54.5967399925475,14.2236658849306
10,1,"Cumulative","Smooth",5,1.84818439850653,0.441235318400165,0.107727156574339
10,2,"Cumulative","Smooth",5,1.48499388533639,0.470798436649631,0.124480934837379
10,3,"Cumulative","Smooth",5,1.63549001019942,0.441655607223588,0.114519145811732
10,4,"Cumulative","Smooth",5,1.52501363812952,0.413404242635852,0.113597500394116
10,5,"Cumulative","Smooth",5,2.07326455576235,0.469634619422972,0.113662752620754
10,6,"Cumulative","Smooth",5,1.45909022298382,0.393716937536538,0.123360300525607
10,7,"Cumulative","Smooth",5,1.33556734239063,0.412135419804738,0.112409252121401
10,8,"Cumulative","Smooth",5,1.61370435149781,0.470495860377348,0.122527450270831
10,1,"Cumulative","Smooth",10,0.928350005604577,0.695726420972106,0.198473870430961
10,2,"Cumulative","Smooth",10,0.385902954648685,54.594050402468,15.4480379791175
10,3,"Cumulative","Smooth",10,0.926747347497594,0.743850708146112,0.219735139427831
10,4,"Cumulative","Smooth",10,0.803882181774691,0.86220930660489,0.240133762599754
10,5,"Cumulative","Smooth",10,0.350554207036868,54.5783873961677,15.7922085788376
10,6,"Cumulative","Smooth",10,0.950316420425226,0.658933734047913,0.192368213676932
10,7,"Cumulative","Smooth",10,0.369934702409711,54.59210665366,16.3027486584372
10,8,"Cumulative","Smooth",10,0.89358934610305,0.747437098707022,0.206759254171934
11,1,"Best","Rough",5,28.7205033660525,0.00673803323284792,0.113469806962255
11,2,"Best","Rough",5,28.59232178166,0.699748747593329,0.109541495590646
11,3,"Best","Rough",5,28.0831133767146,0.00673895086938818,0.108658357365058
11,4,"Best","Rough",5,28.3483376117161,0.00677072471713125,0.112932507530475
11,5,"Best","Rough",5,29.1229881018367,0.671372919657553,0.108765380369485
11,6,"Best","Rough",5,25.9724815860856,0.513759712461881,0.104662802817166
11,7,"Best","Rough",5,27.6267278435004,0.678157709188092,0.114912269070197
11,8,"Best","Rough",5,0.739800373434758,0.775242969129757,0.257140751864115
11,1,"Best","Rough",10,0.875925325691354,0.446236988840674,0.189532550692203
11,2,"Best","Rough",10,0.91885098546851,0.492734014748974,0.210161658876445
11,3,"Best","Rough",10,0.783496877106322,0.636933021169107,0.239727986901751
11,4,"Best","Rough",10,0.8652467734229,0.56284311585713,0.256412483588145
11,5,"Best","Rough",10,0.923329788693843,0.468252045851755,0.190180756131556
11,6,"Best","Rough",10,0.866274851874786,0.550894764812905,0.23178376755271
11,7,"Best","Rough",10,0.88221157748757,0.520919434080731,0.214773607111891
11,8,"Best","Rough",10,0.34928662054119,54.5898852918837,23.4109229535668
12,1,"Best","Rough",5,1.04545105013502,0.298289877455524,0.109906108414303
12,2,"Best","Rough",5,1.0850430500701,0.298854161395851,0.112506725146096
12,3,"Best","Rough",5,1.31471800420863,0.26061245099914,0.0968800421095164
12,4,"Best","Rough",5,1.00723824406097,0.367092194024207,0.1224153018978
12,5,"Best","Rough",5,1.05205335981545,0.287634291554434,0.117469015472969
12,6,"Best","Rough",5,1.02252191291061,0.290752467403975,0.111612919206424
12,7,"Best","Rough",5,0.931129570277797,0.310991421803504,0.113020129142342
12,8,"Best","Rough",5,0.979856378581368,0.303856023377198,0.11528714080255
12,1,"Best","Rough",10,1.17025502785413,0.322637686108545,0.0995242644595685
12,2,"Best","Rough",10,1.15857189314089,0.309098773976822,0.0913990828034005
12,3,"Best","Rough",10,1.23713827588489,0.295976393993982,0.0922242957442139
12,4,"Best","Rough",10,1.17195103194497,0.330988821729223,0.0952886141909094
12,5,"Best","Rough",10,1.06861344514682,0.324914532114973,0.0976848843729068
12,6,"Best","Rough",10,0.971749869606429,0.360238707515379,0.105474009259727
12,7,"Best","Rough",10,1.12382493092849,0.327563074202397,0.0981266368671624
12,8,"Best","Rough",10,0.938075852213242,0.351335933377867,0.102949128123886
13,1,"Best","Smooth",5,4.52291982844987,0.84911475879066,0.13924781413469
13,2,"Best","Smooth",5,4.79367403975508,0.91425915636024,0.147279439978038
13,3,"Best","Smooth",5,4.41574974057396,0.537402723531802,0.130673838086957
13,4,"Best","Smooth",5,4.28285074219819,0.652856310163033,0.11107872769134
13,5,"Best","Smooth",5,4.62896729928947,0.767944745763504,0.121872382444187
13,6,"Best","Smooth",5,4.46787902404292,0.593274125373006,0.118016611453898
13,7,"Best","Smooth",5,4.77292474327527,0.984878310089543,0.135547124813994
13,8,"Best","Smooth",5,4.70175631847035,0.742340882030159,0.125870280557137
13,1,"Best","Smooth",10,1.10519076163136,0.444320284443606,0.148497029759758
13,2,"Best","Smooth",10,1.08992091265469,0.471566533802813,0.159849685497234
13,3,"Best","Smooth",10,1.10683738365368,0.432001762648709,0.147541093832815
13,4,"Best","Smooth",10,1.00095368280968,0.506378769967391,0.159874994283751
13,5,"Best","Smooth",10,1.15494065810279,0.436450438986229,0.144777375549742
13,6,"Best","Smooth",10,1.09605875048718,0.466313256137029,0.147317827290448
13,7,"Best","Smooth",10,1.30254515764244,0.464674988239897,0.161554662748766
13,8,"Best","Smooth",10,1.00964670004911,0.484270464688773,0.16126478600202
14,1,"Best","Smooth",5,0.326536870731567,54.5773786895743,11.5630820555226
14,2,"Best","Smooth",5,0.324588413320904,54.597917146456,10.9650759736591
14,3,"Best","Smooth",5,0.323568634845234,54.5955976797247,10.7519925373954
14,4,"Best","Smooth",5,0.616335027410622,1.05380391502755,0.226127523949468
14,5,"Best","Smooth",5,0.648762671894019,0.891775088130064,0.18465411111107
14,6,"Best","Smooth",5,0.32467722368534,54.5914414841882,11.2857844248051
14,7,"Best","Smooth",5,0.319818942160106,54.5949554979106,11.6625913842645
14,8,"Best","Smooth",5,0.326096601932398,54.5958317380713,11.3415655153967
14,1,"Best","Smooth",10,0.307389931666264,54.5947266409087,10.8416984113963
14,2,"Best","Smooth",10,0.317592754996549,54.596979434318,11.0074203147709
14,3,"Best","Smooth",10,0.311667475131818,54.5968109691074,11.0171760878412
14,4,"Best","Smooth",10,0.312934611322758,54.5972165284668,9.5721348397849
14,5,"Best","Smooth",10,0.311854706207537,54.5926197543908,11.1020487273962
14,6,"Best","Smooth",10,0.310253111848187,54.5946990046354,10.8816278768738
14,7,"Best","Smooth",10,0.316248558998007,54.5979946372726,10.1260044311316
14,8,"Best","Smooth",10,0.313722928992451,54.5981334227811,10.4218022052029
15,1,"Cumulative","Rough",5,0.684047975952014,0.511417396289339,0.176812691413258
15,2,"Cumulative","Rough",5,0.741005725776336,0.48738853879734,0.170858197154455
15,3,"Cumulative","Rough",5,0.31371174789312,54.5524453833994,17.6805430459895
15,4,"Cumulative","Rough",5,0.719102301472888,0.527033187643438,0.188936353732155
15,5,"Cumulative","Rough",5,0.707511947930612,0.543320198832169,0.190890264601745
15,6,"Cumulative","Rough",5,0.646419722882093,0.679399648837487,0.203976269394429
15,7,"Cumulative","Rough",5,0.65455865235643,0.595702875382677,0.191523965859079
15,8,"Cumulative","Rough",5,0.60348659463096,0.732588508893689,0.245501883768177
15,1,"Cumulative","Rough",10,0.656423239731763,0.469522350427625,0.14085319532609
15,2,"Cumulative","Rough",10,0.665640024675809,0.393456204441297,0.129897471664646
15,3,"Cumulative","Rough",10,0.657880003712766,0.46159649925849,0.13685655458527
15,4,"Cumulative","Rough",10,0.675046528631648,0.608381946666244,0.183601697663772
15,5,"Cumulative","Rough",10,0.647376561547549,0.447048500936629,0.133338408715342
15,6,"Cumulative","Rough",10,0.690093636440882,0.427460319224056,0.130651477783357
15,7,"Cumulative","Rough",10,0.694666899768925,0.405251707656085,0.130928814369159
15,8,"Cumulative","Rough",10,0.689994984926632,0.526116532773119,0.15403580241367
16,1,"Cumulative","Smooth",5,0.312031761722561,54.5958492079792,10.5294561459927
16,2,"Cumulative","Smooth",5,0.314454674388476,54.5925585409888,12.3898959671855
16,3,"Cumulative","Smooth",5,0.320414299840038,54.5953313363664,12.1420643086154
16,4,"Cumulative","Smooth",5,0.314375682319119,54.5879700183316,11.7636682353543
16,5,"Cumulative","Smooth",5,0.316218535487175,54.592424135403,13.3832656013201
16,6,"Cumulative","Smooth",5,0.316354436125467,54.57730173792,11.6689851517644
16,7,"Cumulative","Smooth",5,0.312822391630833,54.5943141363773,12.6305029023577
16,8,"Cumulative","Smooth",5,0.312386675203944,54.5941814726717,12.4365290398012
16,1,"Cumulative","Smooth",10,0.3189457407991,54.5504605333922,13.7150519019528
16,2,"Cumulative","Smooth",10,0.320227345098786,54.5978538134112,13.1091383248644
16,3,"Cumulative","Smooth",10,0.325115771174189,54.5932232873457,14.3492618963311
16,4,"Cumulative","Smooth",10,0.325006531720996,54.5972932167074,13.9555309181229
16,5,"Cumulative","Smooth",10,0.326839366470885,54.5900432773475,14.9093726311323
16,6,"Cumulative","Smooth",10,0.326807102966826,54.5815743907195,14.9947121103717
16,7,"Cumulative","Smooth",10,0.322247821967378,54.5913794188332,14.995443714496
16,8,"Cumulative","Smooth",10,0.322201085336524,54.5975031218333,13.8693143549547
17,1,"Cumulative","Smooth",5,0.324852857883996,54.597908568371,14.3236769285638
17,2,"Cumulative","Smooth",5,0.688758525177007,0.689174627864752,0.190982859478496
17,3,"Cumulative","Smooth",5,0.714813883600144,0.784402923908962,0.22949966457743
17,4,"Cumulative","Smooth",5,0.720660806092173,0.674334079438691,0.181505325026575
17,5,"Cumulative","Smooth",5,0.323750290453404,54.5977830390574,14.9215380845506
17,6,"Cumulative","Smooth",5,0.318768901216091,54.5698145302035,13.005811970299
17,7,"Cumulative","Smooth",5,0.323095220273073,54.5886038965192,15.0470026466923
17,8,"Cumulative","Smooth",5,0.32468695001867,54.5974149681655,14.3101155902268
17,1,"Cumulative","Smooth",10,0.328497630476739,54.5766462910537,15.3485119216479
17,2,"Cumulative","Smooth",10,0.324440627853759,54.5916649738626,14.0415423460623
17,3,"Cumulative","Smooth",10,0.327515892011944,54.5945505034705,14.9991126089815
17,4,"Cumulative","Smooth",10,0.330887836787277,54.5850340014043,13.5754671667121
17,5,"Cumulative","Smooth",10,0.32962476555824,54.5977493769384,15.3019292915935
17,6,"Cumulative","Smooth",10,0.329663480292751,54.5965055007511,14.7984467998918
17,7,"Cumulative","Smooth",10,0.331939130974711,54.5743699554361,14.9288040583509
17,8,"Cumulative","Smooth",10,0.329744121092595,54.5935491444591,13.6798912645131
18,1,"Best","Rough",5,3.47150984533984,0.775773551679542,0.135750753829699
18,2,"Best","Rough",5,1.66878837444024,0.437507122041337,0.140403776031173
18,3,"Best","Rough",5,3.62191151773715,0.823582594941166,0.129541671220556
18,4,"Best","Rough",5,3.59941945864629,0.612508744780801,0.098102560647515
18,5,"Best","Rough",5,1.65204762384386,0.402870151242545,0.133839716791396
18,6,"Best","Rough",5,1.65688896744061,0.414014996573978,0.148397842127393
18,7,"Best","Rough",5,1.60986065924161,0.433806104253909,0.133265265132967
18,8,"Best","Rough",5,1.6628344912363,0.399673846606115,0.136924677220613
18,1,"Best","Rough",10,1.27041678060548,0.496546564625957,0.18772464463088
18,2,"Best","Rough",10,1.17620648583686,0.48384315869701,0.175871861097948
18,3,"Best","Rough",10,0.349942022426906,54.5968006454891,20.2378453104905
18,4,"Best","Rough",10,1.18443894933028,0.470787650015582,0.178491195391206
18,5,"Best","Rough",10,1.22540512355532,0.516534695661613,0.178815821713982
18,6,"Best","Rough",10,1.16151693477413,0.518670608141025,0.190839145888261
18,7,"Best","Rough",10,1.22078137348851,0.455300937788954,0.163858500021853
18,8,"Best","Rough",10,1.18070122064252,0.515194447226237,0.174393058442617
19,1,"Best","Rough",5,2.18804988035807,1.05412269718686,0.429752869295104
19,2,"Best","Rough",5,2.21798986511069,1.07595493781831,0.547872664576715
19,3,"Best","Rough",5,3.80542897737084,21.6977138630886,5.37987449461924
19,4,"Best","Rough",5,3.90910380798562,54.5557056380331,15.3565965619089
19,5,"Best","Rough",5,23.4104233198803,0.00674405647637515,0.192930818032436
19,6,"Best","Rough",5,5.49566136076495,2.81661231799172,0.533289585416529
19,7,"Best","Rough",5,3.95291916305794,54.5978085901095,12.7823556679138
19,8,"Best","Rough",5,1.7779830689383,0.775939324753182,0.410327754290355
19,1,"Best","Rough",10,3.01782461836153,15.075891820858,2.86551359030394
19,2,"Best","Rough",10,3.34386369352393,26.1686784525569,4.74803774044963
19,3,"Best","Rough",10,3.16982857976281,18.8818534783058,3.26769493354209
19,4,"Best","Rough",10,2.89780201678218,10.1821735420609,2.04123592670468
19,5,"Best","Rough",10,3.18642565465341,4.74311111724419,0.878937418832927
19,6,"Best","Rough",10,3.62203423374299,6.79544847762155,1.11889135809538
19,7,"Best","Rough",10,3.68769966990648,7.24764988924812,1.06497138587829
19,8,"Best","Rough",10,3.15682156357057,32.6753217439928,5.74493501634863
20,1,"Best","Smooth",5,1.01440056949374,0.42587884977522,0.139892026263255
20,2,"Best","Smooth",5,0.992441596551349,0.481472209356107,0.163471916387588
20,3,"Best","Smooth",5,1.03792583610266,0.404169884531816,0.12422003190278
20,4,"Best","Smooth",5,0.340770045818951,54.5639401849705,15.3553534846892
20,5,"Best","Smooth",5,0.862397719484779,0.525885215376839,0.156173038179882
20,6,"Best","Smooth",5,0.893055127940653,0.497976775236766,0.145728516063829
20,7,"Best","Smooth",5,0.916349287882226,0.479209593132041,0.143312429483042
20,8,"Best","Smooth",5,0.912434702121713,0.452417355341186,0.140581929183425
20,1,"Best","Smooth",10,0.700652257069373,1.03059088011881,0.297209723549563
20,2,"Best","Smooth",10,0.349643305013496,54.5967491431142,16.3187306518998
20,3,"Best","Smooth",10,0.334715279036562,54.5958299481666,17.2696659224874
20,4,"Best","Smooth",10,0.35417130589075,54.5900411180553,16.2337373565224
20,5,"Best","Smooth",10,0.34118063387925,54.577539125938,16.8297361602301
20,6,"Best","Smooth",10,0.359471761898683,54.5943786050535,16.5459665302532
20,7,"Best","Smooth",10,0.343382522904928,54.5831467402734,16.971990679906
20,8,"Best","Smooth",10,0.355257867910796,54.5971371695337,16.5513492676578
21,1,"Best","Smooth",5,3.73538227296493,0.516303136307931,0.130401020455234
21,2,"Best","Smooth",5,3.6370524796272,0.514606340302984,0.14048421336475
21,3,"Best","Smooth",5,3.87496742604898,0.704074401986877,0.134355220484276
21,4,"Best","Smooth",5,3.77658174787419,0.596185499111976,0.135382287818706
21,5,"Best","Smooth",5,3.58889069461136,0.48813180749328,0.137330505191201
21,6,"Best","Smooth",5,3.84895796305474,0.628324439489228,0.13222471204995
21,7,"Best","Smooth",5,3.55232912063109,0.632557685827702,0.138251821840497
21,8,"Best","Smooth",5,3.80284213293348,0.613961454343726,0.139521285204479
21,1,"Best","Smooth",10,1.51956676423015,0.517769912323143,0.166860247848682
21,2,"Best","Smooth",10,1.3643407444754,0.47443248811768,0.156054584087845
21,3,"Best","Smooth",10,1.80960167458318,0.405679795809697,0.139474197791704
21,4,"Best","Smooth",10,1.48899493900089,0.445850992158011,0.146114278001294
21,5,"Best","Smooth",10,1.51706024068124,0.469759589008674,0.15600277850379
21,6,"Best","Smooth",10,1.44824494641385,0.463808342326756,0.1494079728858
21,7,"Best","Smooth",10,1.55456826721717,0.464085893639272,0.159236920546515
21,8,"Best","Smooth",10,1.57326092480468,0.461402691995587,0.14964503699437
22,1,"Cumulative","Rough",5,0.322868197683744,54.5965883594937,12.9029237331368
22,2,"Cumulative","Rough",5,0.322366747010388,54.5963014217366,15.1933732602786
22,3,"Cumulative","Rough",5,0.323340739995952,54.5965032218695,15.6863547637446
22,4,"Cumulative","Rough",5,0.630744085832363,1.04802514785618,0.255483526841468
22,5,"Cumulative","Rough",5,0.320457021681899,54.5879627630931,14.5255571115786
22,6,"Cumulative","Rough",5,0.690392117628692,0.689699467504237,0.18709667458715
22,7,"Cumulative","Rough",5,0.326261434942306,54.5962920815599,15.7087933205962
22,8,"Cumulative","Rough",5,0.325702226615616,54.5877762057198,13.7680583728177
22,1,"Cumulative","Rough",10,0.32080062395813,54.597619274354,15.6979614608328
22,2,"Cumulative","Rough",10,0.715410885356347,0.702628564141656,0.189648948671019
22,3,"Cumulative","Rough",10,0.320958422312392,54.5958112424696,15.8592843165783
